Family,TAXON,European category,European criteria,"EU 27
regional category",EU 27 regional criteria,Endemic to Europe,Endemic to EU 27
Megachilidae,Osmia svenssoni,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Megachilidae,Osmia sybarita,LC,,LC,,,
Megachilidae,Osmia tergestensis,LC,,LC,,,
Megachilidae,Osmia teunisseni,LC,,LC,,,
Megachilidae,Osmia tricornis,LC,,LC,,,
Megachilidae,Osmia tunensis,NA,,NA,,,
Megachilidae,Osmia uncicornis,LC,,LC,,,
Megachilidae,Osmia uncinata,LC,,LC,,,
Megachilidae,Osmia versicolor,LC,,LC,,,
Megachilidae,Osmia viridana,LC,,LC,,,
Megachilidae,Osmia xanthomelana,LC,,LC,,,
Megachilidae,Paradioxys pannonicus,VU,"B2ab(ii,iii)",VU,"B2ab(ii,iii)",,
Megachilidae,Protosmia asensioi,LC,,LC,,Yes,Yes
Megachilidae,Protosmia capitata,LC,,LC,,,
Megachilidae,Protosmia exenterata,LC,,LC,,,
Megachilidae,Protosmia glutinosa,LC,,LC,,,
Megachilidae,Protosmia longiceps,LC,,LC,,,
Megachilidae,Protosmia lusitanica,DD,,DD,,Yes,Yes
Megachilidae,Protosmia minutula,LC,,LC,,Yes,
Megachilidae,Protosmia monstrosa,LC,,LC,,,
Megachilidae,Protosmia montana,NA,,NA,,,
Megachilidae,Protosmia paradoxa,LC,,LC,,,
Megachilidae,Protosmia sideritis,LC,,LC,,,
Megachilidae,Protosmia stigmatica,NA,,NA,,,
Megachilidae,Protosmia tauricola,NA,,NA,,,
Megachilidae,Protosmia tiflensis,LC,,LC,,,
Megachilidae,Pseudoanthidium alpinum,DD,,DD,,,
Megachilidae,Pseudoanthidium canariense,LC,,LC,,Yes,Yes
Megachilidae,Pseudoanthidium cribratum,NA,,NA,,,
Megachilidae,Pseudoanthidium eximium,LC,,LC,,,
Megachilidae,Pseudoanthidium kaspareki,DD,,DD,,,
Megachilidae,Pseudoanthidium melanurum,LC,,LC,,,
Megachilidae,Pseudoanthidium nanum,LC,,LC,,,
Megachilidae,Pseudoanthidium reticulatum,LC,,LC,,,
Megachilidae,Pseudoanthidium scapulare,LC,,LC,,,
Megachilidae,Pseudoanthidium stigmaticorne,LC,,LC,,,
Megachilidae,Pseudoanthidium tenellum,NT,B2b(iii),NT,B2b(iii),,
Megachilidae,Rhodanthidium acuminatum,DD,,DD,,,
Megachilidae,Rhodanthidium caturigense,LC,,LC,,,
Megachilidae,Rhodanthidium infuscatum,LC,,LC,,,
Megachilidae,Rhodanthidium rufocinctum,LC,,LC,,Yes,Yes
Megachilidae,Rhodanthidium septemdentatum,LC,,LC,,,
Megachilidae,Rhodanthidium siculum,LC,,LC,,,
Megachilidae,Rhodanthidium sticticum,LC,,LC,,,
Megachilidae,Stelis aculeata,NA,,,,,
Megachilidae,Stelis aegyptiaca,NA,,NA,,,
Megachilidae,Stelis annulata,VU,"B2ab(i,ii,iii)",VU,"B2ab(i,ii,iii)",,
Megachilidae,Stelis breviuscula,LC,,LC,,,
Megachilidae,Stelis denticulata,NA,,NA,,,
Megachilidae,Stelis franconica,LC,,LC,,Yes,
Megachilidae,Stelis gigantea,NA,,NA,,,
Megachilidae,Stelis hispanica,EN,B2ab(iii),EN,B2ab(iii),Yes,Yes
Megachilidae,Stelis hungarica,DD,,DD,,Yes,Yes
Megachilidae,Stelis iugae,DD,,DD,,,
Megachilidae,Stelis minima,LC,,LC,,,
Megachilidae,Stelis minuta,LC,,LC,,,
Megachilidae,Stelis murina,DD,,DD,,,
Megachilidae,Stelis nasuta,NT,"B2b(i,ii)",NT,"B2b(i,ii)",,
Megachilidae,Stelis odontopyga,LC,,LC,,,
Megachilidae,Stelis orientalis,DD,,DD,,,
Megachilidae,Stelis ornatula,LC,,LC,,,
Megachilidae,Stelis ortizi,LC,,LC,,Yes,Yes
Megachilidae,Stelis pentelica,DD,,DD,,,
Megachilidae,Stelis phaeoptera,LC,,LC,,,
Megachilidae,Stelis punctulatissima,LC,,LC,,,
Megachilidae,Stelis rhodia,DD,,DD,,,
Megachilidae,Stelis ruficornis,DD,,DD,,,
Megachilidae,Stelis scutellaris,DD,,DD,,,
Megachilidae,Stelis signata,LC,,LC,,,
Megachilidae,Stelis simillima,LC,,LC,,,
Megachilidae,Stenoheriades asiatica,NA,,NA,,,
Megachilidae,Stenoheriades coelostoma,LC,,LC,,,
Megachilidae,Stenoheriades maroccana,LC,,LC,,,
Megachilidae,Trachusa balcanica,LC,,LC,,Yes,
Megachilidae,Trachusa byssina,LC,,LC,,,
Megachilidae,Trachusa dumerlei,LC,,LC,,,
Megachilidae,Trachusa integra,EN,B2ab(iii),EN,B2ab(iii),,
Megachilidae,Trachusa interrupta,VU,"B2ab(iii,v)",VU,"B2ab(iii,v)",,
Megachilidae,Trachusa laeviventris,LC,,LC,,,
Megachilidae,Trachusa laticeps,LC,,LC,,,
Megachilidae,Trachusa pubescens,NT,B2a,NT,B2a,,
Megachilidae,Trachusa varia,DD,,DD,,Yes,
Melittidae,Dasypoda albimana,DD,,DD,,,
Melittidae,Dasypoda argentata,VU,"B2ab(iii,v)",VU,"B2ab(iii,v)",,
Melittidae,Dasypoda braccata,EN,B2ab(iii),EN,B2ab(iii),,
Melittidae,Dasypoda cingulata,LC,,LC,,,
Melittidae,Dasypoda crassicornis,LC,,LC,,,
Melittidae,Dasypoda dusmeti,LC,,LC,,,
Melittidae,Dasypoda frieseana,EN,B2ab(iii),EN,B2ab(iii),,
Melittidae,Dasypoda hirtipes,LC,,LC,,,
Melittidae,Dasypoda iberica,LC,,LC,,Yes,Yes
Melittidae,Dasypoda michezi,DD,,DD,,Yes,Yes
Melittidae,Dasypoda morawitzi,LC,,LC,,,
Melittidae,Dasypoda morotei,LC,,LC,,Yes,Yes
Melittidae,Dasypoda panzeri,LC,,LC,,,
Melittidae,Dasypoda pyriformis,LC,,LC,,,
Melittidae,Dasypoda pyrotrichia,LC,,LC,,,
Melittidae,Dasypoda spinigera,EN,B2ab(iii),EN,B2ab(iii),,
Melittidae,Dasypoda suripes,EN,B2ab(iii),EN,B2ab(iii),,
Melittidae,Dasypoda toroki,NA,,,,,
Melittidae,Dasypoda visnaga,LC,,LC,,,
Melittidae,Macropis europaea,LC,,LC,,,
Melittidae,Macropis frivaldszkyi,NT,"B2b(iii,v)",NT,"B2b(iii,v)",,
Melittidae,Macropis fulvipes,LC,,LC,,,
Melittidae,Melitta aegyptiaca,NT,"B2b(ii,iii)",NT,"B2b(ii,iii)",,
Melittidae,Melitta budashkini,DD,,,,Yes,
Melittidae,Melitta budensis,LC,,DD,,,
Melittidae,Melitta dimidiata,NT,"B2b(iii,v)",NT,"B2b(iii,v)",,
Melittidae,Melitta haemorrhoidalis,LC,,LC,,,
Melittidae,Melitta hispanica,NT,B1b(iii)+2b(iii),NT,B1b(iii)+2b(iii),Yes,Yes
Melittidae,Melitta iberica,VU,B2ab(iii),VU,B2ab(iii),Yes,Yes
Melittidae,Melitta kastiliensis,EN,B2ab(iii),EN,B2ab(iii),Yes,Yes
Melittidae,Melitta leporina,LC,,LC,,,
Melittidae,Melitta maura,DD,,DD,,,
Melittidae,Melitta melanura,EN,B2ab(iii),EN,B2ab(iii),,
Melittidae,Melitta murciana,LC,,LC,,Yes,Yes
Melittidae,Melitta nigricans,LC,,LC,,,
Melittidae,Melitta schmiedeknechti,DD,,DD,,,
Melittidae,Melitta seitzi,DD,,DD,,Yes,Yes
Melittidae,Melitta sibirica,NA,,,,,
Melittidae,Melitta tomentosa,DD,,DD,,Yes,Yes
Melittidae,Melitta tricincta,NT,B2b(iii),NT,B2b(iii),,
Melittidae,Melitta udmurtica,DD,,DD,,Yes,
