Family,TAXON,European category,European criteria,"EU 27
regional category",EU 27 regional criteria,Endemic to Europe,Endemic to EU 27
Halictidae,Rophites foveolatus,NA,,NA,,,
Halictidae,Rophites hartmanni,LC,,LC,,,
Halictidae,Rophites hellenicus,LC,,LC,,Yes,
Halictidae,Rophites leclercqi,DD,,DD,,,
Halictidae,Rophites quinquespinosus,VU,B2ab(v),VU,B2ab(v),,
Halictidae,Rophites thracius,DD,,DD,,Yes,Yes
Halictidae,Seladonia cephalica,LC,,LC,,,
Halictidae,Seladonia concinna,LC,,LC,,Yes,Yes
Halictidae,Seladonia confusa,LC,,LC,,,
Halictidae,Seladonia cretella,LC,,LC,,Yes,Yes
Halictidae,Seladonia cyprica,NA,,NA,,,
Halictidae,Seladonia gavarnica,LC,,LC,,,
Halictidae,Seladonia gemmea,LC,,LC,,,
Halictidae,Seladonia gemmella,LC,,LC,,,
Halictidae,Seladonia inpilosa,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Halictidae,Seladonia kessleri,LC,,LC,,,
Halictidae,Seladonia leucahenea,LC,,LC,,,
Halictidae,Seladonia microcardia,EN,B1ab(iii)+2ab(iii),EN,B1ab(iii)+2ab(iii),Yes,Yes
Halictidae,Seladonia mucorea,NT,B2b(iii),NT,B2b(iii),,
Halictidae,Seladonia orientana,LC,,LC,,,
Halictidae,Seladonia phryganica,LC,,LC,,,
Halictidae,Seladonia pollinosa,LC,,LC,,,
Halictidae,Seladonia pseudomucorea,NA,,,,,
Halictidae,Seladonia pulverea,DD,,DD,,,
Halictidae,Seladonia seladonia,LC,,LC,,,
Halictidae,Seladonia semitecta,EN,B2ab(iii),EN,B2ab(iii),,
Halictidae,Seladonia semitica,NA,,NA,,,
Halictidae,Seladonia smaragdula,LC,,LC,,,
Halictidae,Seladonia subaurata,LC,,LC,,,
Halictidae,Seladonia submediterranea,LC,,LC,,,
Halictidae,Seladonia tuberculata,NA,,,,,
Halictidae,Seladonia tumulorum,LC,,LC,,,
Halictidae,Seladonia vestita,DD,,DD,,,
Halictidae,Sphecodes aetnensis,DD,,DD,,Yes,Yes
Halictidae,Sphecodes albilabris,LC,,LC,,,
Halictidae,Sphecodes algeriensis,LC,,LC,,,
Halictidae,Sphecodes alternatus,LC,,LC,,,
Halictidae,Sphecodes anatolicus,NT,B2a,NT,B2a,,
Halictidae,Sphecodes atlanticus,VU,B1ab(iii)+2ab(iii),VU,B1ab(iii)+B2ab(iii),,
Halictidae,Sphecodes barbatus,NA,,NA,,,
Halictidae,Sphecodes combai,LC,,LC,,Yes,Yes
Halictidae,Sphecodes crassanus,LC,,LC,,,
Halictidae,Sphecodes crassus,LC,,LC,,,
Halictidae,Sphecodes creticus,LC,,LC,,Yes,Yes
Halictidae,Sphecodes cristatus,NT,B2b(iii),NT,B2b(iii),,
Halictidae,Sphecodes croaticus,LC,,LC,,,
Halictidae,Sphecodes cypricus,LC,,LC,,Yes,Yes
Halictidae,Sphecodes dusmeti,NT,B2b(iii),NT,B2b(iii),,
Halictidae,Sphecodes ephippius,LC,,LC,,,
Halictidae,Sphecodes ferruginatus,LC,,LC,,,
Halictidae,Sphecodes geoffrellus,LC,,LC,,,
Halictidae,Sphecodes gibbus,LC,,LC,,,
Halictidae,Sphecodes gomerensis,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Halictidae,Sphecodes hirtellus,LC,,LC,,,
Halictidae,Sphecodes hyalinatus,LC,,LC,,,
Halictidae,Sphecodes intermedius,NT,B2b(iii),NT,B2b(iii),,
Halictidae,Sphecodes larochei,LC,,LC,,Yes,Yes
Halictidae,Sphecodes longuloides,LC,,LC,,,
Halictidae,Sphecodes longulus,LC,,LC,,,
Halictidae,Sphecodes majalis,LC,,LC,,,
Halictidae,Sphecodes marginatus,LC,,LC,,,
Halictidae,Sphecodes miniatus,LC,,LC,,,
Halictidae,Sphecodes monilicornis,LC,,LC,,,
Halictidae,Sphecodes niger,LC,,LC,,,
Halictidae,Sphecodes nomioidis,LC,,LC,,,
Halictidae,Sphecodes olivieri,NT,"B2ab(i,ii)",NT,"B2ab(i,ii)",,
Halictidae,Sphecodes pellucidus,LC,,LC,,,
Halictidae,Sphecodes piceohirtus,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Halictidae,Sphecodes pinguiculus,EN,B2ab(iii),EN,B2ab(iii),,
Halictidae,Sphecodes pseudocrassus,DD,,DD,,Yes,Yes
Halictidae,Sphecodes pseudofasciatus,LC,,LC,,,
Halictidae,Sphecodes puncticeps,LC,,LC,,,
Halictidae,Sphecodes reticulatus,LC,,LC,,,
Halictidae,Sphecodes rubicundus,NT,B2b(iii),NT,B2b(iii),,
Halictidae,Sphecodes rubripes,LC,,LC,,Yes,Yes
Halictidae,Sphecodes ruficrus,LC,,LC,,,
Halictidae,Sphecodes rufiventris,LC,,LC,,,
Halictidae,Sphecodes scabricollis,NT,B2b(iii),NT,B2b(iii),,
Halictidae,Sphecodes schenckii,NT,B2b(iii),NT,B2b(iii),,
Halictidae,Sphecodes spinulosus,NT,B2b(iii),NT,B2b(iii),,
Halictidae,Sphecodes zangherii,DD,,DD,,,
Halictidae,Systropha curvicornis,LC,,LC,,,
Halictidae,Systropha grandimargo,LC,,LC,,Yes,Yes
Halictidae,Systropha planidens,LC,,LC,,,
Halictidae,Thrincohalictus prognathus,NA,,NA,,,
Megachilidae,Afranthidium carduele,LC,,LC,,,
Megachilidae,Afranthidium schulthessii,LC,,LC,,Yes,Yes
Megachilidae,Aglaoapis tridentata,LC,,LC,,,
Megachilidae,Anthidiellum breviusculum,LC,,LC,,Yes,Yes
Megachilidae,Anthidiellum strigatum,LC,,LC,,,
Megachilidae,Anthidiellum troodicum,LC,,LC,,,
Megachilidae,Anthidium caspicum,NA,,NA,,,
Megachilidae,Anthidium cingulatum,NT,B2b(ii),NT,B2b(ii),,
Megachilidae,Anthidium dalmaticum,LC,,LC,,,
Megachilidae,Anthidium diadema,LC,,LC,,,
Megachilidae,Anthidium florentinum,LC,,LC,,,
Megachilidae,Anthidium loti,LC,,LC,,,
Megachilidae,Anthidium manicatum,LC,,LC,,,
Megachilidae,Anthidium montanum,VU,"B2ab(i,ii,iii)",VU,"B2ab(i,ii,iii)",,
Megachilidae,Anthidium oblongatum,LC,,LC,,,
Megachilidae,Anthidium punctatum,LC,,LC,,,
Megachilidae,Anthidium rotundum,NA,,NA,,,
Megachilidae,Anthidium septemspinosum,NT,B2b(iii),NT,B2b(iii),,
Megachilidae,Anthidium spiniventre,LC,,LC,,,
Megachilidae,Anthidium taeniatum,LC,,LC,,,
Megachilidae,Anthidium undulatiforme,LC,,LC,,,
Megachilidae,Anthidium undulatum,NT,B2b(ii),NT,B2b(ii),,
Megachilidae,Anthidium wuestneii,NA,,NA,,,
Megachilidae,Chelostoma aegaeicum,LC,,LC,,,
Megachilidae,Chelostoma campanularum,LC,,LC,,,
Megachilidae,Chelostoma comosum,DD,,DD,,,
Megachilidae,Chelostoma diodon,LC,,LC,,,
Megachilidae,Chelostoma distinctum,LC,,LC,,,
Megachilidae,Chelostoma edentulum,LC,,LC,,,
Megachilidae,Chelostoma emarginatum,LC,,LC,,,
Megachilidae,Chelostoma florisomne,LC,,LC,,,
Megachilidae,Chelostoma forcipatum,NA,,NA,,,
Megachilidae,Chelostoma foveolatum,LC,,LC,,,
Megachilidae,Chelostoma grande,NT,B2b(iii),NT,B2b(iii),Yes,
Megachilidae,Chelostoma handlirschi,DD,,DD,,,
Megachilidae,Chelostoma hellenicum,LC,,LC,,Yes,Yes
Megachilidae,Chelostoma incognitum,LC,,LC,,,
Megachilidae,Chelostoma laticaudum,LC,,LC,,Yes,Yes
Megachilidae,Chelostoma longifacies,LC,,LC,,,
Megachilidae,Chelostoma lucens,LC,,LC,,,
Megachilidae,Chelostoma mocsaryi,LC,,LC,,,
Megachilidae,Chelostoma nasutum,LC,,LC,,,
Megachilidae,Chelostoma rapunculi,LC,,LC,,,
Megachilidae,Chelostoma stefanii,LC,,LC,,Yes,Yes
Megachilidae,Chelostoma styriacum,LC,,LC,,,
Megachilidae,Chelostoma transversum,LC,,LC,,Yes,Yes
Megachilidae,Chelostoma ventrale,LC,,LC,,,
Megachilidae,Coelioxys acanthopyga,NT,B2b(iii),NT,B2b(iii),,
Megachilidae,Coelioxys acanthurus,NT,B2b(iii),NT,B2b(iii),,
Megachilidae,Coelioxys afer,LC,,LC,,,
Megachilidae,Coelioxys alatus,LC,,LC,,,
Megachilidae,Coelioxys argenteus,LC,,LC,,,
Megachilidae,Coelioxys artemis,LC,,LC,,,
Megachilidae,Coelioxys aurolimbatus,LC,,LC,,,
Megachilidae,Coelioxys brevis,NT,B2b(iii),NT,B2b(iii),,
Megachilidae,Coelioxys caudatus,LC,,LC,,,
Megachilidae,Coelioxys conoideus,LC,,LC,,,
Megachilidae,Coelioxys coturnix,LC,,LC,,,
Megachilidae,Coelioxys decipiens,NA,,NA,,,
Megachilidae,Coelioxys echinatus,LC,,LC,,,
Megachilidae,Coelioxys elegantulus,NA,,NA,,,
Megachilidae,Coelioxys elongatulus,NA,,NA,,,
Megachilidae,Coelioxys elongatus,LC,,LC,,,
Megachilidae,Coelioxys elsei,DD,,DD,,,
Megachilidae,Coelioxys emarginatus,EN,B2ab(ii),EN,B2ab(ii),,
Megachilidae,Coelioxys haemorrhoa,NT,"B2b(ii,iii)",NT,"B2b(ii,iii)",,
Megachilidae,Coelioxys inermis,LC,,LC,,,
Megachilidae,Coelioxys lanceolatus,NT,B2b(iii),NT,B2b(iii),,
Megachilidae,Coelioxys mandibularis,LC,,LC,,,
Megachilidae,Coelioxys mielbergi,NA,,,,,
Megachilidae,Coelioxys obtusispina,DD,,DD,,,
Megachilidae,Coelioxys obtusus,NT,B2a,NT,B2a,,
Megachilidae,Coelioxys osmiae,NA,,NA,,,
Megachilidae,Coelioxys polycentris,EN,B2ab(ii),EN,B2ab(ii),,
Megachilidae,Coelioxys quadridentatus,LC,,LC,,,
Megachilidae,Coelioxys rufescens,LC,,LC,,,
Megachilidae,Dioxys ardens,NA,,NA,,,
Megachilidae,Dioxys atlanticus,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Megachilidae,Dioxys cinctus,LC,,LC,,,
Megachilidae,Dioxys lanzarotensis,DD,,DD,,Yes,Yes
Megachilidae,Dioxys moestus,LC,,LC,,,
Megachilidae,Dioxys pumilus,LC,,LC,,,
Megachilidae,Ensliniana bidentata,LC,,LC,,,
Megachilidae,Eoanthidium clypeare,NT,"B2ab(i,ii)",NT,"B2b(i,ii)",,
Megachilidae,Eoanthidium insulare,LC,,LC,,,
Megachilidae,Eoanthidium nasiculum,NA,,NA,,,
Megachilidae,Eoanthidium pasteelsi,NA,,NA,,,
Megachilidae,Haetosmia circumventa,LC,,LC,,,
Megachilidae,Haetosmia vechti,NA,,NA,,,
Megachilidae,Heriades clavicornis,NA,,NA,,,
Megachilidae,Heriades crenulata,LC,,LC,,,
Megachilidae,Heriades labiata,NA,,NA,,,
Megachilidae,Heriades punctulifera,LC,,LC,,,
Megachilidae,Heriades rubicola,LC,,LC,,,
Megachilidae,Heriades truncorum,LC,,LC,,,
Megachilidae,Hofferia schmiedeknechti,LC,,LC,,,
Megachilidae,Hoplitis acuticornis,LC,,LC,,,
Megachilidae,Hoplitis adunca,LC,,LC,,,
Megachilidae,Hoplitis agis,NA,,NA,,,
Megachilidae,Hoplitis albatera,DD,,DD,,Yes,Yes
Megachilidae,Hoplitis albiscopa,LC,,LC,,,
Megachilidae,Hoplitis anipuncta,NA,,NA,,,
Megachilidae,Hoplitis annulata,LC,,LC,,,
Megachilidae,Hoplitis antalyae,LC,,LC,,,
Megachilidae,Hoplitis anthocopoides,LC,,LC,,,
Megachilidae,Hoplitis antigae,LC,,LC,,,
Megachilidae,Hoplitis batyamae,NA,,NA,,,
Megachilidae,Hoplitis benoisti,LC,,LC,,,
Megachilidae,Hoplitis bicallosa,EN,B1ab(iii)+2ab(iii),EN,B1ab(iii)+2ab(iii) ,,
Megachilidae,Hoplitis bihamata,LC,,LC,,Yes,Yes
Megachilidae,Hoplitis bispinosa,LC,,LC,,,
Megachilidae,Hoplitis bisulca,LC,,LC,,,
Megachilidae,Hoplitis brachypogon,LC,,LC,,,
Megachilidae,Hoplitis cadiza,LC,,LC,,,
Megachilidae,Hoplitis campanularis,LC,,LC,,,
Megachilidae,Hoplitis carinata,LC,,LC,,,
Megachilidae,Hoplitis caucasicola,DD,,DD,,,
Megachilidae,Hoplitis ciliaris,LC,,LC,,,
Megachilidae,Hoplitis claviventris,LC,,LC,,,
Megachilidae,Hoplitis corcyraea,LC,,LC,,Yes,
Megachilidae,Hoplitis cristatula,LC,,LC,,,
Megachilidae,Hoplitis curtula,LC,,LC,,,
Megachilidae,Hoplitis curvipes,LC,,LC,,,
Megachilidae,Hoplitis cypriaca,EN,B1ab(iii)+2ab(iii),EN,B1ab(iii)+2ab(iii),,
Megachilidae,Hoplitis dalmatica,LC,,LC,,,
Megachilidae,Hoplitis fabrei,LC,,LC,,Yes,
Megachilidae,Hoplitis fasciculata,LC,,LC,,,
Megachilidae,Hoplitis fertoni,LC,,LC,,,
Megachilidae,Hoplitis fulva,VU,"B2ab(ii,iii)",DD,,,
Megachilidae,Hoplitis furcula,NA,,NA,,,
Megachilidae,Hoplitis galbula,NA,,NA,,,
Megachilidae,Hoplitis galichicae,DD,,,,Yes,
Megachilidae,Hoplitis graeca,LC,,LC,,Yes,Yes
Megachilidae,Hoplitis grandiscapa,NA,,NA,,,
Megachilidae,Hoplitis grossepunctata,NA,,NA,,,
Megachilidae,Hoplitis grumi,NA,,NA,,,
Megachilidae,Hoplitis haemi,DD,,DD,,,
Megachilidae,Hoplitis hilbera,LC,,LC,,Yes,Yes
Megachilidae,Hoplitis holmboei,VU,D1,VU,D1,Yes,Yes
Megachilidae,Hoplitis idaensis,NA,,NA,,,
Megachilidae,Hoplitis illyrica,LC,,LC,,,
Megachilidae,Hoplitis insularis,NT,"B2b(ii,iii)",NT,"B2b(ii,iii)",,
Megachilidae,Hoplitis jakovlevi,LC,,LC,,,
Megachilidae,Hoplitis jheringii,LC,,LC,,,
Megachilidae,Hoplitis laboriosa,NA,,,,,
Megachilidae,Hoplitis laevifrons,LC,,LC,,,
Megachilidae,Hoplitis lepeletieri,LC,,LC,,Yes,
Megachilidae,Hoplitis leucomelana,LC,,LC,,,
Megachilidae,Hoplitis limassolica,LC,,LC,,,
Megachilidae,Hoplitis lithodorae,LC,,LC,,Yes,Yes
Megachilidae,Hoplitis loti,LC,,LC,,Yes,
Megachilidae,Hoplitis lysholmi,LC,,LC,,,
Megachilidae,Hoplitis manicata,LC,,LC,,,
Megachilidae,Hoplitis manuelae,DD,,DD,,Yes,Yes
Megachilidae,Hoplitis marchali,LC,,LC,,,
Megachilidae,Hoplitis maritima,NA,,,,,
Megachilidae,Hoplitis mazzuccoi,LC,,LC,,,
Megachilidae,Hoplitis mitis,LC,,LC,,,
Megachilidae,Hoplitis mocsaryi,LC,,LC,,,
Megachilidae,Hoplitis mollis,NA,,NA,,,
Megachilidae,Hoplitis monticola,LC,,LC,,,
Megachilidae,Hoplitis moricei,LC,,LC,,,
Megachilidae,Hoplitis mucida,NA,,NA,,,
Megachilidae,Hoplitis nicolaei,LC,,LC,,,
Megachilidae,Hoplitis nitidula,NA,,,,,
Megachilidae,Hoplitis obtusa,LC,,LC,,,
Megachilidae,Hoplitis occidentalis,LC,,LC,,,
Megachilidae,Hoplitis ochraceicornis,LC,,LC,,Yes,
Megachilidae,Hoplitis onychophora,NA,,NA,,,
Megachilidae,Hoplitis pallicornis,LC,,LC,,,
Megachilidae,Hoplitis papaveris,LC,,LC,,,
Megachilidae,Hoplitis parnesica,DD,,DD,,Yes,Yes
Megachilidae,Hoplitis peniculifera,DD,,DD,,,
Megachilidae,Hoplitis perambigua,LC,,LC,,Yes,Yes
Megachilidae,Hoplitis perezi,LC,,LC,,,
Megachilidae,Hoplitis pici,LC,,LC,,,
Megachilidae,Hoplitis pomarina,DD,,DD,,,
Megachilidae,Hoplitis praestans,LC,,LC,,,
Megachilidae,Hoplitis princeps,LC,,LC,,,
Megachilidae,Hoplitis pulchella,NA,,NA,,,
Megachilidae,Hoplitis quinquespinosa,NA,,NA,,,
Megachilidae,Hoplitis ravouxi,LC,,LC,,Yes,
Megachilidae,Hoplitis robusta,LC,,LC,,,
Megachilidae,Hoplitis saundersi,LC,,LC,,,
Megachilidae,Hoplitis saxialis,VU,B2ab(iii),EN,B2ab(iii),,
Megachilidae,Hoplitis serainae,NA,,NA,,,
Megachilidae,Hoplitis stecki,LC,,LC,,Yes,
Megachilidae,Hoplitis stellaris,NA,,NA,,,
Megachilidae,Hoplitis strymonia,NA,,NA,,,
Megachilidae,Hoplitis subbutea,LC,,LC,,,
Megachilidae,Hoplitis submanicata,LC,,LC,,Yes,Yes
Megachilidae,Hoplitis taurica,DD,,,,Yes,
Megachilidae,Hoplitis tenuispina,LC,,LC,,Yes,Yes
Megachilidae,Hoplitis teucrii,NA,,NA,,,
Megachilidae,Hoplitis tigrina,LC,,LC,,,
Megachilidae,Hoplitis tkalcuella,LC,,LC,,Yes,Yes
Megachilidae,Hoplitis tridentata,LC,,LC,,,
Megachilidae,Hoplitis tuberculata,LC,,LC,,,
Megachilidae,Hoplitis turcestanica,NA,,NA,,,
Megachilidae,Hoplitis villosa,LC,,LC,,Yes,
Megachilidae,Hoplitis yermasoyiae,LC,,LC,,,
Megachilidae,Hoplitis zaianorum,LC,,LC,,,
Megachilidae,Hoplitis zandeni,LC,,LC,,Yes,Yes
Megachilidae,Icteranthidium cimbiciforme,CR,"B2ab(i,ii,iii)",CR,"B2ab(i,ii,iii)",,
Megachilidae,Icteranthidium ferrugineum,LC,,LC,,,
Megachilidae,Icteranthidium floripetum,NA,,,,,
Megachilidae,Icteranthidium grohmanni,LC,,LC,,,
Megachilidae,Icteranthidium laterale,NT,B2b(iii),NT,B2b(iiii),,
Megachilidae,Lithurgus chrysurus,LC,,LC,,,
Megachilidae,Lithurgus cornutus,LC,,LC,,,
Megachilidae,Lithurgus tibialis,LC,,LC,,,
Megachilidae,Megachile albisecta,LC,,LC,,,
Megachilidae,Megachile albocristata,LC,,LC,,,
Megachilidae,Megachile albohirta,DD,,DD,,,
Megachilidae,Megachile albonotata,LC,,LC,,,
Megachilidae,Megachile alpicola,LC,,LC,,,
Megachilidae,Megachile analis,LC,,LC,,,
Megachilidae,Megachile anatolica,LC,,LC,,,
Megachilidae,Megachile apennina,LC,,LC,,Yes,Yes
Megachilidae,Megachile apicalis,LC,,LC,,,
Megachilidae,Megachile argentata,LC,,LC,,,
Megachilidae,Megachile baetica,LC,,LC,,Yes,Yes
Megachilidae,Megachile binominata,LC,,LC,,Yes,Yes
Megachilidae,Megachile bombycina,NT,"B2b(i,ii)",EN,"B2ab(i,ii)",,
Megachilidae,Megachile burdigalensis,DD,,DD,,,
Megachilidae,Megachile canariensis,LC,,LC,,Yes,Yes
Megachilidae,Megachile canescens,LC,,lC,,Yes,Yes
Megachilidae,Megachile centuncularis,LC,,LC,,,
Megachilidae,Megachile circumcincta,LC,,LC,,,
Megachilidae,Megachile cressa,DD,,DD,,Yes,Yes
Megachilidae,Megachile cypricola,VU,B1ab(iii)+2ab(iii),VU,B1ab(iii)+2ab(iii),Yes,Yes
Megachilidae,Megachile deceptoria,DD,,DD,,,
Megachilidae,Megachile diabolica,EN,B2ab(iii),EN,B2ab(iii),,
Megachilidae,Megachile disjunctiformis,NA,,NA,,,
Megachilidae,Megachile doriae,NA,,NA,,,
Megachilidae,Megachile ericetorum,LC,,LC,,,
Megachilidae,Megachile farinosa,LC,,LC,,,
Megachilidae,Megachile fertoni,LC,,LC,,,
Megachilidae,Megachile flabellipes,LC,,LC,,,
Megachilidae,Megachile flavipes,NA,,NA,,,
Megachilidae,Megachile foersteri,NA,,NA,,,
Megachilidae,Megachile fuerteventurae,LC,,LC,,Yes,Yes
Megachilidae,Megachile fulvimana,NA,,NA,,,
Megachilidae,Megachile genalis,LC,,LC,,,
Megachilidae,Megachile giraudi,LC,,LC,,,
Megachilidae,Megachile hohmanni,EN,"B1ab(i,ii)+2ab(i,ii)",EN,"B1ab(i,ii)+2ab(i,ii)",Yes,Yes
Megachilidae,Megachile hungarica,LC,,LC,,,
Megachilidae,Megachile inexspectata,NA,,NA,,,
Megachilidae,Megachile lagopoda,LC,,LC,,,
Megachilidae,Megachile lapponica,LC,,LC,,,
Megachilidae,Megachile leachella,LC,,LC,,,
Megachilidae,Megachile lefebvrei,NT,B2b(iii),NT,B2b(iii),,
Megachilidae,Megachile leucomalla,VU,B2ab(ii),EN,B2ab(ii),,
Megachilidae,Megachile ligniseca,LC,,LC,,,
Megachilidae,Megachile lucidifrons,DD,,DD,,Yes,Yes
Megachilidae,Megachile manicata,DD,,DD,,,
Megachilidae,Megachile marginata,LC,,LC,,,
Megachilidae,Megachile maritima,LC,,LC,,,
Megachilidae,Megachile melanogaster,LC,,LC,,,
Megachilidae,Megachile melanopyga,LC,,LC,,,
Megachilidae,Megachile minutissima,NA,,NA,,,
Megachilidae,Megachile montenegrensis,LC,,LC,,,
Megachilidae,Megachile nigriventris,LC,,LC,,,
Megachilidae,Megachile octosignata,LC,,LC,,,
Megachilidae,Megachile opacifrons,LC,,LC,,,
Megachilidae,Megachile otomita,NA,,NA,,,
Megachilidae,Megachile parietina,LC,,LC,,,
Megachilidae,Megachile patellimana,NA,,NA,,,
Megachilidae,Megachile pilicrus,LC,,LC,,,
Megachilidae,Megachile posti,DD,,DD,,Yes,Yes
Megachilidae,Megachile pusilla,LC,,LC,,,
Megachilidae,Megachile pyrenaea,NT,A2c,NT,A2c,,
Megachilidae,Megachile pyrenaica,LC,,LC,,,
Megachilidae,Megachile roeweri,LC,,LC,,,
Megachilidae,Megachile rotundata,LC,,LC,,,
Megachilidae,Megachile rufescens,LC,,LC,,Yes,Yes
Megachilidae,Megachile rufitarsis,NA,,NA,,,
Megachilidae,Megachile saussurei,NA,,,,,
Megachilidae,Megachile sculpturalis,NA,,NA,,,
Megachilidae,Megachile semicircularis,LC,,LC,,,
Megachilidae,Megachile sicula,LC,,LC,,,
Megachilidae,Megachile syriaca,NA,,NA,,,
Megachilidae,Megachile tecta,NA,,,,,
Megachilidae,Megachile tenuistriga,LC,,LC,,,
Megachilidae,Megachile thevestensis,DD,,DD,,,
Megachilidae,Megachile troodica,DD,,DD,,Yes,Yes
Megachilidae,Megachile versicolor,LC,,LC,,,
Megachilidae,Megachile walkeri,NA,,NA,,,
Megachilidae,Megachile willughbiella,LC,,LC,,,
Megachilidae,Metadioxys graecus,DD,,DD,,,
Megachilidae,Osmia aeruginosa,NA,,NA,,,
Megachilidae,Osmia alfkenii,NA,,NA,,,
Megachilidae,Osmia alticola,NT,B2b(iii),NT,B2b(iii),Yes,
Megachilidae,Osmia amathusica,LC,,LC,,,
Megachilidae,Osmia anceyi,LC,,LC,,,
Megachilidae,Osmia andrenoides,LC,,LC,,,
Megachilidae,Osmia apicata,LC,,LC,,,
Megachilidae,Osmia argyropyga,LC,,LC,,,
Megachilidae,Osmia ariadne,DD,,DD,,Yes,Yes
Megachilidae,Osmia aurulenta,LC,,LC,,,
Megachilidae,Osmia balearica,LC,,LC,,Yes,Yes
Megachilidae,Osmia bicolor,LC,,LC,,,
Megachilidae,Osmia bicornis,LC,,LC,,,
Megachilidae,Osmia bidentata,LC,,LC,,,
Megachilidae,Osmia bischoffi,LC,,LC,,,
Megachilidae,Osmia breviata,DD,,DD,,,
Megachilidae,Osmia brevicornis,LC,,LC,,,
Megachilidae,Osmia caerulescens,LC,,LC,,,
Megachilidae,Osmia cephalotes,LC,,LC,,,
Megachilidae,Osmia cerinthidis,LC,,LC,,,
Megachilidae,Osmia cinnabarina,LC,,LC,,,
Megachilidae,Osmia clypearis,LC,,LC,,,
Megachilidae,Osmia corniculata,DD,,DD,,,
Megachilidae,Osmia cornuta,LC,,LC,,,
Megachilidae,Osmia croatica,LC,,LC,,,
Megachilidae,Osmia cyanescens,NA,,,,,
Megachilidae,Osmia cyanoxantha,LC,,LC,,,
Megachilidae,Osmia dilaticornis,NA,,NA,,,
Megachilidae,Osmia dimidiata,LC,,LC,,,
Megachilidae,Osmia disjuncta,LC,,DD,,,
Megachilidae,Osmia distinguenda,NA,,NA,,,
Megachilidae,Osmia dives,LC,,LC,,,
Megachilidae,Osmia dlabolae,NA,,,,,
Megachilidae,Osmia dusmeti,DD,,DD,,Yes,Yes
Megachilidae,Osmia elegans,LC,,LC,,,
Megachilidae,Osmia emarginata,LC,,LC,,,
Megachilidae,Osmia erythrogastra,LC,,LC,,,
Megachilidae,Osmia fallax,LC,,LC,,,
Megachilidae,Osmia ferruginea,LC,,LC,,,
Megachilidae,Osmia forticornis,NA,,NA,,,
Megachilidae,Osmia frieseana,NA,,NA,,,
Megachilidae,Osmia gallarum,LC,,LC,,,
Megachilidae,Osmia hellados,LC,,LC,,,
Megachilidae,Osmia heteracantha,LC,,LC,,,
Megachilidae,Osmia iberica,NT,B2b(iii),NT,B2b(iii),Yes,Yes
Megachilidae,Osmia inermis,LC,,LC,,,
Megachilidae,Osmia jason,LC,,LC,,,
Megachilidae,Osmia kohlii,LC,,LC,,,
Megachilidae,Osmia labialis,LC,,LC,,,
Megachilidae,Osmia larochei,NT,B1b(iii)+2b(iii),NT,B1b(iii)+2b(iii),Yes,Yes
Megachilidae,Osmia laticauda,LC,,LC,,,
Megachilidae,Osmia laticeps,LC,,LC,,,
Megachilidae,Osmia latreillei,LC,,LC,,,
Megachilidae,Osmia leaiana,LC,,LC,,,
Megachilidae,Osmia leucopyga,LC,,LC,,,
Megachilidae,Osmia ligurica,LC,,LC,,,
Megachilidae,Osmia lunata,LC,,LC,,,
Megachilidae,Osmia madeirensis,LC,,LC,,Yes,Yes
Megachilidae,Osmia maritima,EN,"B2ab(ii,iii)",EN,"B2ab(ii,iii)",,
Megachilidae,Osmia melanogaster,LC,,LC,,,
Megachilidae,Osmia melanura,NT,"B2b(i,ii)",NT,"B2b(i,ii)",,
Megachilidae,Osmia mirhiji,NA,,NA,,,
Megachilidae,Osmia moreensis,LC,,LC,,,
Megachilidae,Osmia mustelina,LC,,LC,,,
Megachilidae,Osmia nana,LC,,LC,,,
Megachilidae,Osmia nasoproducta,LC,,LC,,,
Megachilidae,Osmia nasuta,LC,,LC,,,
Megachilidae,Osmia nigriventris,LC,,LC,,,
Megachilidae,Osmia nigrohirta,LC,,LC,,,
Megachilidae,Osmia niveata,LC,,LC,,,
Megachilidae,Osmia niveocincta,LC,,LC,,,
Megachilidae,Osmia notata,LC,,LC,,,
Megachilidae,Osmia nuda,NA,,NA,,,
Megachilidae,Osmia olgae,NA,,NA,,,
Megachilidae,Osmia padri,LC,,LC,,,
Megachilidae,Osmia palmae,DD,,DD,,Yes,Yes
Megachilidae,Osmia parietina,LC,,LC,,,
Megachilidae,Osmia picena,LC,,LC,,Yes,Yes
Megachilidae,Osmia pilicornis,LC,,LC,,,
Megachilidae,Osmia pinguis,NA,,NA,,,
Megachilidae,Osmia rhodoensis,LC,,LC,,,
Megachilidae,Osmia rufohirta,LC,,LC,,,
Megachilidae,Osmia rutila,NT,B2b(iii),NT,B2b(iii),,
Megachilidae,Osmia saxicola,LC,,LC,,,
Megachilidae,Osmia scutellaris,LC,,LC,,,
Megachilidae,Osmia signata,LC,,LC,,,
Megachilidae,Osmia spinigera,LC,,LC,,,
Megachilidae,Osmia spinulosa,LC,,LC,,,
Megachilidae,Osmia steinmanni,NT,B2b(iii),NT,B2b(iii),Yes,
Megachilidae,Osmia subcornuta,LC,,LC,,,
Megachilidae,Osmia submicans,LC,,LC,,,
