TAXON;Records_1921-1940;Records_1941-1960;Records_1961-1980;Records_1981-2000;Records_2001-2020;Trend_mediterranean;Trend_alpine;Trend_atlantic;Trend_boreal;Trend_continental;;;
Hylaeus garrulus;0;2;4;7;4;NA;NA;NA;NA;NA;;;
Hylaeus gibbus;72;137;202;327;904;0.0352803080450215;0.0277847764138315;0.0156664050632866;NA;-0.0019383584612656;;;
Hylaeus glacialis;1;5;26;19;32;NA;0.169719205262154;NA;NA;NA;;;
Hylaeus gracilicornis;15;69;162;167;152;NA;-0.00805102721680649;NA;-0.0557440763962897;0.0140471420042476;;;
Hylaeus gredleri;27;82;188;1415;1725;NA;NA;NA;NA;NA;;;
Hylaeus hellenicus;0;0;0;31;0;NA;NA;NA;NA;NA;;;
Hylaeus hyalinatus;371;826;2243;2976;7035;-0.00534493687399213;0.0242990029769704;0.00398826863759601;0.00622341902232688;-0.00434138520290717;;;
Hylaeus hyperpunctatus;3;3;56;46;2;-0.0331169946183769;NA;NA;NA;NA;;;
Hylaeus ibericus;0;0;5;97;0;0.0132163814359595;NA;NA;NA;NA;;;
Hylaeus imparilis;32;86;274;508;819;0.00367556895057489;-0.00862618591191593;NA;NA;-0.00274097594930935;;;
Hylaeus incongruus;155;235;266;426;1698;NA;NA;NA;NA;NA;;;
Hylaeus intermedius;3;4;1;30;92;NA;NA;NA;NA;NA;;;
Hylaeus kahri;14;21;31;308;296;0.0564042053721386;0.0399484276298946;NA;NA;0.0168290601359062;;;
Hylaeus koenigsmanni;0;0;3;1;1;NA;NA;NA;NA;NA;;;
Hylaeus leptocephalus;44;51;164;191;338;-0.0176911350748692;0.00397396315003467;-0.00848787202989386;-0.00925409577437108;-0.00258570277611621;;;
Hylaeus lineolatus;3;21;69;380;363;0.0260607371813618;0.0349499175629164;NA;NA;0.0342295168160542;;;
Hylaeus longimaculus;0;0;92;108;46;0.0644159513351941;NA;NA;NA;NA;;;
Hylaeus mariannae;0;0;0;0;5;NA;NA;NA;NA;NA;;;
Hylaeus meridionalis;0;7;29;75;106;-0.0573538438805328;0.0174107542633283;NA;NA;NA;;;
Hylaeus moniae;0;0;0;2;0;NA;NA;NA;NA;NA;;;
Hylaeus nigrifacies;0;5;21;130;48;NA;NA;NA;NA;NA;;;
Hylaeus nigritus;87;210;343;520;1614;-0.025475077143666;-0.0139306453472262;0.114734796892565;0.13596004658505;0.0172621925737662;;;
Hylaeus nivaliformis;0;0;30;20;25;NA;0.00119710446316388;NA;NA;NA;;;
Hylaeus nivalis;16;12;32;103;159;NA;0.0102817168054038;NA;NA;NA;;;
Hylaeus paulus;0;17;20;65;136;NA;0.138610516936787;NA;NA;0.0310942983454605;;;
Hylaeus pectoralis;21;409;333;151;448;0.366033486711779;-0.0142107338902212;-0.00207534898420819;-0.00716488930471676;0.00035152770408015;;;
Hylaeus penalaris;0;1;2;29;9;NA;NA;NA;NA;NA;;;
Hylaeus pfankuchi;9;27;10;29;126;NA;0.00538611279116753;-0.0822430332747048;-0.0501257372001246;-0.0198663532700957;;;
Hylaeus pictipes;137;127;493;392;973;0.0333372044289467;0.0098254807759493;-0.0237947598394847;-0.0419711338307072;-0.0215616600476979;;;
Hylaeus pictus;0;17;34;108;66;NA;NA;NA;NA;NA;;;
Hylaeus pilosulus;15;27;41;23;6;NA;NA;NA;NA;NA;;;
Hylaeus punctatus;69;40;322;742;1594;0.025245709812024;0.0179847272741638;0.459278320805043;NA;0.0208651782659336;;;
Hylaeus punctulatissimus;69;87;170;126;459;NA;NA;NA;NA;NA;;;
Hylaeus punctus;0;0;1;31;53;0.515439801636867;NA;NA;NA;NA;;;
Hylaeus purpurissatus;5;24;10;4;5;-0.304388473505306;NA;NA;NA;NA;;;
Hylaeus pyrenaicus;0;0;13;3;4;NA;-0.0199098067020995;NA;NA;NA;;;
Hylaeus rinki;52;112;214;307;823;NA;0.0233979921429597;-0.024272692698198;0.00256497220086456;0.00231113919791716;;;
Hylaeus rubicola;0;0;1;6;10;NA;NA;NA;NA;NA;;;
Hylaeus rugicollis;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Hylaeus scutellatus;0;0;3;4;1;NA;NA;NA;NA;NA;;;
Hylaeus sidensis;0;0;0;0;7;NA;NA;NA;NA;NA;;;
Hylaeus signatus;224;249;783;1112;3034;-0.0220749284377945;-0.00608985681942212;0.0421620077766483;-0.00928252336251752;0.0106734261223163;;;
Hylaeus sinuatus;60;49;148;592;898;0.0566178372072535;0.0129460561425933;NA;0.0669570131462297;0.0125381665693653;;;
Hylaeus soror;8;15;27;35;47;NA;NA;NA;NA;NA;;;
Hylaeus styriacus;44;38;50;480;699;-0.0225587028506864;0.0608244473159343;0.0845377698146184;0.031242871442215;0.034564228078066;;;
Hylaeus sulphuripes;1;11;12;22;24;NA;NA;NA;NA;NA;;;
Hylaeus taeniolatus;11;18;129;262;579;0.0132092027941061;0.0394133421502794;NA;NA;0.0278938042344924;;;
Hylaeus teruelus;0;0;0;8;0;NA;NA;NA;NA;NA;;;
Hylaeus trifidus;0;0;0;3;84;-0.0377463811925455;NA;NA;NA;NA;;;
Hylaeus trinotatus;0;2;15;5;82;0.0322123186270143;NA;NA;NA;-0.0338062159200743;;;
Hylaeus tyrolensis;16;6;17;47;80;0.0377464625469483;0.0220546753437618;NA;NA;-0.00548948567211993;;;
Hylaeus variegatus;219;246;268;908;1039;-0.0522810552579601;-0.0475332421304673;-0.00221802468578774;NA;-0.00417352303425698;;;
Icteranthidium ferrugineum;0;9;5;10;92;0.434564584409058;NA;NA;NA;NA;;;
Icteranthidium grohmanni;7;16;22;39;75;0.0302169553419781;NA;NA;NA;NA;;;
Icteranthidium laterale;91;42;52;55;106;NA;NA;NA;NA;NA;;;
Ischiodon aegyptius;0;1;0;0;3;NA;NA;NA;NA;NA;;;
Ischiodon scutellaris;0;0;0;0;11;NA;NA;NA;NA;NA;;;
Katara connexa;0;0;0;1;2;NA;NA;NA;NA;NA;;;
Lapposyrphus lapponicus;9;22;35;272;434;-0.112380441623293;0.00874399608712917;0.0114200560793628;-0.0174421402239535;-0.027169525103359;;;
Lasioglossum acephaloides;0;0;5;2;1;NA;NA;NA;NA;NA;;;
Lasioglossum aegyptiellum;0;4;35;15;25;-0.105647165510594;-0.0927287983180985;NA;NA;NA;;;
Lasioglossum aeratum;134;98;160;169;1057;NA;NA;NA;NA;NA;;;
Lasioglossum akroundicum;11;4;1;32;10;0.127334695751788;NA;NA;NA;NA;;;
Lasioglossum albipes;1049;1296;2483;6091;13116;-0.00941453261926299;0.0192128730311042;-0.0302555426833848;-0.00700351463753352;-0.0245630156652982;;;
Lasioglossum albocinctum;17;49;103;157;618;NA;NA;NA;NA;NA;;;
Lasioglossum albovirens;0;0;4;21;19;0.0226070093255837;NA;NA;NA;NA;;;
Lasioglossum algericolellum;3;6;3;35;128;0.0702003659558071;NA;NA;NA;NA;;;
Lasioglossum algirum;0;0;2;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum alinense;1;0;0;1;0;NA;NA;NA;NA;NA;;;
Lasioglossum alpigenum;4;11;9;41;48;NA;0.00992335260220161;NA;NA;NA;;;
Lasioglossum anellum;3;0;39;42;40;-0.0812501504460444;0.0361762491634005;NA;NA;NA;;;
Lasioglossum angusticeps;19;12;28;50;89;-0.000599237888525026;NA;-0.0191160930374555;NA;-0.022544279110815;;;
Lasioglossum angustipes;0;0;91;8;5;0.0667161829576171;-0.00820843537567361;NA;NA;NA;;;
Lasioglossum annulipes;1;0;0;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum aphrodite;1;0;3;10;10;-0.024512005574141;NA;NA;NA;NA;;;
Lasioglossum apostoli;0;0;8;19;0;NA;NA;NA;NA;NA;;;
Lasioglossum ariadne;0;0;2;1;2;NA;NA;NA;NA;NA;;;
Lasioglossum articulare;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Lasioglossum aureimontanum;1;0;0;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum aureolum;4;15;52;26;24;NA;NA;NA;NA;NA;;;
Lasioglossum bavaricum;2;6;33;55;32;NA;0.0194623464203671;NA;NA;-0.0204776838407347;;;
Lasioglossum bicallosum;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Lasioglossum bimaculatum;7;2;65;105;229;-0.0251081165327793;0.0910448747623856;NA;NA;NA;;;
Lasioglossum bischoffi;3;2;4;1;2;-0.367323139087081;NA;NA;NA;NA;;;
Lasioglossum bluethgeni;0;2;2;20;167;0.207719197040055;NA;0.260901446547637;NA;0.12539945052305;;;
Lasioglossum boreale;0;0;64;1;80;NA;0.0493518286453524;NA;NA;NA;;;
Lasioglossum brevicorne;45;71;145;382;718;-0.0214591095926351;0.050074235520927;-0.0548349638530119;-0.0287138368248312;-0.0272886579814061;;;
Lasioglossum breviventre;6;4;4;26;63;NA;0.049203309777843;NA;NA;-0.176110336135788;;;
Lasioglossum buccale;14;23;25;83;66;0.0411265711164569;0.00747518334106639;NA;NA;-0.0623381172542343;;;
Lasioglossum calceatum;1555;1884;4363;13112;27732;-0.00153880500086705;0.0198387121862656;-0.000254900075771932;0.00612992443303678;0.00659826372226099;;;
Lasioglossum callizonium;6;40;79;89;172;0.0180246728711482;NA;0.200725481725639;NA;NA;;;
Lasioglossum capitale;0;1;44;58;40;0.0104355781185196;NA;NA;NA;NA;;;
Lasioglossum castilianum;0;0;3;0;5;NA;NA;NA;NA;NA;;;
Lasioglossum clypeare;6;12;18;36;65;-0.0380653008197796;0.0139591591349666;NA;NA;-0.00721888643607163;;;
Lasioglossum clypeiferellum;0;13;25;18;2;NA;NA;NA;NA;NA;;;
Lasioglossum collopiense;0;6;3;0;3;NA;NA;NA;NA;NA;;;
Lasioglossum convexiusculum;24;13;23;24;80;0.0230198420423118;0.0335834418736797;NA;NA;-0.055092318252155;;;
Lasioglossum corsicanum;0;1;3;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum corvinum;9;3;39;55;55;NA;NA;NA;NA;NA;;;
Lasioglossum costulatum;74;63;63;159;345;NA;NA;NA;NA;NA;;;
Lasioglossum crassepunctatum;3;0;19;25;24;NA;NA;NA;NA;NA;;;
Lasioglossum cristula;0;1;6;24;10;NA;NA;NA;NA;NA;;;
Lasioglossum cupromicans;109;94;144;802;1148;0.071238584321803;0.0411253177954023;-0.0158595769538478;NA;0.00405607118532038;;;
Lasioglossum damascenum;5;0;18;18;10;-0.08110609940191;NA;NA;NA;NA;;;
Lasioglossum danuvium;0;0;9;0;1;NA;NA;NA;NA;NA;;;
Lasioglossum denislucum;0;2;2;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum discum;0;1;10;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum discus;36;44;210;154;451;NA;NA;NA;NA;NA;;;
Lasioglossum dolichocephalum;0;0;10;0;2;-0.0985534487971855;NA;NA;NA;NA;;;
Lasioglossum duckei;6;0;5;6;25;NA;NA;NA;NA;NA;;;
Lasioglossum dusmeti;0;5;17;11;16;-0.00921563272573869;NA;NA;NA;NA;;;
Lasioglossum edessae;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum elegans;9;18;32;7;25;NA;NA;NA;NA;NA;;;
Lasioglossum epipygiale;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Lasioglossum erraticum;5;1;1;2;2;-0.202289139471817;NA;NA;NA;NA;;;
Lasioglossum euboeense;16;14;22;29;96;-0.0775561851038387;-0.0165863490210369;NA;NA;-0.0787514249512788;;;
Lasioglossum eurasicum;2;0;13;4;0;NA;NA;NA;NA;NA;;;
Lasioglossum euxinicum;0;0;4;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum fallax;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Lasioglossum fratellum;920;886;1510;3421;6555;NA;0.0096840010977137;-0.0200310360536975;0.00236500561424071;-0.00280532492250629;;;
Lasioglossum fulvicorne;528;910;2357;6456;9822;-0.01321375877694;0.0208703467715083;-0.019271112881598;-0.0248543463977195;-0.0584251875595658;;;
Lasioglossum glabriusculum;29;26;113;289;3218;NA;NA;NA;NA;NA;;;
Lasioglossum glaciegenitum;0;0;5;1;0;NA;NA;NA;NA;NA;;;
Lasioglossum griseolum;10;6;57;80;518;-0.0229543056452994;0.0242723925974789;NA;NA;-0.00121624888293301;;;
Lasioglossum haesitans;0;0;1;1;0;NA;NA;NA;NA;NA;;;
Lasioglossum hilare;1;0;3;1;0;NA;NA;NA;NA;NA;;;
Lasioglossum ibericum;0;3;23;14;22;-0.0418247483205423;NA;NA;NA;NA;;;
Lasioglossum imbecillum;0;0;2;4;1;NA;NA;NA;NA;NA;;;
Lasioglossum immunitum;1;31;224;28;196;0.0162773929946702;NA;NA;NA;NA;;;
Lasioglossum intermedium;8;41;57;65;167;-0.0283662947180546;0.0160452853265818;-0.0321642112664612;NA;0.0174682974819004;;;
Lasioglossum interruptum;130;149;395;312;1318;-0.0513303780909741;-0.0323207358119613;-0.0548979276599439;NA;-0.0610842464729251;;;
Lasioglossum kotschyi;2;0;0;7;0;NA;NA;NA;NA;NA;;;
Lasioglossum kussariense;1;2;5;35;6;-0.0478960013503699;NA;NA;NA;NA;;;
Lasioglossum laeve;19;32;12;5;31;0.0135706711254018;0.0211501509909662;-0.368195056282812;NA;-0.0686221296186439;;;
Lasioglossum laevidorsum;2;0;16;10;15;0.0234648975349044;-0.0103916130014595;NA;NA;-0.00442692426138384;;;
Lasioglossum laevigatum;212;264;579;1104;2517;0.105354928181392;0.0552994025806085;-0.07316148006036;NA;-0.0327508888332104;;;
Lasioglossum laterale;0;4;11;6;12;-0.0113719627510565;NA;NA;NA;NA;;;
Lasioglossum laticeps;282;329;1137;2725;10632;0.00477657374383713;0.0294125513308543;0.0182233833093597;0.203463237303965;0.00365838116831764;;;
Lasioglossum lativentre;331;297;540;1212;3053;NA;NA;NA;NA;NA;;;
Lasioglossum leucomontanum;0;0;4;3;12;0.0245080675946814;NA;NA;NA;NA;;;
Lasioglossum leucopus;749;877;1922;4198;16442;NA;NA;NA;NA;NA;;;
Lasioglossum leucozonium;608;854;2059;6667;14449;NA;NA;NA;NA;NA;;;
Lasioglossum limbelloides;0;0;6;6;12;-0.00733708568481251;NA;NA;NA;NA;;;
Lasioglossum limbellum;37;41;84;101;290;NA;NA;NA;NA;NA;;;
Lasioglossum lineare;67;94;174;176;454;-0.0417018138767718;0.0248668752292086;-0.0566889243752897;NA;0.00272766391105946;;;
Lasioglossum lissonotum;29;16;35;30;411;NA;NA;NA;NA;NA;;;
Lasioglossum littorale;0;11;25;16;38;NA;NA;NA;NA;NA;;;
Lasioglossum lucidulum;109;296;465;918;1498;-0.0324625520710075;0.00577659103812481;-0.0491646691816581;-0.0265700654827762;0.0109690258624497;;;
Lasioglossum majus;20;8;35;57;326;NA;0.0095074987964728;0.0795562000033219;NA;0.0241362754996683;;;
Lasioglossum malachurum;395;529;1608;5112;15112;0.0349948783806969;0.0351262535785542;0.00330350028946698;NA;-0.00105091575096273;;;
Lasioglossum mandibulare;0;6;25;12;26;-0.0411409793837995;NA;NA;NA;NA;;;
Lasioglossum marginatum;50;29;42;81;972;NA;NA;NA;NA;NA;;;
Lasioglossum marginellum;12;14;11;4;16;NA;-0.039272877956785;NA;NA;-0.0272748123087996;;;
Lasioglossum maurusium;3;0;0;6;3;NA;NA;NA;NA;NA;;;
Lasioglossum medinai;11;0;0;0;152;NA;NA;NA;NA;NA;;;
Lasioglossum mediterraneum;0;6;174;78;178;NA;NA;NA;NA;NA;;;
Lasioglossum mesosclerum;1;3;22;22;202;NA;NA;NA;NA;NA;;;
Lasioglossum minutissimum;126;185;542;1960;2989;-0.000885136015697065;0.0335007074431534;-0.00492169944470771;0.00093469088039654;0.0111107436989206;;;
Lasioglossum minutulum;48;38;75;826;421;0.0598818657710773;0.0339480721742342;-0.0218695799866922;NA;-0.0198635476256413;;;
Lasioglossum monstrificum;15;53;68;372;214;NA;0.00425517636197103;0.0105443788239658;0.0175852201788994;0.0433982592424935;;;
Lasioglossum montivolans;0;0;7;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum morio;625;1004;3963;11820;30726;NA;NA;NA;NA;NA;;;
Lasioglossum musculoides;0;0;2;3;0;NA;NA;NA;NA;NA;;;
Lasioglossum nigripes;202;135;196;176;1077;-0.062222561758599;-0.0383694779337575;-0.0883886876052221;NA;0.0081643831813132;;;
Lasioglossum nitidiusculum;367;310;675;719;812;NA;NA;NA;NA;NA;;;
Lasioglossum nitidulum;297;334;2593;1620;2980;NA;NA;NA;NA;NA;;;
Lasioglossum obscuratum;1;6;4;1;16;0.00541299325341503;NA;NA;NA;NA;;;
Lasioglossum orihuelicum;0;3;11;15;6;NA;NA;NA;NA;NA;;;
Lasioglossum pallens;13;12;41;81;671;0.161200474819447;-0.105167376476579;0.0168427422648404;NA;0.148593901380191;;;
Lasioglossum parvulum;196;209;1026;3129;2639;NA;NA;NA;NA;NA;;;
Lasioglossum pauperatum;32;50;160;189;578;0.0324844052378943;NA;-0.0327737444617204;NA;-0.0727693109051412;;;
Lasioglossum pauxillum;282;322;873;3979;16681;-0.0356125110527573;0.0383601197943182;0.0587974215164213;0.0736119897403574;0.0226322417504668;;;
Lasioglossum perclavipes;2;1;16;35;110;0.0242650712249037;NA;NA;NA;NA;;;
Lasioglossum peregrinum;1;0;5;8;11;NA;NA;NA;NA;NA;;;
Lasioglossum pleurospeculum;1;0;0;53;19;NA;-0.0149402954634652;NA;NA;0.105774408917606;;;
Lasioglossum podolicum;2;11;20;12;184;-0.0178488601711031;0.0403426100937411;NA;NA;NA;;;
Lasioglossum politum;220;146;222;1011;3567;NA;NA;NA;NA;NA;;;
Lasioglossum prasinum;114;141;301;846;899;-0.0512316469972461;NA;-0.0132982328341088;-0.0230318024699387;-0.0353765198238825;;;
Lasioglossum pressithorax;0;0;3;4;1;NA;NA;NA;NA;NA;;;
Lasioglossum pseudocaspicum;2;2;14;3;0;NA;NA;NA;NA;NA;;;
Lasioglossum pseudoleptocephalum;0;2;15;5;38;-0.0203230655390095;NA;NA;NA;NA;;;
Lasioglossum pseudoplanulum;0;0;7;53;33;0.0327230758628041;NA;-0.0257241053445228;NA;NA;;;
Lasioglossum punctatissimum;234;301;953;2750;4736;0.0141247407336701;0.0434080054736889;-0.0292609754659679;0.00910770596537991;0.0270048238301538;;;
Lasioglossum puncticolle;18;51;137;548;884;-0.0796206448596038;0.0114852482345836;0.0190928463725318;NA;0.0896815703507324;;;
Lasioglossum pygmaeum;44;30;95;340;419;-0.00882363749402145;0.0506618732693168;-0.000873368195578205;NA;-0.00158058317158226;;;
Lasioglossum quadrinotatulum;135;171;315;298;392;NA;-0.0233332577924578;-0.0583692910265816;-0.0438336733438545;-0.0285875231841441;;;
Lasioglossum quadrinotatum;98;163;89;214;861;-0.0656488362069833;-0.0703982285220898;-0.0454865062861227;-0.0281665473441923;-0.0423994909147538;;;
Lasioglossum quadrisignatum;10;14;4;3;26;NA;NA;NA;NA;NA;;;
Lasioglossum ragusanum;0;0;1;17;1;NA;NA;NA;NA;NA;;;
Lasioglossum rufitarse;418;522;1085;3984;4272;NA;0.0249069001390201;-0.021308614820847;-0.104231625372807;-0.0516588977963859;;;
Lasioglossum semilucens;64;103;426;739;3139;0.011207537869576;0.00967738262069608;-0.0180273821888127;0.0202287963683154;0.0062929715728156;;;
Lasioglossum setulellum;0;5;2;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum setulosum;5;7;2;3;9;NA;0.166446699365509;NA;NA;-0.0927339324374196;;;
Lasioglossum sexmaculatum;91;25;26;19;210;NA;NA;-0.197791529501544;-0.0496801043559285;-0.0411072947243007;;;
Lasioglossum sexnotatulum;86;150;43;18;6;NA;NA;NA;-0.074432620775911;NA;;;
Lasioglossum sexnotatum;398;423;470;285;1725;-0.000161354363382124;-0.0274482501525153;0.00631235040107879;-0.0588739898856416;-0.0349365926883329;;;
Lasioglossum sexstrigatum;167;353;1081;1801;4355;NA;NA;NA;NA;NA;;;
Lasioglossum smeathmanellum;182;136;742;2168;1493;-0.0444052474146603;-0.0497577975404884;-0.0268209971777266;NA;-0.0256108962551552;;;
Lasioglossum soror;0;0;4;10;17;0.0198781370770289;NA;NA;NA;NA;;;
Lasioglossum sphecodimorphum;0;2;6;12;10;-0.00440975529283958;NA;NA;NA;NA;;;
Lasioglossum strictifrons;0;2;18;3;7;NA;NA;NA;NA;NA;;;
Lasioglossum subaenescens;0;0;5;9;17;-0.0233482912021985;NA;NA;NA;NA;;;
Lasioglossum subfasciatum;77;27;30;41;540;0.0309267404419634;-0.0413304900555956;NA;NA;-0.0612397835527852;;;
Lasioglossum subfulvicorne;11;9;19;24;142;NA;NA;NA;NA;NA;;;
Lasioglossum subhirtum;3;3;36;167;1390;NA;NA;NA;NA;NA;;;
Lasioglossum tarsatum;26;36;83;81;254;NA;0.0449720400912181;-0.0573500520852654;-0.0259483737427888;-0.0137905025683203;;;
Lasioglossum transitorium;12;17;93;159;144;-0.0222821292029498;-0.00390294172624848;0.0554206251780147;NA;NA;;;
Lasioglossum trichopygum;5;3;31;25;125;-0.0286539908561566;0.039696980232216;NA;NA;0.0256405841184251;;;
Lasioglossum tricinctum;21;24;116;105;919;0.000648898077003413;0.0493851693181566;NA;NA;0.00220372442437228;;;
Lasioglossum truncaticolle;16;8;81;35;45;NA;NA;NA;NA;NA;;;
Lasioglossum tschibuklinum;0;0;2;10;0;NA;NA;NA;NA;NA;;;
Lasioglossum vergilianum;0;0;19;0;0;NA;NA;NA;NA;NA;;;
Lasioglossum villosulum;516;731;2371;6379;13468;-0.00792893610247238;0.0335550128788014;-0.0392541454258151;-0.0337770536862908;0.0347354639631291;;;
Lasioglossum virens;0;0;25;12;70;-0.00526692661410522;NA;NA;NA;NA;;;
Lasioglossum xanthopus;153;175;285;389;906;0.00506204968548223;0.0141558119621507;-0.0176015863804437;NA;-0.0143080824399081;;;
Lasioglossum zonulum;359;626;1152;2786;5894;-0.00774103844676814;0.0125884327721353;-0.00889703318431598;-0.0207135520273621;-0.00311754259993909;;;
Lejogaster metallina;13;15;99;674;670;-0.0682412877564727;-0.0297873539297463;-0.0326271877130172;-0.00474235220434176;-0.00486496074221781;;;
Lejogaster tarsata;0;11;7;61;203;0.112388525953775;NA;-0.0700360759445837;NA;-0.093230881762103;;;
Lejops vittatus;1;1;0;0;69;NA;NA;NA;NA;NA;;;
Lejota ruficornis;1;4;1;34;49;NA;-0.0377781567509493;NA;-0.0446479329036897;0.0685083947210659;;;Alp
Leucozona glaucia;6;15;41;335;1008;NA;0.245461298665032;-0.0169838092514837;0.0421220631594903;-0.0356774865226997;;;Alp
Leucozona inopinata;0;0;5;9;34;NA;NA;NA;NA;NA;;;Alp
Leucozona laternaria;4;9;33;133;380;NA;0.616411045928087;-0.0848577943878207;0.0424831634911961;-0.0388804948621463;;;Alp
Leucozona lucorum;34;29;150;658;1905;NA;-0.0185381321642389;0.00694210742762661;-0.114527426032878;-0.00684439396200361;;;
Lithurgus chrysurus;3;21;113;152;183;NA;NA;NA;NA;NA;;;
Lithurgus cornutus;2;1;40;32;43;NA;NA;NA;NA;NA;;;
Lithurgus tibialis;1;1;17;8;16;0.0117365222316022;NA;NA;NA;NA;;;
Macropis europaea;269;505;778;1204;5916;0.0206381114912288;0.00653643760242251;0.0182806163943879;0.0179717606977569;0.017472710329987;;;
Macropis frivaldszkyi;3;0;10;5;1;NA;NA;NA;NA;-0.00439004429997822;;;
Macropis fulvipes;139;247;403;284;1285;0.0244244715161441;0.0127470576945966;-0.0139138319094039;-0.0351325380924943;0.035114487680508;;;
Mallota cimbiciformis;2;12;4;20;51;-0.0168200620550304;NA;-0.0343597476083286;NA;0.0613940096137676;;;
Mallota dusmeti;0;0;3;3;11;0.0103196737260834;NA;NA;NA;NA;;;
Mallota fuciformis;0;1;3;7;78;0.00638712148211998;NA;-0.0431209915939907;NA;0.151829814567557;;;
Mallota megilliformis;4;4;4;10;38;NA;NA;NA;NA;NA;;;
Mallota rossica;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Mallota tricolor;0;2;0;3;1;NA;NA;NA;NA;NA;;;
Matsumyia berberina;0;1;1;106;280;NA;NA;NA;NA;NA;;;Alp
Megachile albisecta;40;16;133;200;252;-0.00247097466990149;NA;NA;NA;0.0495133524937707;;;
Megachile albocristata;19;16;6;5;58;NA;NA;NA;NA;NA;;;
Megachile albonotata;2;0;28;25;86;NA;NA;NA;NA;NA;;;
Megachile alpicola;106;232;348;525;1070;NA;-0.0102797626216304;-0.0421544677806452;-0.233768096371163;0.0020400956863311;;;
Megachile analis;97;162;74;202;836;-0.0100460945378609;-0.0295827526654286;-0.0773586158947771;0.00208423605265939;-0.0245104465490201;;;
Megachile anatolica;0;0;0;0;9;NA;NA;NA;NA;NA;;;
Megachile apennina;0;0;0;3;8;NA;NA;NA;NA;NA;;;
Megachile apicalis;56;60;476;115;529;-0.00701533914478068;-0.0194735511105248;-0.0273960267593914;NA;-0.00932279888542819;;;
Megachile argentata;178;144;550;438;1932;0.0398124483488121;-0.0119335508816436;0.0260847046154148;NA;0.0802585523912462;;;
Megachile baetica;10;80;26;14;30;-0.0332940218841943;NA;NA;NA;NA;;;
Megachile bombycina;109;82;6;2;9;NA;NA;NA;NA;NA;;;
Megachile burdigalensis;0;0;1;14;7;NA;NA;NA;NA;NA;;;
Megachile centuncularis;474;491;1214;1625;5443;0.0166354480229657;0.0136057430129172;-0.00467525100492099;0.0125734351376798;-0.00181578562247602;;;
Megachile circumcincta;394;437;466;682;3372;NA;NA;NA;NA;NA;;;
Megachile cressa;0;0;0;0;5;NA;NA;NA;NA;NA;;;
Megachile deceptoria;7;6;50;25;32;-0.0381874516554925;NA;NA;NA;-0.02538277699098;;;
Megachile diabolica;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Megachile ericetorum;289;408;716;510;3676;-0.0467280711846716;-0.00367741461238184;-0.00297058637640974;-0.0818853249521983;0.0393332734219973;;;
Megachile farinosa;0;0;1;1;5;NA;NA;NA;NA;NA;;;
Megachile fertoni;0;7;28;20;38;0.0020991206270249;NA;NA;NA;NA;;;
Megachile flabellipes;24;21;62;63;61;-0.0790965943039587;-0.0288454073085612;NA;NA;0.0218295106602516;;;
Megachile flavipes;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Megachile fulvimana;0;0;1;1;0;NA;NA;NA;NA;NA;;;
Megachile genalis;20;17;21;14;46;NA;NA;NA;NA;NA;;;
Megachile giraudi;1;2;17;22;82;NA;NA;NA;NA;NA;;;
Megachile hungarica;0;0;4;7;13;0.0579920153874186;NA;NA;NA;NA;;;
Megachile inexspectata;0;0;0;2;0;NA;NA;NA;NA;NA;;;
Megachile lagopoda;4;3;10;34;63;0.32694306138473;0.0931149607253835;NA;NA;-0.0138800181630096;;;
Megachile lapponica;59;90;256;531;1256;NA;0.0173999484561729;0.00988702925897935;-0.000389479797078111;0.00582162154874996;;;
Megachile leachella;275;332;534;616;1839;-0.0431420599159934;-0.0334344425617261;0.00012354816379189;-0.0602658280753806;-0.031206980905428;;;
Megachile lefebvrei;3;3;11;2;27;0.00923773526537829;NA;NA;NA;NA;;;
Megachile leucomalla;0;0;26;2;1;NA;NA;NA;NA;NA;;;
Megachile ligniseca;0;1;2;17;50;NA;0.079997198065653;0.312342344569084;NA;0.0262656295258937;;;
Megachile manicata;2;10;0;11;6;-0.0187954758202968;NA;NA;NA;-0.060775755322031;;;
Megachile marginata;8;6;45;15;47;0.0225156508057518;NA;NA;NA;NA;;;
Megachile maritima;256;348;514;727;888;NA;NA;NA;NA;NA;;;
Megachile melanogaster;1;1;15;8;15;-0.0373416455281082;NA;NA;NA;NA;;;
Megachile melanopyga;55;72;167;174;445;NA;NA;NA;NA;NA;;;
