TAXON;Records_1921-1940;Records_1941-1960;Records_1961-1980;Records_1981-2000;Records_2001-2020;Trend_mediterranean;Trend_alpine;Trend_atlantic;Trend_boreal;Trend_continental;;;
Epistrophe melanostoma;5;2;16;47;419;-0.00511108029110288;-0.0128188663645713;0.0622766644847873;-0.0861982955868513;0.0288409251404252;;;
Epistrophe nitidicollis;6;14;14;161;816;0.00658106847680882;0.0223095426949858;0.0261760532462814;NA;0.00442402788612893;;;
Epistrophe obscuripes;3;1;3;4;29;NA;NA;NA;-0.0641182666355989;0.203182818021178;;;
Epistrophe ochrostoma;0;0;2;1;10;NA;NA;-0.0158472685606231;NA;NA;;;
Epistrophe olgae;0;0;4;0;43;NA;NA;-0.0373057731989158;NA;NA;;;
Epistrophella coronata;0;0;0;1;3;NA;NA;NA;NA;NA;;;
Epistrophella euchroma;0;0;1;37;132;0.00313210280345105;0.0801522102008078;0.0595780282433244;NA;0.076017478099853;;;
Episyrphus balteatus;7;23;156;812;3173;-0.0433176149324219;0.0670993713717614;0.0418052812320823;0.0921048094033906;-0.0344755984873901;;;
Eriozona syrphoides;0;0;0;6;12;NA;-0.016486468988735;NA;NA;0.0772253098146109;;;Alp
Eristalinus aeneus;18;112;154;682;836;-0.0286979255529524;-0.00483433090050184;-0.0138222374623471;-0.00281331184459964;-0.0286757698573204;;;
Eristalinus megacephalus;0;0;1;14;57;0.627530715610076;NA;NA;NA;NA;;;
Eristalinus sepulchralis;809;1274;4693;189;713;NA;NA;NA;NA;NA;;;
Eristalinus taeniops;0;1;29;34;746;NA;NA;NA;NA;NA;;;
Eristalis abusiva;17;5;29;255;498;NA;-0.00266127394905151;-0.0198032901998159;-0.018178258701599;0.00879007973815347;;;
Eristalis alpina;1;2;8;24;33;NA;NA;NA;NA;NA;;;Alp
Eristalis anthophorina;7;4;32;38;152;NA;0.0790735258112412;0.0338013016700162;0.00574017122139663;NA;;;
Eristalis arbustorum;72;116;1413;12968;1888;NA;NA;NA;NA;NA;;;
Eristalis cryptarum;14;11;20;66;107;NA;-0.0118871314065686;-0.0531938502821068;-0.0171423846173551;NA;;;
Eristalis hirta;10;0;3;23;16;NA;NA;NA;NA;NA;;;
Eristalis horticola;6;11;15;100;524;NA;-0.0188252724434286;-0.0500455787830759;-0.0504499498364364;-0.0500585236638696;;;
Eristalis intricaria;50;81;365;1070;7996;NA;-0.0216174513267824;0.0087449430118675;0.00307717131202833;0.0392032611560625;;;
Eristalis jugorum;0;3;12;117;314;-0.0162638784538248;0.0087692965963792;-0.0474494867992737;NA;0.0107914585406872;;;Alp
Eristalis nemorum;26;70;210;1164;5744;-0.00438525930153269;0.0254796792296371;0.028270583775532;0.00253973376920073;0.0203694118565257;;;
Eristalis obscura;2;2;11;63;580;NA;NA;NA;NA;NA;;;
Eristalis oestracea;10;21;37;43;92;NA;NA;NA;-0.0197910190749935;-0.0213793151537144;;;
Eristalis pertinax;16;38;266;30978;14405;NA;NA;NA;NA;NA;;;
Eristalis picea;2;0;4;31;519;NA;0.0328417168360637;0.104931052664339;0.0237811072026832;0.0951378379854196;;;
Eristalis rossica;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Eristalis rupium;69;81;273;287;1043;NA;NA;NA;NA;NA;;;Alp
Eristalis similis;1;13;11;3611;5186;NA;NA;NA;NA;NA;;;
Eristalis tecta;0;2;0;0;0;NA;NA;NA;NA;NA;;;
Eristalis tenax;56;171;477;3004;34690;0.0338310952598758;0.0616553523072379;0.0599278517762428;-0.0113390760102904;0.0782959257161643;;;
Eucera aequata;0;0;0;5;9;NA;NA;NA;NA;NA;;;
Eucera albofasciata;0;2;22;61;196;NA;NA;NA;NA;NA;;;
Eucera algira;2;2;7;29;20;-0.0347321133447429;NA;NA;NA;NA;;;
Eucera barbiventris;0;1;2;18;8;-0.0806428763423762;NA;NA;NA;NA;;;
Eucera bidentata;3;0;16;33;133;0.0536765557537039;NA;NA;NA;NA;;;
Eucera brachycera;0;0;0;2;1;NA;NA;NA;NA;NA;;;
Eucera breviceps;0;0;1;2;21;NA;NA;NA;NA;NA;;;
Eucera caerulescens;3;1;0;15;9;-0.0338447416474588;NA;NA;NA;NA;;;
Eucera caspica;10;7;6;50;99;0.363606516627947;0.0790706572552297;NA;NA;-0.099757272468179;;;
Eucera cineraria;7;3;42;58;100;-0.0469824698048727;0.00312667477765268;NA;NA;-0.0735597050224222;;;
Eucera clypeata;27;9;16;102;225;NA;NA;NA;NA;NA;;;
Eucera codinai;0;0;5;56;97;0.0526928718856836;NA;NA;NA;NA;;;
Eucera collaris;0;5;40;19;104;NA;NA;NA;NA;NA;;;
Eucera confinis;1;1;4;4;24;-0.0102933456102124;NA;NA;NA;NA;;;
Eucera curvitarsis;0;0;16;8;109;0.15245328216517;NA;NA;NA;NA;;;
Eucera cypria;2;1;7;16;25;0.00391579192677112;NA;NA;NA;NA;;;
Eucera dafnii;0;0;18;4;25;NA;NA;NA;NA;NA;;;
Eucera dalmatica;15;15;50;28;66;-0.0817647991817862;NA;NA;NA;0.0305130628655415;;;
Eucera digitata;0;0;3;7;114;-0.0539067183575675;NA;NA;NA;NA;;;
Eucera dimidiata;5;0;7;24;61;0.0259257024425773;NA;NA;NA;NA;;;
Eucera ebmeri;0;0;0;0;15;-0.0180268375873711;NA;NA;NA;NA;;;
Eucera elongatula;3;29;56;112;236;0.117207441308727;NA;NA;NA;NA;;;
Eucera excisa;0;0;2;0;0;NA;NA;NA;NA;NA;;;
Eucera fasciata;1;0;4;3;14;-0.00717766966431287;NA;NA;NA;NA;;;
Eucera flavicornis;0;0;0;1;6;NA;NA;NA;NA;NA;;;
Eucera furfurea;3;1;66;50;112;-0.0532580315700656;NA;NA;NA;NA;;;
Eucera gaullei;2;0;2;4;13;-0.0016931325094349;NA;NA;NA;NA;;;
Eucera gracilipes;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Eucera grisea;5;9;16;64;91;-0.0314755887321856;NA;NA;NA;NA;;;
Eucera helvola;0;6;41;14;23;-0.0737985324556703;NA;NA;NA;NA;;;
Eucera hispana;0;0;2;23;23;0.260762649053232;NA;NA;NA;NA;;;
Eucera hungarica;6;6;6;13;15;-0.0544710814130623;-0.0248431878254849;NA;NA;-0.0549830884490928;;;
Eucera interrupta;11;35;52;159;188;-0.0425431419999207;0.0446141913533147;-0.0289198110480475;NA;-0.0268233976221494;;;
Eucera kullenbergi;0;0;10;11;32;0.829323649352834;NA;NA;NA;NA;;;
Eucera laxiscopa;0;0;1;6;63;-0.0491204552261004;NA;NA;NA;NA;;;
Eucera longicornis;254;366;543;797;4167;0.0219076677263514;0.01372931037509;-0.0271245116422941;0.0168067262863095;-0.0022530538961878;;;
Eucera matalae;0;0;7;12;26;0.186943978543909;NA;NA;NA;NA;;;
Eucera mediterranea;0;0;2;3;14;0.0214488399742693;NA;NA;NA;NA;;;
Eucera melectoides;0;0;0;0;8;NA;NA;NA;NA;NA;;;
Eucera microsoma;0;0;0;1;3;NA;NA;NA;NA;NA;;;
Eucera morio;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Eucera nigrescens;276;214;358;778;2568;0.140230395710981;0.000436274713305812;-0.0394387712689372;NA;-0.00972879710892692;;;
Eucera nigrifacies;20;22;67;103;365;NA;NA;NA;NA;NA;;;
Eucera nigrilabris;3;35;130;53;124;NA;NA;NA;NA;NA;;;
Eucera notata;0;35;88;93;161;0.310575759229155;NA;NA;NA;NA;;;
Eucera numida;15;73;31;36;50;-0.0292601378299273;NA;NA;NA;NA;;;
Eucera obliterata;0;1;0;7;8;NA;NA;NA;NA;NA;;;
Eucera obscura;0;0;1;4;12;0.388696703148196;NA;NA;NA;NA;;;
Eucera oraniensis;23;7;16;53;69;-0.0394104545588343;NA;NA;NA;NA;;;
Eucera palaestinae;0;0;2;25;24;0.122640294122479;NA;NA;NA;NA;;;
Eucera pannonica;0;0;6;15;23;NA;NA;NA;NA;NA;;;
Eucera paraclypeata;0;0;5;4;10;0.0107411435882875;NA;NA;NA;NA;;;
Eucera parnassia;0;0;13;3;10;-0.0668804597201756;NA;NA;NA;NA;;;
Eucera parvicornis;0;0;24;19;48;0.106758457570891;NA;NA;NA;NA;;;
Eucera penicillata;0;0;15;20;41;-0.0356447667286217;NA;NA;NA;NA;;;
Eucera plumigera;0;0;1;3;14;NA;NA;NA;NA;NA;;;
Eucera pollinosa;4;21;31;56;86;NA;NA;NA;NA;NA;;;
Eucera proxima;7;14;84;74;122;-0.0117795667650846;0.00999426014645997;NA;NA;-0.0281165178547889;;;
Eucera pseudeucnemidea;0;0;2;16;95;NA;NA;NA;NA;NA;;;
Eucera punctatissima;0;0;0;0;3;NA;NA;NA;NA;NA;;;
Eucera puncticollis;0;0;4;6;5;-0.10398814524841;NA;NA;NA;NA;;;
Eucera punctulata;1;1;52;60;266;-0.0647985080818375;-0.0101799491310693;NA;NA;-0.011555025761776;;;
Eucera pythagoras;0;0;1;1;5;NA;NA;NA;NA;NA;;;
Eucera quilisi;0;1;0;13;3;-0.023170424940599;NA;NA;NA;NA;;;
Eucera rufa;7;1;16;9;67;0.0953756341984556;NA;NA;NA;NA;;;
Eucera ruficollis;2;11;38;79;128;0.00994435923563688;NA;NA;NA;NA;;;
Eucera rufipes;0;0;0;0;5;NA;NA;NA;NA;NA;;;
Eucera seminuda;1;0;42;33;119;-0.0688137221233368;0.0261057892714549;NA;NA;-0.0136198427170547;;;
Eucera squamosa;0;1;12;8;24;NA;NA;NA;NA;NA;;;
Eucera syriaca;3;0;0;7;10;-0.0434095164503209;NA;NA;NA;NA;;;
Eucera taurea;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Eucera taurica;10;10;9;60;97;-0.0535937383896609;NA;0.0670113435298164;NA;NA;;;
Eucera terminata;1;5;13;40;221;-0.0365193445831232;NA;NA;NA;NA;;;
Eucera tricincta;3;3;22;36;99;-0.0259269217425828;NA;NA;NA;NA;;;
Eucera tristis;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Eucera vittulata;0;0;8;9;16;NA;NA;NA;NA;NA;;;
Eucera vulpes;16;4;113;127;338;0.0247880676564956;0.113364206919207;NA;NA;0.0604360904286586;;;
Eumerus alpinus;0;0;1;18;47;NA;NA;NA;NA;NA;;;
Eumerus amoenus;0;7;17;98;229;-0.0180392506873289;0.129875698203935;0.121039308076989;NA;0.165572713456324;;;
Eumerus argyropus;0;6;1;17;54;-0.0332899572655671;NA;NA;NA;0.166426467470114;;;
Eumerus armatus;0;0;0;1;10;NA;NA;NA;NA;NA;;;
Eumerus aurofinis;0;0;0;0;20;NA;NA;NA;NA;NA;;;
Eumerus barbarus;0;0;1;1;26;0.0590875052203641;NA;NA;NA;NA;;;
Eumerus basalis;0;4;7;20;134;0.00415796118241169;NA;NA;NA;NA;;;
Eumerus bicornis;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Eumerus claripennis;0;1;0;0;5;NA;NA;NA;NA;NA;;;
Eumerus clavatus;0;5;1;24;69;0.422426160531515;NA;NA;NA;0.142960857082132;;;
Eumerus consimilis;0;1;0;10;59;0.355359742590502;NA;0.0156154855158826;NA;0.0749234935072295;;;
Eumerus crassus;0;0;1;2;23;0.51910280259757;NA;NA;NA;NA;;;
Eumerus emarginatus;0;0;4;3;5;-0.0290100408385127;NA;NA;NA;NA;;;
Eumerus etnensis;0;0;1;0;1;NA;NA;NA;NA;NA;;;
Eumerus flavitarsis;1;1;4;17;99;NA;NA;NA;NA;NA;;;
Eumerus funeralis;11;9;22;178;324;-0.0035419379273098;NA;-0.0212503269295182;0.00303383660823142;0.00150752020300939;;;
Eumerus grandis;1;0;1;19;41;NA;NA;NA;NA;NA;;;
Eumerus hispanicus;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Eumerus hungaricus;0;1;0;0;16;NA;NA;NA;NA;NA;;;
Eumerus incisus;0;0;0;0;7;NA;NA;NA;NA;NA;;;
Eumerus karyates;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Eumerus longicornis;0;0;1;0;1;NA;NA;NA;NA;NA;;;
Eumerus lucidus;0;0;0;0;12;NA;NA;NA;NA;NA;;;
Eumerus minotaurus;0;0;6;9;9;0.460681582480676;NA;NA;NA;NA;;;
Eumerus montanum;0;0;0;1;11;NA;NA;NA;NA;NA;;;
Eumerus niehuisi;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Eumerus nigrorufus;0;0;0;0;9;NA;NA;NA;NA;NA;;;
Eumerus niveitibia;0;0;0;4;13;0.211600083330626;NA;NA;NA;NA;;;
Eumerus nudus;0;1;0;0;1;NA;NA;NA;NA;NA;;;
Eumerus obliquus;0;0;0;0;21;0.304238367067137;NA;NA;NA;NA;;;
Eumerus olivaceus;0;3;3;9;7;NA;NA;NA;NA;NA;;;
Eumerus ornatus;2;9;11;113;209;0.129530472262263;0.0329656392772555;-0.0156022480046291;-0.0180339577291381;-0.040701691687065;;;
Eumerus ovatus;0;1;0;2;6;NA;NA;NA;NA;NA;;;
Eumerus phaeacus;0;0;1;0;4;NA;NA;NA;NA;NA;;;
Eumerus pulchellus;1;3;14;42;522;NA;NA;NA;NA;NA;;;
Eumerus pusillus;0;0;18;23;130;-0.0228019228732292;NA;NA;NA;NA;;;
Eumerus richteri;0;0;0;10;4;NA;NA;NA;NA;-0.0876865526305165;;;
Eumerus rubrum;0;0;0;2;1;NA;NA;NA;NA;NA;;;
Eumerus ruficornis;1;0;0;1;35;NA;NA;0.145925565373554;NA;NA;;;
Eumerus sabulonum;2;2;13;46;78;NA;NA;NA;NA;NA;;;
Eumerus sinuatus;0;0;0;0;8;NA;NA;NA;NA;NA;;;
Eumerus sogdianus;0;0;4;30;42;0.133376941295004;NA;-0.0473208752649875;NA;-0.0642753109748767;;;
Eumerus strigatus;13;20;48;162;363;-0.0717362368011827;NA;-0.0439415302609171;-0.00857173624147226;-0.00261889992818022;;;
Eumerus subornatus;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Eumerus sulcitibius;0;2;9;10;183;0.0459495488748951;NA;NA;NA;NA;;;
Eumerus tarsalis;0;0;1;10;12;NA;NA;NA;NA;NA;;;Alp
Eumerus tenuitarsis;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Eumerus torsicus;0;0;0;0;6;NA;NA;NA;NA;NA;;;
Eumerus tricolor;1;11;4;67;75;0.165984235066656;-0.0205309070363488;-0.00472641750242063;NA;-0.0557371123373683;;;
Eumerus truncatus;0;0;0;0;23;0.452839247464352;NA;NA;NA;NA;;;
Eumerus uncipes;0;0;1;3;10;NA;NA;NA;NA;NA;;;
Eumerus vestitus;0;0;0;0;4;NA;NA;NA;NA;NA;;;
Eupeodes abiskoensis;4;1;12;14;2;NA;-0.0892847051547338;NA;NA;NA;;;
Eupeodes biciki;3;0;0;0;0;NA;NA;NA;NA;NA;;;
Eupeodes corollae;14;30;272;652;24246;NA;NA;NA;NA;NA;;;
Eupeodes curtus;0;0;5;4;11;NA;0.00620155007021674;NA;-0.0402834303598563;NA;;;
Eupeodes flaviceps;0;0;3;58;15;0.0119110709817818;-0.0387393882962152;NA;NA;-0.0702376793518113;;;
Eupeodes frequens;4;1;6;50;120;-0.0487956879298309;0.0662921864651921;-0.0245059820335027;NA;0.0255431831108545;;;
Eupeodes goeldlini;0;1;0;2;55;NA;NA;NA;NA;NA;;;
Eupeodes latifasciatus;16;17;26;362;1416;0.0289216482711029;0.041916810254668;0.0111071898859983;NA;0.0112183567015261;;;
Eupeodes lucasi;0;0;8;48;44;-0.0167056990295809;-0.00254115972569621;NA;NA;0.120612281839478;;;
Eupeodes lundbecki;1;2;2;5;13;NA;NA;NA;NA;NA;;;
Eupeodes luniger;11;12;133;275;6226;NA;NA;NA;NA;NA;;;
Eupeodes nielseni;6;0;1;31;48;-0.062129563294497;0.269802805962683;-0.025022189723879;-0.0409522295753624;0.0897657053826671;;;
Eupeodes nitens;3;2;5;68;131;NA;NA;NA;NA;NA;;;
Eupeodes nuba;0;0;0;31;8;-0.0355753310501489;NA;NA;NA;NA;;;
Eupeodes punctifer;15;2;43;29;27;NA;NA;NA;NA;NA;;;
Eupeodes tirolensis;0;0;1;20;18;NA;0.136424850264641;NA;NA;NA;;;Alp
Eurimyia lineata;1;11;100;351;949;NA;NA;NA;NA;NA;;;
Fagisyrphus cinctus;4;15;49;207;727;-0.0144951189592641;-0.0139313870963004;-0.0150264765221653;-0.00527249295507378;0.00203434587078251;;;
Ferdinandea aurea;1;1;3;18;47;-0.0556140695369662;NA;NA;NA;NA;;;
Ferdinandea cuprea;1;7;22;107;3626;NA;NA;NA;NA;NA;;;
Ferdinandea fumipennis;0;0;2;10;20;0.0101828743794285;NA;NA;NA;NA;;;
Ferdinandea ruficornis;0;0;0;20;122;NA;NA;0.0249922558927851;0.2915774312415;0.080861440415781;;;
Flavipanurgus flavus;0;3;0;12;19;-508074765,3;NA;NA;NA;NA;;;
Flavipanurgus granadensis;3;0;6;3;3;NA;NA;NA;NA;NA;;;
Flavipanurgus ibericus;0;0;9;28;24;0.0234042957843202;NA;NA;NA;NA;;;
Flavipanurgus kastiliensis;0;6;6;4;34;NA;NA;NA;NA;NA;;;
Flavipanurgus venustus;0;3;3;3;855;-0.0976562708577494;NA;NA;NA;NA;;;
Habropoda ezonata;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Habropoda tarsata;12;30;41;238;172;0.0791952786723575;NA;NA;NA;-0.0192596996638737;;;
Habropoda zonatula;0;30;25;32;34;NA;NA;NA;NA;NA;;;
Halictus alfkenellus;0;0;1;2;0;NA;NA;NA;NA;NA;;;
Halictus asperulus;24;3;20;25;41;NA;NA;NA;NA;NA;;;
Halictus brunnescens;18;24;34;31;62;-0.014175788467326;NA;NA;NA;NA;;;
Halictus candiae;0;0;2;0;1;NA;NA;NA;NA;NA;;;
Halictus carinthiacus;6;0;3;4;25;NA;0.00257088467702021;NA;NA;0.125995614091986;;;
Halictus centaureae;0;0;0;13;0;NA;NA;NA;NA;NA;;;
Halictus cochlearitarsis;11;1;19;7;18;-0.0871762455139702;NA;NA;NA;NA;;;
Halictus compressus;14;28;13;10;172;-0.127048756025625;0.00735077532906778;-0.0214467828499923;-0.0505221871405817;-0.083310484308971;;;
Halictus confusus;1;0;0;1;0;NA;NA;NA;NA;NA;;;
Halictus consobrinus;0;0;25;8;0;NA;NA;NA;NA;NA;;;
Halictus constantinensis;0;2;0;0;0;NA;NA;NA;NA;NA;;;
Halictus crenicornis;0;61;279;42;111;-0.0254886209920384;NA;0.542531581212036;NA;NA;;;
Halictus fatsensis;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Halictus fulvipes;47;35;201;190;734;NA;NA;NA;NA;NA;;;
Halictus fumatipennis;0;0;0;13;8;NA;NA;NA;NA;NA;;;
Halictus gemmeus;0;8;57;1;0;NA;NA;NA;NA;NA;;;
Halictus graecus;0;0;4;1;0;NA;NA;NA;NA;NA;;;
Halictus gruenwaldti;20;5;8;17;15;NA;NA;NA;NA;NA;;;
Halictus holomelaenus;0;0;4;3;0;NA;NA;NA;NA;NA;;;
Halictus langobardicus;18;18;43;76;418;NA;NA;NA;NA;NA;;;
Halictus maculatus;379;303;584;912;2051;-0.0691799191570778;0.0258406262602364;-0.0186765313118444;0.0209809378546387;-0.00710951144556146;;;
Halictus mediterranellus;1;0;6;1;0;NA;NA;NA;NA;NA;;;
Halictus nicosiae;0;1;0;9;12;-0.100433581352441;NA;NA;NA;NA;;;
Halictus patellatus;17;17;47;30;25;-0.169560579173799;0.00568988352146096;-0.15318633714311;NA;-0.00899991382105308;;;
Halictus pentheri;0;0;2;45;8;-0.00653363998295188;NA;NA;NA;NA;;;
Halictus pollinosus;0;4;6;0;0;NA;NA;NA;NA;NA;;;
Halictus ponticus;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Halictus pyrenaeus;0;0;0;0;5;NA;NA;NA;NA;NA;;;
Halictus quadricinctus;146;174;162;345;590;NA;NA;NA;NA;NA;;;
Halictus quadripartitus;0;1;8;4;35;0.0111714140521557;NA;NA;NA;NA;;;
Halictus resurgens;0;3;1;6;3;-0.268157754488291;NA;NA;NA;NA;;;
Halictus rubicundus;1006;1040;2254;6397;12991;0.00556558083012838;0.0162593739488897;-0.00533728136907522;0.00108093743924771;0.0254349622930424;;;
Halictus sajoi;0;1;8;3;18;NA;NA;NA;NA;-0.0255605159040883;;;
Halictus scabiosae;160;316;974;1073;8164;0.115423387198002;0.140250030205887;0.124910285543161;NA;0.0948757156814954;;;
Halictus seladonius;1;0;59;0;0;NA;NA;NA;NA;NA;;;
Halictus senilis;0;0;0;3;0;NA;NA;NA;NA;NA;;;
Halictus sexcinctus;475;319;207;382;1226;NA;NA;NA;NA;NA;;;
Halictus simplex;192;89;299;791;2522;NA;NA;NA;NA;NA;;;
Halictus smaragdulus;0;18;19;1;0;NA;NA;NA;NA;NA;;;
Halictus subauratus;0;15;36;17;0;NA;NA;NA;NA;NA;;;
Halictus tetrazonianellus;1;0;14;5;2;NA;NA;NA;NA;NA;;;
Halictus tetrazonius;2;1;9;6;19;NA;NA;NA;NA;NA;;;
Halictus toparensis;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Halictus tridivisus;0;0;0;12;0;NA;NA;NA;NA;NA;;;
Halopanurgus baldocki;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Halopanurgus fuzetus;0;0;4;0;15;NA;NA;NA;NA;NA;;;
Hammerschmidtia ferruginea;20;10;68;88;412;NA;0.0311625032996772;0.0267363007342333;-0.00377683469184786;-9717104076;;;Alp
Hammerschmidtia ingrica;1;2;4;0;11;NA;NA;NA;0.0155267596586755;NA;;;
Helophilus affinis;3;7;31;59;358;NA;NA;NA;NA;NA;;;
Helophilus groenlandicus;0;5;0;0;0;NA;NA;NA;NA;NA;;;
Helophilus hybridus;13;10;105;340;1994;NA;-0.0183636374235629;0.0144826391048901;0.0107851624411145;0.0558734394818418;;;
Helophilus pendulus;32;41;329;594;46965;NA;NA;NA;NA;NA;;;
Helophilus trivittatus;0;15;38;158;19217;0.224182222286692;0.224729734770765;0.403099936237777;0.0909340398409503;0.235190399529263;;;
Heriades clavicornis;0;0;0;1;2;NA;NA;NA;NA;NA;;;
Heriades crenulata;12;40;133;491;675;NA;NA;NA;NA;NA;;;
Heriades punctulifera;2;0;5;44;39;NA;NA;NA;NA;NA;;;
Heriades rubicola;2;12;103;207;386;0.0361645883378339;0.0295192773697025;NA;NA;0.0202165659739407;;;
Heriades truncorum;361;500;1534;1521;10157;NA;NA;NA;NA;NA;;;
Heringia heringi;1;1;6;161;149;0.0261440938679643;0.315793218668692;-0.00543849926114869;NA;-0.00289202522350457;;;
Hofferia schmiedeknechti;0;0;3;20;15;NA;NA;NA;NA;NA;;;
Hoplitis acuticornis;6;1;32;84;149;0.155575194245892;-0.0116006052108467;0.203359144700145;NA;0.0478761096870486;;;
Hoplitis adunca;388;250;594;722;2952;NA;NA;NA;NA;NA;;;
Hoplitis albiscopa;0;0;0;13;36;NA;NA;NA;NA;NA;;;
Hoplitis annulata;3;7;6;70;288;0.0489003739442224;NA;NA;NA;NA;;;
Hoplitis antalyae;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Hoplitis anthocopoides;85;65;96;133;318;NA;NA;NA;NA;NA;;;
Hoplitis antigae;0;1;6;9;92;NA;NA;NA;NA;NA;;;
Hoplitis batyamae;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Hoplitis benoisti;1;7;164;146;329;0.178155397241406;0.0745485855543419;NA;NA;NA;;;
Hoplitis bicallosa;0;0;0;8;0;NA;NA;NA;NA;NA;;;
Hoplitis bihamata;0;5;3;0;7;-0.00518709124706716;NA;NA;NA;NA;;;
Hoplitis bispinosa;0;0;0;1;9;0.534726846681456;NA;NA;NA;NA;;;
Hoplitis bisulca;0;0;5;142;267;0.0548998570355326;NA;NA;NA;NA;;;
Hoplitis brachypogon;0;0;0;43;68;NA;NA;NA;NA;NA;;;
Hoplitis cadiza;0;0;0;0;9;NA;NA;NA;NA;NA;;;
Hoplitis campanularis;0;0;1;12;5;0.0353605506515214;NA;NA;NA;NA;;;
Hoplitis carinata;0;0;0;2;3;NA;NA;NA;NA;NA;;;
Hoplitis ciliaris;0;0;2;6;6;NA;NA;NA;NA;NA;;;
Hoplitis claviventris;233;561;745;1466;3502;NA;NA;NA;NA;NA;;;
Hoplitis cristatula;6;2;4;53;116;0.149762703548812;NA;NA;NA;NA;;;
Hoplitis curtula;0;0;0;2;4;NA;NA;NA;NA;NA;;;
Hoplitis curvipes;0;0;0;13;4;NA;NA;NA;NA;NA;;;
Hoplitis cypriaca;0;0;0;1;2;NA;NA;NA;NA;NA;;;
Hoplitis dalmatica;11;2;7;38;111;0.0625678798247805;-0.00613220116236028;NA;NA;0.0595987231980313;;;
Hoplitis fabrei;0;0;2;112;30;0.263141399121328;NA;NA;NA;NA;;;
Hoplitis fasciculata;0;0;0;3;15;NA;NA;NA;NA;NA;;;
Hoplitis fertoni;0;0;1;6;46;NA;NA;NA;NA;NA;;;
Hoplitis fulva;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Hoplitis graeca;0;0;0;1;29;NA;NA;NA;NA;NA;;;
Hoplitis grossepunctata;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Hoplitis grumi;0;0;0;0;7;NA;NA;NA;NA;NA;;;
Hoplitis haemi;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Hoplitis hilbera;0;0;0;0;12;NA;NA;NA;NA;NA;;;
Hoplitis holmboei;0;0;0;1;0;NA;NA;NA;NA;NA;;;
Hoplitis idaensis;0;0;0;1;9;NA;NA;NA;NA;NA;;;
Hoplitis illyrica;0;0;1;44;13;0.0342616473324045;NA;NA;NA;NA;;;
Hoplitis insularis;0;1;3;2;2;NA;NA;NA;NA;NA;;;
Hoplitis jakovlevi;0;0;0;21;30;NA;NA;NA;NA;NA;;;
Hoplitis jheringii;0;1;0;7;10;-0.0500419095286126;NA;NA;NA;NA;;;
Hoplitis laevifrons;3;0;2;6;10;NA;NA;NA;NA;-0.00511003515860728;;;
Hoplitis lepeletieri;91;31;39;150;384;NA;-0.0158009754477384;NA;NA;0.231474111017649;;;
Hoplitis leucomelana;116;131;164;514;2148;NA;NA;NA;NA;NA;;;
Hoplitis limassolica;0;0;0;5;8;NA;NA;NA;NA;NA;;;
Hoplitis lithodorae;0;0;0;0;17;NA;NA;NA;NA;NA;;;
Hoplitis loti;71;45;50;157;344;NA;0.00613659190798454;NA;NA;-0.0403738139165991;;;
Hoplitis lysholmi;0;0;1;0;13;0.59774594719807;NA;NA;NA;NA;;;
Hoplitis manicata;5;2;17;73;113;NA;NA;NA;NA;NA;;;
Hoplitis manuelae;0;0;0;0;2;NA;NA;NA;NA;NA;;;
Hoplitis marchali;0;0;0;5;22;NA;NA;NA;NA;NA;;;
Hoplitis mazzuccoi;0;0;0;5;7;NA;NA;NA;NA;NA;;;
Hoplitis mitis;101;97;79;200;601;NA;NA;NA;NA;NA;;;
Hoplitis mocsaryi;0;0;0;7;6;NA;NA;NA;NA;NA;;;
Hoplitis mollis;0;0;1;0;0;NA;NA;NA;NA;NA;;;
Hoplitis monticola;0;0;0;8;3;NA;NA;NA;NA;NA;;;
Hoplitis nicolaei;0;0;1;8;7;NA;NA;NA;NA;NA;;;
Hoplitis obtusa;0;0;0;0;13;NA;NA;NA;NA;NA;;;
Hoplitis occidentalis;0;0;0;3;8;NA;NA;NA;NA;NA;;;
Hoplitis ochraceicornis;3;1;4;4;50;-0.000809388080769473;NA;NA;NA;NA;;;
Hoplitis onychophora;0;0;0;0;1;NA;NA;NA;NA;NA;;;
Hoplitis pallicornis;0;2;1;35;33;0.433806905247162;NA;NA;NA;0.128619395604498;;;
