Genus,Species,TAXON,European_Category,Taxa_group
Anasimyia,contracta,Anasimyia contracta,LC,Hoverfly
Anasimyia,femorata,Anasimyia femorata,EN,Hoverfly
Anasimyia,interpuncta,Anasimyia interpuncta,LC,Hoverfly
Anasimyia,lunulata,Anasimyia lunulata,LC,Hoverfly
Anasimyia,transfuga,Anasimyia transfuga,LC,Hoverfly
Arctosyrphus,willingii,Arctosyrphus willingii,DD,Hoverfly
Baccha,elongata,Baccha elongata,LC,Hoverfly
Blera,eoa,Blera eoa,EN,Hoverfly
Blera,fallax,Blera fallax,LC,Hoverfly
Brachyopa,minima,Brachyopa minima,CR,Hoverfly
Blera,nitens,Blera nitens,DD,Hoverfly
Brachyopa,atlantea,Brachyopa atlantea,DD,Hoverfly
Brachyopa,bicolor,Brachyopa bicolor,LC,Hoverfly
Brachyopa,bimaculosa,Brachyopa bimaculosa,EN,Hoverfly
Brachyopa,cinerea,Brachyopa cinerea,VU,Hoverfly
Brachyopa,dorsata,Brachyopa dorsata,LC,Hoverfly
Brachyopa,grunewaldensis,Brachyopa grunewaldensis,EN,Hoverfly
Brachyopa,insensilis,Brachyopa insensilis,LC,Hoverfly
Brachyopa,maculipennis,Brachyopa maculipennis,EN,Hoverfly
Brachyopa,obscura,Brachyopa obscura,LC,Hoverfly
Brachyopa,panzeri,Brachyopa panzeri,LC,Hoverfly
Brachyopa,pilosa,Brachyopa pilosa,LC,Hoverfly
Brachyopa,plena,Brachyopa plena,NT,Hoverfly
Brachyopa,quadrimaculosa,Brachyopa quadrimaculosa,EN,Hoverfly
Brachyopa,scutellaris,Brachyopa scutellaris,LC,Hoverfly
Brachyopa,silviae,Brachyopa silviae,EN,Hoverfly
Brachyopa,testacea,Brachyopa testacea,LC,Hoverfly
Brachyopa,vernalis,Brachyopa vernalis,EN,Hoverfly
Brachyopa,vittata,Brachyopa vittata,NT,Hoverfly
Brachyopa,zhelochovtsevi,Brachyopa zhelochovtsevi,DD,Hoverfly
Brachypalpoides,lentus,Brachypalpoides lentus,LC,Hoverfly
Brachypalpus,chrysites,Brachypalpus chrysites,VU,Hoverfly
Brachypalpus,laphriformis,Brachypalpus laphriformis,LC,Hoverfly
Brachypalpus,valgus,Brachypalpus valgus,LC,Hoverfly
Caliprobola,speciosa,Caliprobola speciosa,LC,Hoverfly
Callicera,aenea,Callicera aenea,VU,Hoverfly
Callicera,aurata,Callicera aurata,VU,Hoverfly
Callicera,fagesii,Callicera fagesii,EN,Hoverfly
Callicera,macquarti,Callicera macquarti,EN,Hoverfly
Callicera,rufa,Callicera rufa,VU,Hoverfly
Callicera,scintilla,Callicera scintilla,CR,Hoverfly
Callicera,spinolae,Callicera spinolae,VU,Hoverfly
Ceriana,conopsoides,Ceriana conopsoides,LC,Hoverfly
Ceriana,glaebosa,Ceriana glaebosa,EN,Hoverfly
Ceriana,vespiformis,Ceriana vespiformis,LC,Hoverfly
Chalcosyrphus,eumerus,Chalcosyrphus eumerus,DD,Hoverfly
Chalcosyrphus,eunotus,Chalcosyrphus eunotus,VU,Hoverfly
Chalcosyrphus,femoratus,Chalcosyrphus femoratus,VU,Hoverfly
Chalcosyrphus,jacobsoni,Chalcosyrphus jacobsoni,EN,Hoverfly
Chalcosyrphus,nemorum,Chalcosyrphus nemorum,LC,Hoverfly
Chalcosyrphus,nigripes,Chalcosyrphus nigripes,EN,Hoverfly
Chalcosyrphus,nitidus,Chalcosyrphus nitidus,DD,Hoverfly
Chalcosyrphus,obscurus,Chalcosyrphus obscurus,DD,Hoverfly
Chalcosyrphus,pannonicus,Chalcosyrphus pannonicus,EN,Hoverfly
Chalcosyrphus,piger,Chalcosyrphus piger,LC,Hoverfly
Chalcosyrphus,rufipes,Chalcosyrphus rufipes,EN,Hoverfly
Chalcosyrphus,valgus,Chalcosyrphus valgus,LC,Hoverfly
Cheilosia,aerea,Cheilosia aerea,LC,Hoverfly
Cheilosia,ahenea,Cheilosia ahenea,DD,Hoverfly
Cheilosia,alba,Cheilosia alba,EN,Hoverfly
Cheilosia,albipila,Cheilosia albipila,LC,Hoverfly
Cheilosia,albitarsis,Cheilosia albitarsis,LC,Hoverfly
Cheilosia,alpestris,Cheilosia alpestris,EN,Hoverfly
Cheilosia,alpina,Cheilosia alpina,EN,Hoverfly
Cheilosia,andalusiaca,Cheilosia andalusiaca,EN,Hoverfly
Cheilosia,angustigenis,Cheilosia angustigenis,LC,Hoverfly
Cheilosia,antiqua,Cheilosia antiqua,LC,Hoverfly
Cheilosia,aristata,Cheilosia aristata,EN,Hoverfly
Cheilosia,balkana,Cheilosia balkana,EN,Hoverfly
Cheilosia,barbafacies,Cheilosia barbafacies,EN,Hoverfly
Cheilosia,barbata,Cheilosia barbata,LC,Hoverfly
Cheilosia,beckeri,Cheilosia beckeri,EN,Hoverfly
Cheilosia,bergenstammi,Cheilosia bergenstammi,LC,Hoverfly
Cheilosia,brachysoma,Cheilosia brachysoma,DD,Hoverfly
Cheilosia,bracusi,Cheilosia bracusi,LC,Hoverfly
Cheilosia,brunnipennis,Cheilosia brunnipennis,LC,Hoverfly
Cheilosia,caerulescens,Cheilosia caerulescens,LC,Hoverfly
Cheilosia,candida,Cheilosia candida,DD,Hoverfly
Cheilosia,canicularis,Cheilosia canicularis,LC,Hoverfly
Cheilosia,carbonaria,Cheilosia carbonaria,LC,Hoverfly
Cheilosia,chloris,Cheilosia chloris,LC,Hoverfly
Cheilosia,chrysocoma,Cheilosia chrysocoma,LC,Hoverfly
Cheilosia,clama,Cheilosia clama,EN,Hoverfly
Cheilosia,clausseni,Cheilosia clausseni,EN,Hoverfly
Cheilosia,crassiseta,Cheilosia crassiseta,EN,Hoverfly
Cheilosia,cumanica,Cheilosia cumanica,LC,Hoverfly
Cheilosia,cynocephala,Cheilosia cynocephala,LC,Hoverfly
Cheilosia,derasa,Cheilosia derasa,LC,Hoverfly
Cheilosia,fasciata,Cheilosia fasciata,LC,Hoverfly
Cheilosia,faucis,Cheilosia faucis,EN,Hoverfly
Cheilosia,flavipes,Cheilosia flavipes,LC,Hoverfly
Cheilosia,flavissima,Cheilosia flavissima,LC,Hoverfly
Cheilosia,fraterna,Cheilosia fraterna,LC,Hoverfly
Cheilosia,frontalis,Cheilosia frontalis,LC,Hoverfly
Cheilosia,gagatea,Cheilosia gagatea,EN,Hoverfly
Cheilosia,gigantea,Cheilosia gigantea,LC,Hoverfly
Cheilosia,gorodkovi,Cheilosia gorodkovi,EN,Hoverfly
Cheilosia,griseifacies,Cheilosia griseifacies,EN,Hoverfly
Cheilosia,grisella,Cheilosia grisella,LC,Hoverfly
Cheilosia,grossa,Cheilosia grossa,LC,Hoverfly
Cheilosia,herculana,Cheilosia herculana,EN,Hoverfly
Cheilosia,hercyniae,Cheilosia hercyniae,EN,Hoverfly
Cheilosia,himantopa,Cheilosia himantopa,LC,Hoverfly
Cheilosia,hypena,Cheilosia hypena,LC,Hoverfly
Cheilosia,iberica,Cheilosia iberica,EN,Hoverfly
Cheilosia,illustrata,Cheilosia illustrata,LC,Hoverfly
Cheilosia,impressa,Cheilosia impressa,LC,Hoverfly
Cheilosia,impudens,Cheilosia impudens,EN,Hoverfly
Cheilosia,ingerae,Cheilosia ingerae,EN,Hoverfly
Cheilosia,insignis,Cheilosia insignis,EN,Hoverfly
Cheilosia,katara,Cheilosia katara,CR,Hoverfly
Cheilosia,kerteszi,Cheilosia kerteszi,EN,Hoverfly
Cheilosia,laeviseta,Cheilosia laeviseta,EN,Hoverfly
Cheilosia,laeviventris,Cheilosia laeviventris,EN,Hoverfly
Cheilosia,lasiopa,Cheilosia lasiopa,LC,Hoverfly
Cheilosia,laticornis,Cheilosia laticornis,LC,Hoverfly
Cheilosia,latifrons,Cheilosia latifrons,LC,Hoverfly
Cheilosia,latigenis,Cheilosia latigenis,EN,Hoverfly
Cheilosia,lenis,Cheilosia lenis,LC,Hoverfly
Cheilosia,lenta,Cheilosia lenta,EN,Hoverfly
Cheilosia,limbicornis,Cheilosia limbicornis,EN,Hoverfly
Cheilosia,loewi,Cheilosia loewi,EN,Hoverfly
Cheilosia,longula,Cheilosia longula,LC,Hoverfly
Cheilosia,lucense,Cheilosia lucense,EN,Hoverfly
Cheilosia,luteicornis,Cheilosia luteicornis,LC,Hoverfly
Cheilosia,marginata,Cheilosia marginata,NT,Hoverfly
Cheilosia,melanopa,Cheilosia melanopa,LC,Hoverfly
Cheilosia,melanura,Cheilosia melanura,LC,Hoverfly
Cheilosia,montana,Cheilosia montana,EN,Hoverfly
Cheilosia,morio,Cheilosia morio,EN,Hoverfly
Cheilosia,mutabilis,Cheilosia mutabilis,LC,Hoverfly
Cheilosia,naruska,Cheilosia naruska,NT,Hoverfly
Cheilosia,nebulosa,Cheilosia nebulosa,LC,Hoverfly
Cheilosia,nigripes,Cheilosia nigripes,LC,Hoverfly
Cheilosia,nivalis,Cheilosia nivalis,EN,Hoverfly
Cheilosia,orthotricha,Cheilosia orthotricha,LC,Hoverfly
Cheilosia,pagana,Cheilosia pagana,LC,Hoverfly
Cheilosia,paralobi,Cheilosia paralobi,EN,Hoverfly
Cheilosia,pascuorum,Cheilosia pascuorum,LC,Hoverfly
Cheilosia,pedemontana,Cheilosia pedemontana,EN,Hoverfly
Cheilosia,pedestris,Cheilosia pedestris,EN,Hoverfly
Cheilosia,personata,Cheilosia personata,LC,Hoverfly
Cheilosia,pictipennis,Cheilosia pictipennis,EN,Hoverfly
Cheilosia,pilifer,Cheilosia pilifer,EN,Hoverfly
Cheilosia,pini,Cheilosia pini,EN,Hoverfly
Cheilosia,proxima,Cheilosia proxima,LC,Hoverfly
Cheilosia,psilophthalma,Cheilosia psilophthalma,LC,Hoverfly
Cheilosia,pubera,Cheilosia pubera,LC,Hoverfly
Cheilosia,ranunculi,Cheilosia ranunculi,LC,Hoverfly
Cheilosia,redi,Cheilosia redi,LC,Hoverfly
Cheilosia,reniformis,Cheilosia reniformis,VU,Hoverfly
Cheilosia,rhodiolae,Cheilosia rhodiolae,DD,Hoverfly
Cheilosia,rhynchops,Cheilosia rhynchops,LC,Hoverfly
Cheilosia,rodgersi,Cheilosia rodgersi,EN,Hoverfly
Cheilosia,rufimana,Cheilosia rufimana,LC,Hoverfly
Cheilosia,sahlbergi,Cheilosia sahlbergi,DD,Hoverfly
Cheilosia,schnabli,Cheilosia schnabli,EN,Hoverfly
Cheilosia,scutellata,Cheilosia scutellata,LC,Hoverfly
Cheilosia,semifasciata,Cheilosia semifasciata,LC,Hoverfly
Cheilosia,sootryeni,Cheilosia sootryeni,LC,Hoverfly
Cheilosia,soror,Cheilosia soror,LC,Hoverfly
Cheilosia,subpictipennis,Cheilosia subpictipennis,EN,Hoverfly
Cheilosia,thessala,Cheilosia thessala,EN,Hoverfly
Cheilosia,tonsa,Cheilosia tonsa,EN,Hoverfly
Cheilosia,urbana,Cheilosia urbana,LC,Hoverfly
Cheilosia,uviformis,Cheilosia uviformis,LC,Hoverfly
Cheilosia,vangaveri,Cheilosia vangaveri,EN,Hoverfly
Cheilosia,variabilis,Cheilosia variabilis,LC,Hoverfly
Cheilosia,varnensis,Cheilosia varnensis,CR,Hoverfly
Cheilosia,velutina,Cheilosia velutina,LC,Hoverfly
Cheilosia,venosa,Cheilosia venosa,EN,Hoverfly
Cheilosia,vernalis,Cheilosia vernalis,LC,Hoverfly
Cheilosia,vicina,Cheilosia vicina,LC,Hoverfly
Cheilosia,vujici,Cheilosia vujici,EN,Hoverfly
Cheilosia,vulpina,Cheilosia vulpina,LC,Hoverfly
Chrysogaster,basalis,Chrysogaster basalis,VU,Hoverfly
Chrysogaster,cemiteriorum,Chrysogaster cemiteriorum,LC,Hoverfly
Chrysogaster,mediterraneus,Chrysogaster mediterraneus,EN,Hoverfly
Chrysogaster,musatovi,Chrysogaster musatovi,DD,Hoverfly
Chrysogaster,rondanii,Chrysogaster rondanii,EN,Hoverfly
Chrysogaster,simplex,Chrysogaster simplex,EN,Hoverfly
Chrysogaster,solstitialis,Chrysogaster solstitialis,LC,Hoverfly
Chrysogaster,virescens,Chrysogaster virescens,NT,Hoverfly
Chrysosyrphus,nasutus,Chrysosyrphus nasutus,LC,Hoverfly
Chrysosyrphus,nigra,Chrysosyrphus nigra,LC,Hoverfly
Chrysotoxum,arcuatum,Chrysotoxum arcuatum,LC,Hoverfly
Chrysotoxum,bicinctum,Chrysotoxum bicinctum,LC,Hoverfly
Chrysotoxum,cautum,Chrysotoxum cautum,LC,Hoverfly
Chrysotoxum,cisalpinum,Chrysotoxum cisalpinum,VU,Hoverfly
Chrysotoxum,elegans,Chrysotoxum elegans,NT,Hoverfly
Chrysotoxum,fasciolatum,Chrysotoxum fasciolatum,LC,Hoverfly
Chrysotoxum,festivum,Chrysotoxum festivum,LC,Hoverfly
Chrysotoxum,gracile,Chrysotoxum gracile,EN,Hoverfly
Chrysotoxum,intermedium,Chrysotoxum intermedium,LC,Hoverfly
Chrysotoxum,lineare,Chrysotoxum lineare,EN,Hoverfly
Chrysotoxum,montanum,Chrysotoxum montanum,NT,Hoverfly
Chrysotoxum,octomaculatum,Chrysotoxum octomaculatum,NT,Hoverfly
Chrysotoxum,orthostylum,Chrysotoxum orthostylum,VU,Hoverfly
Chrysotoxum,parmense,Chrysotoxum parmense,EN,Hoverfly
Chrysotoxum,tomentosum,Chrysotoxum tomentosum,LC,Hoverfly
Chrysotoxum,triarcuatum,Chrysotoxum triarcuatum,VU,Hoverfly
Chrysotoxum,vernale,Chrysotoxum vernale,LC,Hoverfly
Chrysotoxum,verralli,Chrysotoxum verralli,LC,Hoverfly
Chrysotoxum,volaticum,Chrysotoxum volaticum,LC,Hoverfly
Claussenia,hispanica,Claussenia hispanica,EN,Hoverfly
Copestylum,melleum,Copestylum melleum,NA,Hoverfly
Criorhina,asilica,Criorhina asilica,LC,Hoverfly
Criorhina,berberina,Criorhina berberina,LC,Hoverfly
Criorhina,floccosa,Criorhina floccosa,LC,Hoverfly
Criorhina,pachymera,Criorhina pachymera,LC,Hoverfly
Criorhina,ranunculi,Criorhina ranunculi,LC,Hoverfly
Cryptopipiza,notabila,Cryptopipiza notabila,EN,Hoverfly
Dasysyrphus,albostriatus,Dasysyrphus albostriatus,LC,Hoverfly
Dasysyrphus,eggeri,Dasysyrphus eggeri,EN,Hoverfly
Dasysyrphus,friuliensis,Dasysyrphus friuliensis,LC,Hoverfly
Dasysyrphus,hilaris,Dasysyrphus hilaris,LC,Hoverfly
Dasysyrphus,lenensis,Dasysyrphus lenensis,LC,Hoverfly
Dasysyrphus,neovenustus,Dasysyrphus neovenustus,LC,Hoverfly
Dasysyrphus,nigricornis,Dasysyrphus nigricornis,NT,Hoverfly
Dasysyrphus,pauxillus,Dasysyrphus pauxillus,LC,Hoverfly
Dasysyrphus,pinastri,Dasysyrphus pinastri,LC,Hoverfly
Dasysyrphus,postclaviger,Dasysyrphus postclaviger,LC,Hoverfly
Dasysyrphus,tricinctus,Dasysyrphus tricinctus,LC,Hoverfly
Epistrophe,leiophthalma,Epistrophe leiophthalma,EN,Hoverfly
Dasysyrphus,venustus,Dasysyrphus venustus,LC,Hoverfly
Didea,alneti,Didea alneti,LC,Hoverfly
Didea,fasciata,Didea fasciata,LC,Hoverfly
Didea,intermedia,Didea intermedia,LC,Hoverfly
Doros,destillatorius,Doros destillatorius,EN,Hoverfly
Doros,profuges,Doros profuges,LC,Hoverfly
Epistrophe,annulitarsis,Epistrophe annulitarsis,LC,Hoverfly
Epistrophe,cryptica,Epistrophe cryptica,LC,Hoverfly
Epistrophe,diaphana,Epistrophe diaphana,LC,Hoverfly
Epistrophe,eligans,Epistrophe eligans,LC,Hoverfly
Epistrophe,flava,Epistrophe flava,LC,Hoverfly
Epistrophe,grossulariae,Epistrophe grossulariae,LC,Hoverfly
Epistrophe,melanostoma,Epistrophe melanostoma,LC,Hoverfly
Epistrophe,nitidicollis,Epistrophe nitidicollis,LC,Hoverfly
Epistrophe,obscuripes,Epistrophe obscuripes,LC,Hoverfly
Epistrophe,ochrostoma,Epistrophe ochrostoma,LC,Hoverfly
Epistrophe,olgae,Epistrophe olgae,LC,Hoverfly
Epistrophella,coronata,Epistrophella coronata,EN,Hoverfly
Epistrophella,euchroma,Epistrophella euchroma,LC,Hoverfly
