Genus,Species,TAXON,European_Category,Taxa_group
Anthophora,porphyrea,Anthophora porphyrea,VU,Bees
Hylaeus,koenigsmanni,Hylaeus koenigsmanni,EN,Bees
Andrena,murana,Andrena murana,LC,Bees
Andrena,chelma,Andrena chelma,CR,Bees
Hoplitis,tkalcuella,Hoplitis tkalcuella,LC,Bees
Eucera,codinai,Eucera codinai,LC,Bees
Lasioglossum,arctifrons,Lasioglossum arctifrons,LC,Bees
Andrena,montarca,Andrena montarca,EN,Bees
Nomada,cypricola,Nomada cypricola,EN,Bees
Dufourea,longiglossa,Dufourea longiglossa,DD,Bees
Andrena,fulvata,Andrena fulvata,LC,Bees
Hoplitis,tenuispina,Hoplitis tenuispina,LC,Bees
Lasioglossum,vergilianum,Lasioglossum vergilianum,DD,Bees
Nomada,standfussi,Nomada standfussi,LC,Bees
Protosmia,minutula,Protosmia minutula,LC,Bees
Andrena,helenica,Andrena helenica,DD,Bees
Andrena,sandanskia,Andrena sandanskia,LC,Bees
Chelostoma,hellenicum,Chelostoma hellenicum,LC,Bees
Rophites,hellenicus,Rophites hellenicus,LC,Bees
Dufourea,coeruleocephala,Dufourea coeruleocephala,DD,Bees
Andrena,nilotica,Andrena nilotica,NT,Bees
Andrena,bucephala,Andrena bucephala,LC,Bees
Dufourea,iris,Dufourea iris,DD,Bees
Hylaeus,hellenicus,Hylaeus hellenicus,EN,Bees
Nomada,priesneri,Nomada priesneri,LC,Bees
Andrena,sphecodimorpha,Andrena sphecodimorpha,LC,Bees
Nomada,similis,Nomada similis,LC,Bees
Sphecodes,pseudocrassus,Sphecodes pseudocrassus,DD,Bees
Amegilla,canifrons,Amegilla canifrons,LC,Bees
Osmia,ariadne,Osmia ariadne,DD,Bees
Hylaeus,penalaris,Hylaeus penalaris,DD,Bees
Andrena,lineolata,Andrena lineolata,NT,Bees
Tetralonia,lyncea,Tetralonia lyncea,LC,Bees
Megachile,baetica,Megachile baetica,NT,Bees
Andrena,freygessneri,Andrena freygessneri,NT,Bees
Andrena,rogenhoferi,Andrena rogenhoferi,LC,Bees
Megachile,fuerteventurae,Megachile fuerteventurae,LC,Bees
Panurginus,tyrolensis,Panurginus tyrolensis,DD,Bees
Hylaeus,azorae,Hylaeus azorae,DD,Bees
Hoplitis,hilbera,Hoplitis hilbera,DD,Bees
Hoplitis,lithodorae,Hoplitis lithodorae,LC,Bees
Hoplitis,manuelae,Hoplitis manuelae,DD,Bees
Nomada,cretensis,Nomada cretensis,LC,Bees
Sphecodes,combai,Sphecodes combai,LC,Bees
Sphecodes,creticus,Sphecodes creticus,LC,Bees
Sphecodes,cypricus,Sphecodes cypricus,LC,Bees
Sphecodes,gomerensis,Sphecodes gomerensis,DD,Bees
Sphecodes,larochei,Sphecodes larochei,LC,Bees
Sphecodes,piceohirtus,Sphecodes piceohirtus,VU,Bees
Sphecodes,rubripes,Sphecodes rubripes,LC,Bees
Lasioglossum,ragusanum,Lasioglossum ragusanum,DD,Bees
Nomada,gredosiana,Nomada gredosiana,DD,Bees
Nomada,kriesteni,Nomada kriesteni,LC,Bees
Nomada,mandibularis,Nomada mandibularis,NT,Bees
Rhophitoides,epiroticus,Rhophitoides epiroticus,LC,Bees
Anthophora,gallica,Anthophora gallica,LC,Bees
Anthophora,nigrovittata,Anthophora nigrovittata,LC,Bees
Andrena,batava,Andrena batava,DD,Bees
Andrena,gredana,Andrena gredana,LC,Bees
Andrena,pauxilla,Andrena pauxilla,DD,Bees
Andrena,notata,Andrena notata,DD,Bees
Andrena,dourada,Andrena dourada,NT,Bees
Anthophora,balearica,Anthophora balearica,LC,Bees
Chelostoma,stefanii,Chelostoma stefanii,LC,Bees
Andrena,acuta,Andrena acuta,LC,Bees
Andrena,benoisti,Andrena benoisti,LC,Bees
Andrena,catula,Andrena catula,LC,Bees
Andrena,fortipunctata,Andrena fortipunctata,DD,Bees
Andrena,gomerensis,Andrena gomerensis,LC,Bees
Andrena,pelagonia,Andrena pelagonia,DD,Bees
Andrena,pirinia,Andrena pirinia,DD,Bees
Melecta,rutenica,Melecta rutenica,DD,Bees
Hoplitis,galichicae,Hoplitis galichicae,VU,Bees
Stelis,hungarica,Stelis hungarica,DD,Bees
Dasypoda,michezi,Dasypoda michezi,DD,Bees
Megachile,troodica,Megachile troodica,DD,Bees
Andrena,croatica,Andrena croatica,DD,Bees
Andrena,croceiventris,Andrena croceiventris,NT,Bees
Andrena,maderensis,Andrena maderensis,LC,Bees
Andrena,gelriae,Andrena gelriae,VU,Bees
Flavipanurgus,ibericus,Flavipanurgus ibericus,NT,Bees
Flavipanurgus,kastiliensis,Flavipanurgus kastiliensis,LC,Bees
Andrena,allosa,Andrena allosa,NT,Bees
Megachile,apennina,Megachile apennina,LC,Bees
Anthidiellum,breviusculum,Anthidiellum breviusculum,LC,Bees
Hoplitis,perambigua,Hoplitis perambigua,LC,Bees
Hoplitis,taurica,Hoplitis taurica,DD,Bees
Hylaeus,decipiens,Hylaeus decipiens,DD,Bees
Nomada,subcornuta,Nomada subcornuta,LC,Bees
Systropha,grandimargo,Systropha grandimargo,LC,Bees
Hoplitis,corcyraea,Hoplitis corcyraea,DD,Bees
Andrena,wollastoni,Andrena wollastoni,LC,Bees
Andrena,juliae,Andrena juliae,DD,Bees
Andrena,ortizi,Andrena ortizi,VU,Bees
Andrena,ghisbaini,Andrena ghisbaini,DD,Bees
Andrena,laevicorpus,Andrena laevicorpus,LC,Bees
Andrena,graciliata,Andrena graciliata,DD,Bees
Andrena,lecana,Andrena lecana,LC,Bees
Ammobates,melectoides,Ammobates melectoides,EN,Bees
Seladonia,cretella,Seladonia cretella,LC,Bees
Andrena,chaetogastra,Andrena chaetogastra,CR,Bees
Andrena,robusta,Andrena robusta,DD,Bees
Afranthidium,schulthessii,Afranthidium schulthessii,LC,Bees
Hoplitis,bihamata,Hoplitis bihamata,LC,Bees
Hoplitis,submanicata,Hoplitis submanicata,LC,Bees
Andrena,antonellae,Andrena antonellae,DD,Bees
Andrena,contracta,Andrena contracta,VU,Bees
Andrena,foeniculae,Andrena foeniculae,LC,Bees
Andrena,gades,Andrena gades,DD,Bees
Andrena,juliana,Andrena juliana,VU,Bees
Andrena,levante,Andrena levante,DD,Bees
Andrena,pileata,Andrena pileata,DD,Bees
Andrena,ramosa,Andrena ramosa,LC,Bees
Halopanurgus,baldocki,Halopanurgus baldocki,VU,Bees
Bombus,konradini,Bombus konradini,EN,Bees
Bombus,renardi,Bombus renardi,NT,Bees
Bombus,xanthopus,Bombus xanthopus,LC,Bees
Eucera,matalae,Eucera matalae,LC,Bees
Nomada,achaica,Nomada achaica,DD,Bees
Nomada,breviscapa,Nomada breviscapa,DD,Bees
Nomada,elsei,Nomada elsei,EN,Bees
Nomada,gageae,Nomada gageae,DD,Bees
Nomada,halophila,Nomada halophila,VU,Bees
Nomada,legoffi,Nomada legoffi,LC,Bees
Nomada,maxschwarzi,Nomada maxschwarzi,DD,Bees
Nomada,simulatrix,Nomada simulatrix,DD,Bees
Nomada,smiti,Nomada smiti,LC,Bees
Nomada,teunisseni,Nomada teunisseni,DD,Bees
Nomada,yermasoyiae,Nomada yermasoyiae,DD,Bees
Tetralonia,gennargentui,Tetralonia gennargentui,LC,Bees
Colletes,jansmiti,Colletes jansmiti,DD,Bees
Hylaeus,mariannae,Hylaeus mariannae,EN,Bees
Hylaeus,moniae,Hylaeus moniae,DD,Bees
Dufourea,balearica,Dufourea balearica,VU,Bees
Halictus,candiae,Halictus candiae,EN,Bees
Halictus,toparensis,Halictus toparensis,NT,Bees
Lasioglossum,aphrodite,Lasioglossum aphrodite,LC,Bees
Hoplitis,stecki,Hoplitis stecki,LC,Bees
Megachile,posti,Megachile posti,DD,Bees
Protosmia,lusitanica,Protosmia lusitanica,DD,Bees
Rhodanthidium,rufocinctum,Rhodanthidium rufocinctum,LC,Bees
Andrena,erodiorum,Andrena erodiorum,DD,Bees
Colletes,standfussi,Colletes standfussi,DD,Bees
Andrena,heterodoxa,Andrena heterodoxa,CR,Bees
Megachile,cressa,Megachile cressa,DD,Bees
Megachile,cypricola,Megachile cypricola,VU,Bees
Megachile,lucidifrons,Megachile lucidifrons,DD,Bees
Andrena,pruinosa,Andrena pruinosa,LC,Bees
Andrena,varuga,Andrena varuga,LC,Bees
Sphecodes,aetnensis,Sphecodes aetnensis,DD,Bees
Nomiapis,paulyi,Nomiapis paulyi,LC,Bees
Andrena,parata,Andrena parata,DD,Bees
Andrena,tenostra,Andrena tenostra,DD,Bees
Andrena,isolata,Andrena isolata,VU,Bees
Nomiapis,susannae,Nomiapis susannae,LC,Bees
Nomada,montarco,Nomada montarco,CR,Bees
Andrena,donata,Andrena donata,LC,Bees
Bombus,argillaceus,Bombus argillaceus,LC,Bees
Bombus,bohemicus,Bombus bohemicus,LC,Bees
Ceratina,acuta,Ceratina acuta,LC,Bees
Ceratina,albosticta,Ceratina albosticta,NA,Bees
Ceratina,bispinosa,Ceratina bispinosa,LC,Bees
Ceratina,callosa,Ceratina callosa,LC,Bees
Ceratina,chalcites,Ceratina chalcites,LC,Bees
Ceratina,chalybea,Ceratina chalybea,LC,Bees
Ceratina,chrysomalla,Ceratina chrysomalla,NT,Bees
Ceratina,cucurbitina,Ceratina cucurbitina,LC,Bees
Ceratina,cyanea,Ceratina cyanea,LC,Bees
Ceratina,dallatorreana,Ceratina dallatorreana,LC,Bees
Ceratina,dentiventris,Ceratina dentiventris,LC,Bees
Ceratina,loewi,Ceratina loewi,LC,Bees
Ceratina,mandibularis,Ceratina mandibularis,LC,Bees
Ceratina,mocsaryi,Ceratina mocsaryi,LC,Bees
Ceratina,moricei,Ceratina moricei,LC,Bees
Ceratina,nigroaenea,Ceratina nigroaenea,LC,Bees
Ceratina,nigrolabiata,Ceratina nigrolabiata,LC,Bees
Ceratina,parvula,Ceratina parvula,LC,Bees
Ceratina,sakagamii,Ceratina sakagamii,DD,Bees
Ceratina,saundersi,Ceratina saundersi,LC,Bees
Ceratina,schwarzi,Ceratina schwarzi,LC,Bees
Ceratina,tarsata,Ceratina tarsata,NA,Bees
Ceratina,zandeni,Ceratina zandeni,NA,Bees
Ceratina,zwakhalsi,Ceratina zwakhalsi,NA,Bees
Dasypoda,albimana,Dasypoda albimana,DD,Bees
Dasypoda,argentata,Dasypoda argentata,VU,Bees
Dasypoda,braccata,Dasypoda braccata,EN,Bees
Dasypoda,cingulata,Dasypoda cingulata,LC,Bees
Dasypoda,crassicornis,Dasypoda crassicornis,LC,Bees
Dasypoda,dusmeti,Dasypoda dusmeti,LC,Bees
Dasypoda,frieseana,Dasypoda frieseana,EN,Bees
Dasypoda,hirtipes,Dasypoda hirtipes,LC,Bees
Dasypoda,pyriformis,Dasypoda pyriformis,LC,Bees
Dasypoda,pyrotrichia,Dasypoda pyrotrichia,LC,Bees
Dasypoda,spinigera,Dasypoda spinigera,EN,Bees
Dasypoda,suripes,Dasypoda suripes,EN,Bees
Dasypoda,visnaga,Dasypoda visnaga,LC,Bees
Macropis,europaea,Macropis europaea,LC,Bees
Macropis,frivaldszkyi,Macropis frivaldszkyi,NT,Bees
Macropis,fulvipes,Macropis fulvipes,LC,Bees
Melitta,aegyptiaca,Melitta aegyptiaca,NT,Bees
Melitta,budensis,Melitta budensis,LC,Bees
Melitta,dimidiata,Melitta dimidiata,NT,Bees
Melitta,haemorrhoidalis,Melitta haemorrhoidalis,LC,Bees
Melitta,leporina,Melitta leporina,LC,Bees
Melitta,maura,Melitta maura,DD,Bees
Melitta,melanura,Melitta melanura,EN,Bees
Melitta,nigricans,Melitta nigricans,LC,Bees
Melitta,schmiedeknechti,Melitta schmiedeknechti,DD,Bees
Melitta,tricincta,Melitta tricincta,NT,Bees
Xylocopa,amedaei,Xylocopa amedaei,NA,Bees
Xylocopa,cantabrita,Xylocopa cantabrita,LC,Bees
Xylocopa,iris,Xylocopa iris,LC,Bees
Xylocopa,olivieri,Xylocopa olivieri,LC,Bees
Xylocopa,valga,Xylocopa valga,LC,Bees
Xylocopa,violacea,Xylocopa violacea,LC,Bees
Bombus,brodmannicus,Bombus brodmannicus,NT,Bees
Bombus,campestris,Bombus campestris,LC,Bees
Bombus,cingulatus,Bombus cingulatus,NT,Bees
Bombus,confusus,Bombus confusus,VU,Bees
Bombus,consobrinus,Bombus consobrinus,NT,Bees
Bombus,cryptarum,Bombus cryptarum,LC,Bees
Bombus,deuteronymus,Bombus deuteronymus,DD,Bees
Bombus,distinguendus,Bombus distinguendus,VU,Bees
Bombus,flavidus,Bombus flavidus,LC,Bees
Bombus,fragrans,Bombus fragrans,EN,Bees
Bombus,gerstaeckeri,Bombus gerstaeckeri,NT,Bees
Bombus,glacialis,Bombus glacialis,VU,Bees
Bombus,haematurus,Bombus haematurus,LC,Bees
Bombus,humilis,Bombus humilis,LC,Bees
Bombus,hypnorum,Bombus hypnorum,LC,Bees
Bombus,jonellus,Bombus jonellus,LC,Bees
Bombus,lapidarius,Bombus lapidarius,LC,Bees
Bombus,mesomelas,Bombus mesomelas,LC,Bees
Bombus,mlokosievitzii,Bombus mlokosievitzii,DD,Bees
Bombus,modestus,Bombus modestus,VU,Bees
Bombus,niveatus,Bombus niveatus,LC,Bees
Bombus,norvegicus,Bombus norvegicus,LC,Bees
Bombus,pascuorum,Bombus pascuorum,LC,Bees
Bombus,patagiatus,Bombus patagiatus,NT,Bees
Bombus,pomorum,Bombus pomorum,VU,Bees
Bombus,pratorum,Bombus pratorum,LC,Bees
Bombus,quadricolor,Bombus quadricolor,LC,Bees
Bombus,ruderarius,Bombus ruderarius,LC,Bees
Bombus,ruderatus,Bombus ruderatus,LC,Bees
Bombus,rupestris,Bombus rupestris,LC,Bees
Bombus,saltuarius,Bombus saltuarius,NA,Bees
Bombus,schrencki,Bombus schrencki,LC,Bees
Bombus,semenoviellus,Bombus semenoviellus,LC,Bees
Bombus,sichelii,Bombus sichelii,LC,Bees
Bombus,soroeensis,Bombus soroeensis,LC,Bees
Bombus,sporadicus,Bombus sporadicus,NT,Bees
Bombus,subterraneus,Bombus subterraneus,NT,Bees
Bombus,sylvarum,Bombus sylvarum,LC,Bees
Bombus,sylvestris,Bombus sylvestris,LC,Bees
Bombus,veteranus,Bombus veteranus,NT,Bees
Bombus,wurflenii,Bombus wurflenii,LC,Bees
Bombus,zonatus,Bombus zonatus,EN,Bees
Bombus,armeniacus,Bombus armeniacus,EN,Bees
Bombus,barbutellus,Bombus barbutellus,LC,Bees
Bombus,cullumanus,Bombus cullumanus,CR,Bees
Amegilla,albigena,Amegilla albigena,LC,Bees
Biastes,brevicornis,Biastes brevicornis,LC,Bees
Thyreus,affinis,Thyreus affinis,LC,Bees
Pasites,maculatus,Pasites maculatus,LC,Bees
Parammobatodes,maroccanus,Parammobatodes maroccanus,NA,Bees
Ammobatoides,abdominalis,Ammobatoides abdominalis,EN,Bees
Eucera,aequata,Eucera aequata,LC,Bees
Tetralonia,malvae,Tetralonia malvae,LC,Bees
Melecta,aegyptiaca,Melecta aegyptiaca,DD,Bees
Tetralonia,alticincta,Tetralonia alticincta,LC,Bees
Epeoloides,coecutiens,Epeoloides coecutiens,LC,Bees
Eucera,morio,Eucera morio,EN,Bees
Tarsalia,ancyliformis,Tarsalia ancyliformis,LC,Bees
Ammobates,armeniacus,Ammobates armeniacus,VU,Bees
Nomada,carnifex,Nomada carnifex,LC,Bees
Chiasmognathus,orientanus,Chiasmognathus orientanus,NT,Bees
Ancyla,asiatica,Ancyla asiatica,NA,Bees
Schmiedeknechtia,oraniensis,Schmiedeknechtia oraniensis,NA,Bees
Anthophora,aestivalis,Anthophora aestivalis,LC,Bees
Triepeolus,tristis,Triepeolus tristis,VU,Bees
Tetralonia,strigata,Tetralonia strigata,LC,Bees
Eucera,digitata,Eucera digitata,LC,Bees
Anthophora,rogenhoferi,Anthophora rogenhoferi,LC,Bees
Eucera,squamosa,Eucera squamosa,LC,Bees
Eucera,nigrifacies,Eucera nigrifacies,LC,Bees
Nomada,umbrosa,Nomada umbrosa,LC,Bees
Melecta,guichardi,Melecta guichardi,DD,Bees
Nomada,trapeziformis,Nomada trapeziformis,CR,Bees
Ammobates,rufiventris,Ammobates rufiventris,DD,Bees
Nomada,cruenta,Nomada cruenta,NT,Bees
Tetralonia,nana,Tetralonia nana,LC,Bees
Melecta,obscura,Melecta obscura,LC,Bees
Nomada,conjungens,Nomada conjungens,LC,Bees
Thyreus,scutellaris,Thyreus scutellaris,DD,Bees
Nomada,pulchra,Nomada pulchra,EN,Bees
Eucera,excisa,Eucera excisa,CR,Bees
Nomada,rubriventris,Nomada rubriventris,DD,Bees
Nomada,alboguttata,Nomada alboguttata,LC,Bees
Anthophora,retusa,Anthophora retusa,LC,Bees
Eucera,proxima,Eucera proxima,LC,Bees
Nomada,tenella,Nomada tenella,EN,Bees
Nomada,flavopicta,Nomada flavopicta,LC,Bees
Melecta,duodecimmaculata,Melecta duodecimmaculata,NT,Bees
Nomada,symphyti,Nomada symphyti,NT,Bees
Anthophora,quadrimaculata,Anthophora quadrimaculata,LC,Bees
Eucera,parnassia,Eucera parnassia,LC,Bees
Nomada,leucophthalma,Nomada leucophthalma,LC,Bees
Amegilla,fasciata,Amegilla fasciata,LC,Bees
Epeolus,tarsalis,Epeolus tarsalis,LC,Bees
Amegilla,savignyi,Amegilla savignyi,LC,Bees
Amegilla,garrula,Amegilla garrula,LC,Bees
Eucera,fasciata,Eucera fasciata,LC,Bees
Eucera,lanuginosa,Eucera lanuginosa,LC,Bees
Nomada,stoeckherti,Nomada stoeckherti,LC,Bees
Eucera,maroccana,Eucera maroccana,LC,Bees
Anthophora,pubescens,Anthophora pubescens,LC,Bees
Eucera,transitoria,Eucera transitoria,NA,Bees
Nomada,dolosa,Nomada dolosa,LC,Bees
Nomada,rostrata,Nomada rostrata,NT,Bees
Nomada,sabulosa,Nomada sabulosa,NA,Bees
Nomada,cristata,Nomada cristata,LC,Bees
Epeolus,schummeli,Epeolus schummeli,NT,Bees
Anthophora,balneorum,Anthophora balneorum,LC,Bees
Eucera,pannonica,Eucera pannonica,LC,Bees
Eucera,kullenbergi,Eucera kullenbergi,LC,Bees
Megachile,roeweri,Megachile roeweri,LC,Bees
Nomada,pruinosa,Nomada pruinosa,LC,Bees
Anthophora,plumipes,Anthophora plumipes,LC,Bees
Eucera,curvitarsis,Eucera curvitarsis,LC,Bees
Nomada,serricornis,Nomada serricornis,LC,Bees
Nomada,sexfasciata,Nomada sexfasciata,LC,Bees
Ancyla,cretensis,Ancyla cretensis,DD,Bees
Eucera,paraclypeata,Eucera paraclypeata,LC,Bees
Eucera,cypria,Eucera cypria,LC,Bees
Nomada,basalis,Nomada basalis,LC,Bees
Nomada,agrestis,Nomada agrestis,LC,Bees
Nomada,trispinosa,Nomada trispinosa,LC,Bees
Anthophora,bimaculata,Anthophora bimaculata,LC,Bees
Nomada,maculicornis,Nomada maculicornis,LC,Bees
Nomada,guttulata,Nomada guttulata,LC,Bees
Tetralonia,fulvescens,Tetralonia fulvescens,LC,Bees
Nomada,ruficornis,Nomada ruficornis,LC,Bees
Nomada,mavromoustakisi,Nomada mavromoustakisi,LC,Bees
Nomada,erythrocephala,Nomada erythrocephala,VU,Bees
Eucera,punctulata,Eucera punctulata,LC,Bees
Nomada,rufipes,Nomada rufipes,LC,Bees
Anthophora,socia,Anthophora socia,LC,Bees
Nomada,pastoralis,Nomada pastoralis,NA,Bees
Anthophora,podagra,Anthophora podagra,LC,Bees
Nomada,fallax,Nomada fallax,LC,Bees
Eucera,nigrescens,Eucera nigrescens,LC,Bees
Nomada,babiyi,Nomada babiyi,LC,Bees
Eucera,numida,Eucera numida,LC,Bees
Eucera,pollinosa,Eucera pollinosa,LC,Bees
Nomada,castellana,Nomada castellana,LC,Bees
Nomada,cypria,Nomada cypria,LC,Bees
Eucera,obliterata,Eucera obliterata,LC,Bees
Nomada,pectoralis,Nomada pectoralis,LC,Bees
Eucera,dalmatica,Eucera dalmatica,LC,Bees
Eucera,puncticollis,Eucera puncticollis,LC,Bees
Nomada,flavilabris,Nomada flavilabris,EN,Bees
Eucera,hungarica,Eucera hungarica,LC,Bees
Anthophora,leucophaea,Anthophora leucophaea,LC,Bees
Ammobates,similis,Ammobates similis,DD,Bees
Eucera,nigrilabris,Eucera nigrilabris,LC,Bees
Eucera,distinguenda,Eucera distinguenda,NA,Bees
Nomada,nobilis,Nomada nobilis,LC,Bees
Nomada,fucata,Nomada fucata,LC,Bees
Eucera,clypeata,Eucera clypeata,LC,Bees
Nomada,linsenmaieri,Nomada linsenmaieri,LC,Bees
Nomada,confinis,Nomada confinis,EN,Bees
Eucera,commixta,Eucera commixta,NA,Bees
Anthophora,affinis,Anthophora affinis,LC,Bees
Epeolus,aureovestitus,Epeolus aureovestitus,NT,Bees
Anthophora,calcarata,Anthophora calcarata,LC,Bees
Eucera,albofasciata,Eucera albofasciata,LC,Bees
Thyreus,truncatus,Thyreus truncatus,LC,Bees
Tetralonia,iberica,Tetralonia iberica,LC,Bees
Nomada,glaberrima,Nomada glaberrima,LC,Bees
Nomada,eos,Nomada eos,LC,Bees
Nomada,mutabilis,Nomada mutabilis,LC,Bees
Nomada,platythorax,Nomada platythorax,DD,Bees
Thyreus,orbatus,Thyreus orbatus,LC,Bees
Nomada,limassolica,Nomada limassolica,LC,Bees
Megachile,semicircularis,Megachile semicircularis,LC,Bees
Anthophora,senescens,Anthophora senescens,LC,Bees
Nomada,bouceki,Nomada bouceki,EN,Bees
Anthophora,agama,Anthophora agama,LC,Bees
Amegilla,andresi,Amegilla andresi,DD,Bees
Tetralonia,glauca,Tetralonia glauca,LC,Bees
Biastes,emarginatus,Biastes emarginatus,LC,Bees
Eucera,palaestinae,Eucera palaestinae,LC,Bees
Eucera,microsoma,Eucera microsoma,LC,Bees
Nomada,propinqua,Nomada propinqua,LC,Bees
Thyreus,ramosus,Thyreus ramosus,LC,Bees
Nomada,caspia,Nomada caspia,LC,Bees
Nomada,nausicaa,Nomada nausicaa,LC,Bees
Epeolus,julliani,Epeolus julliani,LC,Bees
Eucera,notata,Eucera notata,LC,Bees
Habropoda,zonatula,Habropoda zonatula,LC,Bees
Eucera,brachycera,Eucera brachycera,EN,Bees
Nomada,villosa,Nomada villosa,NT,Bees
Anthophora,romandii,Anthophora romandii,LC,Bees
Nomada,incisa,Nomada incisa,EN,Bees
Eucera,caspica,Eucera caspica,LC,Bees
Tetralonia,salicariae,Tetralonia salicariae,LC,Bees
Anthophora,pedata,Anthophora pedata,DD,Bees
Eucera,nigripes,Eucera nigripes,NA,Bees
Thyreus,tricuspis,Thyreus tricuspis,NA,Bees
Tetralonia,pollinosa,Tetralonia pollinosa,LC,Bees
Eucera,plumigera,Eucera plumigera,LC,Bees
Eucera,laxiscopa,Eucera laxiscopa,LC,Bees
Eucera,helvola,Eucera helvola,LC,Bees
Nomada,rubiginosa,Nomada rubiginosa,LC,Bees
Ammobatoides,scriptus,Ammobatoides scriptus,LC,Bees
Eucera,gaullei,Eucera gaullei,LC,Bees
Nomada,melanopyga,Nomada melanopyga,EN,Bees
Eucera,collaris,Eucera collaris,LC,Bees
Anthophora,furcata,Anthophora furcata,LC,Bees
Nomada,italica,Nomada italica,EN,Bees
Ancyla,nitida,Ancyla nitida,NA,Bees
Eucera,tricincta,Eucera tricincta,LC,Bees
Nomada,fuscicornis,Nomada fuscicornis,LC,Bees
Nomada,argentea,Nomada argentea,DD,Bees
Melecta,tuberculata,Melecta tuberculata,DD,Bees
Ancyla,holtzi,Ancyla holtzi,NT,Bees
Eucera,barbiventris,Eucera barbiventris,LC,Bees
Nomada,tridentirostris,Nomada tridentirostris,LC,Bees
Amegilla,velocissima,Amegilla velocissima,DD,Bees
Eucera,dimidiata,Eucera dimidiata,LC,Bees
Melecta,funeraria,Melecta funeraria,LC,Bees
Eucera,ebmeri,Eucera ebmeri,LC,Bees
Nomada,bifasciata,Nomada bifasciata,LC,Bees
Nomada,calimorpha,Nomada calimorpha,EN,Bees
Ammobates,punctatus,Ammobates punctatus,NT,Bees
Nomada,flavinervis,Nomada flavinervis,LC,Bees
Eucera,vittulata,Eucera vittulata,LC,Bees
Eucera,pollinaris,Eucera pollinaris,NT,Bees
Nomada,sanguinea,Nomada sanguinea,LC,Bees
Melecta,italica,Melecta italica,DD,Bees
Eucera,interrupta,Eucera interrupta,LC,Bees
Nomada,diacantha,Nomada diacantha,LC,Bees
Eucera,vulpes,Eucera vulpes,LC,Bees
Nomada,dira,Nomada dira,LC,Bees
Nomada,flavoguttata,Nomada flavoguttata,LC,Bees
Nomada,facilis,Nomada facilis,LC,Bees
Eucera,hispana,Eucera hispana,LC,Bees
Nomada,rhenana,Nomada rhenana,VU,Bees
Nomada,moeschleri,Nomada moeschleri,LC,Bees
Eucera,mediterranea,Eucera mediterranea,LC,Bees
Eucera,penicillata,Eucera penicillata,LC,Bees
Ammobates,opacus,Ammobates opacus,DD,Bees
Eucera,vernalis,Eucera vernalis,NA,Bees
Nomada,flavigenis,Nomada flavigenis,DD,Bees
Tetralonia,vicina,Tetralonia vicina,LC,Bees
Anthophora,fulvitarsis,Anthophora fulvitarsis,NT,Bees
Eucera,syriaca,Eucera syriaca,LC,Bees
Nomada,glaucopis,Nomada glaucopis,LC,Bees
Eucera,pseudeucnemidea,Eucera pseudeucnemidea,LC,Bees
Tetralonia,lanzarotensis,Tetralonia lanzarotensis,LC,Bees
Nomada,mauritanica,Nomada mauritanica,LC,Bees
Nomada,hera,Nomada hera,LC,Bees
Nomada,femoralis,Nomada femoralis,LC,Bees
Anthophora,fulvipes,Anthophora fulvipes,LC,Bees
Epeolus,variegatus,Epeolus variegatus,LC,Bees
Melecta,leucorhyncha,Melecta leucorhyncha,DD,Bees
Nomada,furvoides,Nomada furvoides,LC,Bees
Nomada,imperialis,Nomada imperialis,LC,Bees
Nomada,lucidula,Nomada lucidula,NT,Bees
Nomada,beaumonti,Nomada beaumonti,LC,Bees
Nomada,pallispinosa,Nomada pallispinosa,LC,Bees
Nomada,stigma,Nomada stigma,LC,Bees
Eucera,oraniensis,Eucera oraniensis,LC,Bees
Amegilla,quadrifasciata,Amegilla quadrifasciata,LC,Bees
Ammobates,vinctus,Ammobates vinctus,EN,Bees
Melecta,albifrons,Melecta albifrons,LC,Bees
Nomada,hungarica,Nomada hungarica,NT,Bees
Eucera,elongatula,Eucera elongatula,LC,Bees
Tetralonia,cinctella,Tetralonia cinctella,LC,Bees
Nomada,bispinosa,Nomada bispinosa,VU,Bees
Nomada,connectens,Nomada connectens,LC,Bees
Nomada,striata,Nomada striata,LC,Bees
Nomada,panzeri,Nomada panzeri,LC,Bees
Melecta,prophanta,Melecta prophanta,DD,Bees
Nomada,coxalis,Nomada coxalis,NA,Bees
Nomada,duplex,Nomada duplex,LC,Bees
Nomada,succincta,Nomada succincta,LC,Bees
Anthophora,crassipes,Anthophora crassipes,LC,Bees
Melecta,fulgida,Melecta fulgida,LC,Bees
Nomada,furva,Nomada furva,LC,Bees
Nomada,distinguenda,Nomada distinguenda,LC,Bees
Nomada,blepharipes,Nomada blepharipes,EN,Bees
Tetralonia,julliani,Tetralonia julliani,LC,Bees
Eucera,rufipes,Eucera rufipes,LC,Bees
Eucera,velutina,Eucera velutina,DD,Bees
Eucera,algira,Eucera algira,LC,Bees
Nomada,integra,Nomada integra,LC,Bees
Thyreus,elegans,Thyreus elegans,DD,Bees
Anthophora,ventilabris,Anthophora ventilabris,NA,Bees
Anthophora,dufourii,Anthophora dufourii,LC,Bees
Ammobates,oraniensis,Ammobates oraniensis,NT,Bees
Thyreus,hirtus,Thyreus hirtus,LC,Bees
Habropoda,tarsata,Habropoda tarsata,LC,Bees
Anthophora,hispanica,Anthophora hispanica,LC,Bees
