family,scientificName,Group,1921-1940,1941-1960,1961-1980,1981-2000,2001-2020,mediterranean,alpine,atlantic,continental,boreal
Halictidae,Lasioglossum zonulum,bees,433,691,1219,3092,6101,-0.00775280766312625,0.0125927106413523,-0.00841790810170692,-0.0031346745376873,-0.0207685199955203
Halictidae,Nomiapis bispinosa,bees,30,10,42,15,132,-0.026644070395800398,NA,NA,-0.0878113456656553,NA
Halictidae,Nomiapis diversipes,bees,129,63,172,194,553,-0.0364851639086935,-0.00476002785514555,NA,0.0765389254296207,NA
Halictidae,Nomiapis equestris,bees,1,2,1,0,106,NA,NA,NA,NA,NA
Halictidae,Nomiapis femoralis,bees,9,24,7,4,0,NA,NA,NA,NA,NA
Halictidae,Nomiapis fugax,bees,0,0,0,0,8,NA,NA,NA,NA,NA
Halictidae,Nomiapis monstrosa,bees,5,1,76,15,76,-0.104523087755177,0.00938513358984348,NA,NA,NA
Halictidae,Nomiapis paulyi,bees,3,15,47,7,7,-0.0720455717028476,NA,NA,NA,NA
Halictidae,Nomiapis rufiventris,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Halictidae,Nomiapis susannae,bees,0,0,0,11,1,NA,NA,NA,NA,NA
Halictidae,Nomiapis valga,bees,2,0,2,6,3,NA,NA,NA,NA,NA
Halictidae,Nomioides chalybeatus,bees,0,0,0,0,5,NA,NA,NA,NA,NA
Halictidae,Nomioides facilis,bees,31,7,93,31,79,-0.0227069408493539,NA,NA,NA,NA
Halictidae,Nomioides minutissimus,bees,5,10,63,37,230,NA,NA,NA,NA,NA
Halictidae,Pseudapis elegantissima,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Halictidae,Rhophitoides canus,bees,28,13,46,107,83,NA,0.17341587260584,-0.00696160399438907,-0.0489208298440238,0.125343899672183
Halictidae,Rhophitoides epiroticus,bees,1,0,3,4,12,0.0280144762926324,NA,NA,NA,NA
Halictidae,Rophites algirus,bees,18,24,63,81,172,NA,NA,NA,NA,NA
Halictidae,Rophites clypealis,bees,0,0,4,0,12,NA,NA,NA,NA,NA
Halictidae,Rophites hartmanni,bees,3,37,100,52,45,NA,0.0282076970802324,NA,0.0100949815112973,NA
Halictidae,Rophites hellenicus,bees,0,0,11,12,0,0.0155888984307411,NA,NA,NA,NA
Halictidae,Rophites leclercqi,bees,1,0,1,2,0,NA,NA,NA,NA,NA
Halictidae,Rophites quinquespinosus,bees,41,26,85,57,157,NA,-0.0220253150809665,NA,-0.0242533673927865,-0.0261592838719251
Halictidae,Rophites thracius,bees,0,0,3,0,0,NA,NA,NA,NA,NA
Halictidae,Seladonia cephalica,bees,2,5,28,1,0,NA,NA,NA,NA,NA
Halictidae,Seladonia confusa,bees,216,245,443,646,894,NA,NA,NA,NA,NA
Halictidae,Seladonia cretella,bees,0,0,2,0,2,NA,NA,NA,NA,NA
Halictidae,Seladonia gavarnica,bees,0,0,6,0,29,NA,0.214922374140565,NA,NA,NA
Halictidae,Seladonia gemmea,bees,91,22,70,21,389,-0.0441038458785298,NA,NA,NA,NA
Halictidae,Seladonia gemmella,bees,0,1,6,6,6,-0.0334804367851057,NA,NA,NA,NA
Halictidae,Seladonia kessleri,bees,28,20,107,11,41,-0.0409139921867194,-0.0676642504436699,NA,-0.0772355964333869,NA
Halictidae,Seladonia leucahenea,bees,314,102,120,101,291,NA,-0.0859642312412572,-0.11598645317496,-0.0436057688275773,-0.0895927449389468
Halictidae,Seladonia microcardia,bees,0,0,43,0,10,NA,NA,NA,NA,NA
Halictidae,Seladonia orientana,bees,0,0,8,6,7,NA,NA,NA,NA,NA
Halictidae,Seladonia phryganica,bees,1,1,13,13,6,-0.0388457686136405,NA,NA,NA,NA
Halictidae,Seladonia pulverea,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Halictidae,Seladonia seladonia,bees,35,13,67,28,69,-0.087887927837709,-0.0872708335638334,-0.0836724609817407,-0.132918849117727,NA
Halictidae,Seladonia semitecta,bees,12,5,4,10,6,NA,NA,NA,NA,NA
Halictidae,Seladonia smaragdula,bees,104,84,391,302,356,NA,NA,NA,NA,NA
Halictidae,Seladonia subaurata,bees,194,142,296,372,1097,NA,NA,NA,NA,NA
Halictidae,Seladonia submediterranea,bees,6,3,12,18,51,NA,NA,NA,NA,NA
Halictidae,Seladonia tuberculata,bees,0,0,61,0,1,NA,NA,NA,NA,NA
Halictidae,Seladonia tumulorum,bees,638,697,2807,7816,10381,-0.00531459520712298,-0.0225835923773977,-0.0326988790728764,-0.00296887669856609,-0.0298675399765762
Halictidae,Seladonia vestita,bees,9,5,0,0,33,0.0742164182564496,NA,NA,NA,NA
Halictidae,Sphecodes albilabris,bees,207,209,251,551,4976,NA,NA,NA,NA,NA
Halictidae,Sphecodes algeriensis,bees,0,0,0,0,9,NA,NA,NA,NA,NA
Halictidae,Sphecodes alternatus,bees,24,43,166,177,134,NA,NA,NA,NA,NA
Halictidae,Sphecodes anatolicus,bees,0,0,0,5,0,NA,NA,NA,NA,NA
Halictidae,Sphecodes barbatus,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Halictidae,Sphecodes combai,bees,0,2,2,16,5,NA,NA,NA,NA,NA
Halictidae,Sphecodes crassanus,bees,6,0,15,32,56,NA,NA,NA,NA,NA
Halictidae,Sphecodes crassus,bees,159,527,872,2328,5340,NA,0.0056650916750603,0.0057110694411202,0.0176396520744057,-0.12868031643371
Halictidae,Sphecodes creticus,bees,0,0,7,1,2,NA,NA,NA,NA,NA
Halictidae,Sphecodes cristatus,bees,16,23,22,56,29,NA,NA,NA,NA,NA
Halictidae,Sphecodes croaticus,bees,21,27,74,178,144,NA,NA,NA,NA,NA
Halictidae,Sphecodes cypricus,bees,1,0,0,1,4,NA,NA,NA,NA,NA
Halictidae,Sphecodes dusmeti,bees,5,4,3,47,15,NA,NA,NA,NA,NA
Halictidae,Sphecodes ephippius,bees,611,664,1155,4487,9138,0.00693882275522723,0.0223230450324779,-0.01504085588793,5.33390164428749e-4,3.08852752929094e-4
Halictidae,Sphecodes ferruginatus,bees,169,195,413,1218,1521,-0.100461091714418,-0.014202645379349,-0.0188564313034453,-2.2967385846408e-4,-0.398088125184918
Halictidae,Sphecodes geoffrellus,bees,473,938,1712,5216,8744,NA,0.0175522603826093,-0.0141947040137546,-0.0017669525919628,-0.192814508765856
Halictidae,Sphecodes gibbus,bees,604,753,1082,2404,3337,-0.00237933757188566,0.00694694094747362,-0.0391967938936682,0.00666515752950229,-0.129363918588493
Halictidae,Sphecodes hirtellus,bees,0,0,7,11,33,-0.0130236191037288,NA,NA,NA,NA
Halictidae,Sphecodes hyalinatus,bees,227,196,581,1590,1932,NA,0.01304861218855,-0.0233215800791642,-0.0378947500374555,-0.0823460861173074
Halictidae,Sphecodes intermedius,bees,7,14,17,12,7,NA,NA,NA,NA,NA
Halictidae,Sphecodes longuloides,bees,0,0,0,4,13,NA,NA,NA,NA,NA
Halictidae,Sphecodes longulus,bees,126,226,535,967,1081,-0.0127970760732635,0.00415656994258842,-0.0130623598150926,0.00624751265029999,-0.0404752127410002
Halictidae,Sphecodes majalis,bees,8,8,13,70,113,NA,NA,NA,0.126929434770793,NA
Halictidae,Sphecodes marginatus,bees,18,70,160,238,205,9.54730248237615e-4,-0.00383095665177268,-0.011268310430727,-0.00571745510279983,NA
Halictidae,Sphecodes miniatus,bees,165,192,352,832,1638,NA,NA,NA,NA,NA
Halictidae,Sphecodes monilicornis,bees,619,743,1360,3829,6382,0.00386891537672256,1.09691646686266e-5,-0.00332066169439626,-0.00961072417079888,-0.186533437347512
Halictidae,Sphecodes niger,bees,16,48,94,731,1024,NA,0.0391528646760804,0.0216419036647344,0.0105455389494116,-0.018465415904558
Halictidae,Sphecodes nomioidis,bees,1,2,9,11,26,NA,NA,NA,NA,NA
Halictidae,Sphecodes olivieri,bees,0,4,14,12,37,NA,NA,NA,NA,NA
Halictidae,Sphecodes pellucidus,bees,363,1030,1487,3298,6770,-0.00880492936565497,-3.96124634424759e-4,-0.013550330395191,-6.88446432683122e-4,-0.148514094403305
Halictidae,Sphecodes pinguiculus,bees,0,11,9,18,7,NA,NA,NA,NA,NA
Halictidae,Sphecodes pseudocrassus,bees,0,0,1,1,0,NA,NA,NA,NA,NA
Halictidae,Sphecodes pseudofasciatus,bees,13,5,22,60,93,-0.0161035591134567,0.0263795281432026,NA,0.0173952718162649,NA
Halictidae,Sphecodes puncticeps,bees,228,282,617,1882,2121,0.00790413182244685,0.0168267297758564,-0.0397986522473805,-0.0050393125736813,-0.0432826689035777
Halictidae,Sphecodes reticulatus,bees,252,307,265,855,1411,0.00454702987911506,-0.0237526580146492,-0.0132207397131596,-0.00360096504889829,-0.0338206691539963
Halictidae,Sphecodes rubicundus,bees,91,119,124,276,350,NA,NA,NA,NA,NA
Halictidae,Sphecodes rubripes,bees,0,0,4,5,22,NA,NA,NA,NA,NA
Halictidae,Sphecodes ruficrus,bees,14,18,120,151,271,NA,NA,NA,NA,NA
Halictidae,Sphecodes rufiventris,bees,126,83,125,240,255,NA,NA,NA,NA,NA
Halictidae,Sphecodes scabricollis,bees,61,114,125,325,483,NA,NA,NA,NA,NA
Halictidae,Sphecodes schenckii,bees,34,23,41,38,271,NA,NA,NA,NA,NA
Halictidae,Sphecodes spinulosus,bees,89,87,42,92,93,NA,-0.0353262869443177,-0.0565617138262775,-0.0495378771929429,NA
Halictidae,Sphecodes zangherii,bees,0,0,9,13,21,NA,0.0234638451564927,NA,NA,NA
Halictidae,Systropha curvicornis,bees,20,50,107,80,164,-0.0742418571156887,-0.0675896546803343,NA,-0.00347180859199923,0.143042447987556
Halictidae,Systropha grandimargo,bees,0,3,17,15,10,NA,NA,NA,NA,NA
Halictidae,Systropha planidens,bees,4,12,41,26,96,-0.0430389401213014,0.0677899350061707,NA,-0.0295828833232542,NA
Halictidae,Thrincohalictus prognathus,bees,1,0,0,0,0,NA,NA,NA,NA,NA
Megachilidae,Afranthidium carduele,bees,1,1,39,3,8,NA,NA,NA,NA,NA
Megachilidae,Afranthidium schulthessii,bees,1,0,5,1,12,-0.193001905070332,NA,NA,NA,NA
Megachilidae,Aglaoapis tridentata,bees,69,67,71,131,258,NA,NA,NA,NA,NA
Megachilidae,Anthidiellum breviusculum,bees,0,0,9,16,32,NA,NA,NA,NA,NA
Megachilidae,Anthidiellum strigatum,bees,199,323,480,750,2851,NA,NA,NA,NA,NA
Megachilidae,Anthidiellum troodicum,bees,5,2,35,4,9,NA,NA,NA,NA,NA
Megachilidae,Anthidium caspicum,bees,0,0,0,7,0,NA,NA,NA,NA,NA
Megachilidae,Anthidium cingulatum,bees,21,12,77,42,92,-0.0156226764409443,NA,NA,-0.0399171014200284,NA
Megachilidae,Anthidium dalmaticum,bees,13,4,2,6,30,NA,NA,NA,NA,NA
Megachilidae,Anthidium diadema,bees,1,6,16,26,26,NA,NA,NA,NA,NA
Megachilidae,Anthidium florentinum,bees,52,48,384,196,680,0.147945208431441,0.101703799308793,0.276905513300766,0.259726787042731,NA
Megachilidae,Anthidium loti,bees,13,18,195,83,76,NA,NA,NA,NA,NA
Megachilidae,Anthidium manicatum,bees,716,1130,1376,2012,8556,-0.00958667632255665,-0.0110489934807795,0.0296389143428887,0.0210362904061171,0.0222471628919796
Megachilidae,Anthidium montanum,bees,35,30,27,72,120,NA,0.00980011379640151,NA,-0.00391091192511898,NA
Megachilidae,Anthidium oblongatum,bees,251,177,272,629,2138,-0.0407029270450752,0.0252332157551162,0.0287111922499308,0.090426875127368,0.161156451807198
Megachilidae,Anthidium punctatum,bees,343,347,450,643,4674,0.00311032530705004,0.00859965430992789,0.0111516585945025,0.0408289039968505,0.0157172816019908
Megachilidae,Anthidium rotundum,bees,0,0,0,0,4,NA,NA,NA,NA,NA
Megachilidae,Anthidium septemspinosum,bees,8,22,24,18,83,NA,0.0518818770650301,NA,0.0370075918168152,NA
Megachilidae,Anthidium spiniventre,bees,0,0,20,1,8,NA,NA,NA,NA,NA
Megachilidae,Anthidium taeniatum,bees,33,10,38,16,40,-0.172378438173772,NA,NA,NA,NA
Megachilidae,Anthidium undulatiforme,bees,1,0,0,0,5,NA,NA,NA,NA,NA
Megachilidae,Anthidium undulatum,bees,1,2,9,1,5,-0.00312202217086407,NA,NA,NA,NA
Megachilidae,Anthidium wuestneii,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Megachilidae,Chelostoma aegaeicum,bees,0,0,2,0,17,NA,NA,NA,NA,NA
Megachilidae,Chelostoma campanularum,bees,712,903,1772,2087,6693,NA,NA,NA,NA,NA
Megachilidae,Chelostoma comosum,bees,1,6,7,0,3,0.0365847184867219,NA,NA,NA,NA
Megachilidae,Chelostoma diodon,bees,0,1,0,6,22,0.19376783917575,NA,NA,NA,NA
Megachilidae,Chelostoma distinctum,bees,74,79,314,361,862,NA,NA,NA,NA,NA
Megachilidae,Chelostoma edentulum,bees,0,5,4,31,85,NA,NA,NA,NA,NA
Megachilidae,Chelostoma emarginatum,bees,9,22,66,197,146,-0.0373926680052108,-0.0110133937802801,-0.0239000360234008,-0.00369433062716149,NA
Megachilidae,Chelostoma florisomne,bees,588,759,1129,2221,6441,0.00951417675354356,0.0166927084326059,-0.0301956148100731,0.0119474262973938,-0.00635622660354578
Megachilidae,Chelostoma forcipatum,bees,0,1,0,0,2,NA,NA,NA,NA,NA
Megachilidae,Chelostoma foveolatum,bees,5,0,33,93,71,NA,NA,NA,NA,NA
Megachilidae,Chelostoma grande,bees,86,25,30,64,210,NA,-0.0378281513473388,NA,NA,NA
Megachilidae,Chelostoma handlirschi,bees,2,0,3,3,3,NA,NA,NA,NA,NA
Megachilidae,Chelostoma hellenicum,bees,0,0,11,77,21,0.173182567841048,NA,NA,NA,NA
Megachilidae,Chelostoma incognitum,bees,0,0,6,2,5,NA,NA,NA,NA,NA
Megachilidae,Chelostoma laticaudum,bees,0,0,10,37,6,-0.0676078902024576,NA,NA,NA,NA
Megachilidae,Chelostoma longifacies,bees,0,0,9,0,11,-0.0431227653081985,NA,NA,NA,NA
Megachilidae,Chelostoma lucens,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Megachilidae,Chelostoma mocsaryi,bees,4,0,27,71,68,-0.045307853037788,NA,NA,0.0325878459071615,NA
Megachilidae,Chelostoma nasutum,bees,0,4,5,41,23,NA,NA,NA,NA,NA
Megachilidae,Chelostoma rapunculi,bees,631,905,1674,1249,6031,NA,NA,NA,NA,NA
Megachilidae,Chelostoma stefanii,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Megachilidae,Chelostoma styriacum,bees,0,0,4,22,12,-0.0199140558534603,NA,NA,NA,NA
Megachilidae,Chelostoma transversum,bees,0,0,7,54,17,0.011151044245146,NA,NA,NA,NA
Megachilidae,Chelostoma ventrale,bees,1,5,114,43,7,NA,NA,NA,NA,NA
Megachilidae,Coelioxys acanthopyga,bees,2,0,1,0,0,NA,NA,NA,NA,NA
Megachilidae,Coelioxys acanthurus,bees,2,1,4,9,26,-0.00480443871211443,NA,NA,NA,NA
Megachilidae,Coelioxys afer,bees,71,66,115,183,446,0.0492464861258049,-0.00729062165855129,0.0256785924845708,0.105453132401574,NA
Megachilidae,Coelioxys alatus,bees,10,21,10,12,141,NA,NA,NA,NA,NA
Megachilidae,Coelioxys argenteus,bees,9,7,9,39,47,NA,NA,NA,NA,NA
Megachilidae,Coelioxys artemis,bees,0,0,4,2,2,NA,NA,NA,NA,NA
Megachilidae,Coelioxys aurolimbatus,bees,114,89,141,176,310,NA,NA,NA,NA,NA
Megachilidae,Coelioxys brevis,bees,6,5,28,15,44,0.0292748327628993,NA,NA,-0.292965660034285,NA
Megachilidae,Coelioxys caudatus,bees,0,4,5,2,6,NA,NA,NA,NA,NA
Megachilidae,Coelioxys conoideus,bees,306,606,124,427,696,0.0371244871573002,0.00739544369208368,-0.0697789525890983,-0.0786673132644251,-0.0309318943255451
Megachilidae,Coelioxys coturnix,bees,0,0,2,7,11,NA,NA,NA,NA,NA
Megachilidae,Coelioxys decipiens,bees,1,0,0,1,1,NA,NA,NA,NA,NA
Megachilidae,Coelioxys echinatus,bees,24,33,32,53,88,NA,NA,NA,NA,NA
Megachilidae,Coelioxys elongatus,bees,177,181,198,517,978,NA,NA,NA,NA,NA
Megachilidae,Coelioxys elsei,bees,0,0,2,1,8,NA,NA,NA,NA,NA
Megachilidae,Coelioxys emarginatus,bees,5,4,2,8,4,NA,NA,NA,NA,NA
Megachilidae,Coelioxys haemorrhoa,bees,5,3,30,52,84,0.0293420258757047,NA,NA,NA,NA
Megachilidae,Coelioxys inermis,bees,180,236,302,464,1242,0.0299822310966146,0.00829593211253003,-0.0136849802903061,-0.00219978373232966,-0.00746113378874361
Megachilidae,Coelioxys lanceolatus,bees,27,37,18,33,70,NA,0.00230167650471053,NA,NA,-0.0316931142750023
Megachilidae,Coelioxys mandibularis,bees,138,352,194,303,837,0.0396785391555216,-0.0123482658711145,-0.0141016456329187,0.00832434324842327,-0.053634016368359
Megachilidae,Coelioxys obtusispina,bees,14,23,1,3,59,NA,NA,NA,NA,-0.0336373914826068
Megachilidae,Coelioxys obtusus,bees,10,2,8,18,26,-0.00483195465043579,NA,NA,NA,NA
Megachilidae,Coelioxys osmiae,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Megachilidae,Coelioxys polycentris,bees,3,3,8,0,29,NA,NA,NA,NA,NA
Megachilidae,Coelioxys quadridentatus,bees,267,320,262,417,1889,NA,NA,NA,NA,NA
Megachilidae,Coelioxys rufescens,bees,332,321,323,531,827,NA,-0.012608129834279,-0.0338273773141917,-0.0105059415438728,-0.0467743544461833
Megachilidae,Dioxys ardens,bees,0,0,0,2,0,NA,NA,NA,NA,NA
Megachilidae,Dioxys cincta,bees,56,18,37,51,172,0.0429928432529277,-0.052456169005464,NA,-0.0475867339429702,NA
Megachilidae,Dioxys moesta,bees,1,1,35,17,16,NA,NA,NA,NA,NA
Megachilidae,Dioxys pumila,bees,3,5,4,4,19,-0.293052437394707,NA,NA,NA,NA
Megachilidae,Ensliniana bidentata,bees,0,0,1,0,10,NA,NA,NA,NA,NA
Megachilidae,Eoanthidium clypeare,bees,0,13,42,1,5,-0.15247333104293,NA,NA,NA,NA
Megachilidae,Eoanthidium insulare,bees,9,9,30,13,30,-0.0401459822038893,NA,NA,NA,NA
Megachilidae,Eoanthidium nasiculum,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Megachilidae,Eoanthidium pasteelsi,bees,0,0,0,1,5,NA,NA,NA,NA,NA
Megachilidae,Heriades clavicornis,bees,0,0,0,1,2,NA,NA,NA,NA,NA
Megachilidae,Heriades crenulata,bees,44,54,226,606,864,NA,NA,NA,NA,NA
Megachilidae,Heriades punctulifera,bees,2,0,6,44,58,NA,NA,NA,NA,NA
Megachilidae,Heriades rubicola,bees,4,13,154,228,460,0.0362090455281776,0.0294286111825067,NA,0.020307008101201,NA
Megachilidae,Heriades truncorum,bees,548,660,1817,1770,10705,NA,NA,NA,NA,NA
Megachilidae,Hofferia schmiedeknechti,bees,0,0,18,20,20,NA,NA,NA,NA,NA
Megachilidae,Hoplitis acuticornis,bees,12,5,40,98,173,0.155490264300778,-0.0114569882004308,0.203289728507102,0.047732125675017,NA
Megachilidae,Hoplitis adunca,bees,608,369,705,928,3272,NA,NA,NA,NA,NA
Megachilidae,Hoplitis albiscopa,bees,0,0,0,14,37,NA,NA,NA,NA,NA
Megachilidae,Hoplitis annulata,bees,4,8,5,75,309,0.0488697939596255,NA,NA,NA,NA
Megachilidae,Hoplitis antalyae,bees,0,0,0,0,4,NA,NA,NA,NA,NA
Megachilidae,Hoplitis anthocopoides,bees,147,87,124,207,378,NA,NA,NA,NA,NA
Megachilidae,Hoplitis antigae,bees,0,0,7,9,117,NA,NA,NA,NA,NA
Megachilidae,Hoplitis batyamae,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Megachilidae,Hoplitis benoisti,bees,2,9,152,137,365,0.178331974315045,0.0747292437086967,NA,NA,NA
Megachilidae,Hoplitis bicallosa,bees,0,0,0,8,0,NA,NA,NA,NA,NA
Megachilidae,Hoplitis bihamata,bees,0,5,5,0,7,-0.00518702014230952,NA,NA,NA,NA
Megachilidae,Hoplitis bispinosa,bees,0,0,0,1,11,0.534726846681456,NA,NA,NA,NA
Megachilidae,Hoplitis bisulca,bees,0,0,6,147,284,0.0548148803814182,NA,NA,NA,NA
Megachilidae,Hoplitis brachypogon,bees,0,0,3,46,71,NA,NA,NA,NA,NA
Megachilidae,Hoplitis cadiza,bees,0,0,0,0,10,NA,NA,NA,NA,NA
Megachilidae,Hoplitis campanularis,bees,0,0,3,12,5,0.0351981723798194,NA,NA,NA,NA
Megachilidae,Hoplitis carinata,bees,0,0,0,4,35,NA,NA,NA,NA,NA
Megachilidae,Hoplitis ciliaris,bees,0,0,3,7,6,NA,NA,NA,NA,NA
Megachilidae,Hoplitis claviventris,bees,340,726,946,1568,3953,NA,NA,NA,NA,NA
Megachilidae,Hoplitis cristatula,bees,6,2,5,57,119,0.149804840561119,NA,NA,NA,NA
Megachilidae,Hoplitis curtula,bees,0,0,0,2,4,NA,NA,NA,NA,NA
Megachilidae,Hoplitis curvipes,bees,0,0,0,15,4,NA,NA,NA,NA,NA
Megachilidae,Hoplitis cypriaca,bees,0,0,0,1,2,NA,NA,NA,NA,NA
Megachilidae,Hoplitis dalmatica,bees,27,5,9,62,143,0.0623601252739231,-0.00612468786557391,NA,0.0597107809805391,NA
Megachilidae,Hoplitis fabrei,bees,0,0,2,112,30,0.262523519080287,NA,NA,NA,NA
Megachilidae,Hoplitis fasciculata,bees,0,0,0,3,16,NA,NA,NA,NA,NA
Megachilidae,Hoplitis fertoni,bees,0,0,0,6,50,NA,NA,NA,NA,NA
Megachilidae,Hoplitis fulva,bees,0,0,0,1,7,NA,NA,NA,NA,NA
Megachilidae,Hoplitis graeca,bees,0,0,0,1,29,NA,NA,NA,NA,NA
Megachilidae,Hoplitis grossepunctata,bees,0,0,1,0,4,NA,NA,NA,NA,NA
Megachilidae,Hoplitis grumi,bees,0,0,0,0,10,NA,NA,NA,NA,NA
Megachilidae,Hoplitis haemi,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Megachilidae,Hoplitis hilbera,bees,0,0,0,0,12,NA,NA,NA,NA,NA
Megachilidae,Hoplitis holmboei,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Megachilidae,Hoplitis idaensis,bees,0,0,0,1,9,NA,NA,NA,NA,NA
Megachilidae,Hoplitis illyrica,bees,0,0,3,44,19,0.0342632569231309,NA,NA,NA,NA
Megachilidae,Hoplitis insularis,bees,0,2,4,2,2,NA,NA,NA,NA,NA
Megachilidae,Hoplitis jakovlevi,bees,0,0,0,23,35,NA,NA,NA,NA,NA
Megachilidae,Hoplitis jheringii,bees,0,1,0,7,10,0.32881466426448003,NA,NA,NA,NA
Megachilidae,Hoplitis laevifrons,bees,3,0,3,7,11,NA,NA,NA,NA,NA
Megachilidae,Hoplitis lepeletieri,bees,178,63,62,261,456,NA,-0.015801734552939,NA,0.231902204322623,NA
Megachilidae,Hoplitis leucomelana,bees,153,189,217,615,2405,NA,NA,NA,NA,NA
Megachilidae,Hoplitis limassolica,bees,0,0,0,5,8,NA,NA,NA,NA,NA
Megachilidae,Hoplitis lithodorae,bees,0,0,0,0,17,NA,NA,NA,NA,NA
Megachilidae,Hoplitis loti,bees,130,85,80,267,401,NA,0.00613587836312251,NA,-0.0403761030499057,NA
Megachilidae,Hoplitis lysholmi,bees,0,0,1,0,27,0.597781714290082,NA,NA,NA,NA
Megachilidae,Hoplitis manicata,bees,5,4,23,79,139,NA,NA,NA,NA,NA
Megachilidae,Hoplitis manuelae,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Megachilidae,Hoplitis marchali,bees,0,0,0,6,24,NA,NA,NA,NA,NA
Megachilidae,Hoplitis mazzuccoi,bees,0,0,0,6,9,NA,NA,NA,NA,NA
Megachilidae,Hoplitis mitis,bees,133,114,110,310,688,NA,NA,NA,NA,NA
Megachilidae,Hoplitis mocsaryi,bees,0,0,1,11,20,NA,NA,NA,NA,NA
Megachilidae,Hoplitis mollis,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Megachilidae,Hoplitis monticola,bees,0,0,0,8,3,NA,NA,NA,NA,NA
Megachilidae,Hoplitis nicolaei,bees,0,0,3,8,7,NA,NA,NA,NA,NA
Megachilidae,Hoplitis obtusa,bees,0,0,0,2,25,NA,NA,NA,NA,NA
Megachilidae,Hoplitis occidentalis,bees,0,0,0,3,8,NA,NA,NA,NA,NA
Megachilidae,Hoplitis ochraceicornis,bees,3,2,6,5,51,-7.84139103940832e-4,NA,NA,NA,NA
Megachilidae,Hoplitis onychophora,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Megachilidae,Hoplitis pallicornis,bees,0,3,2,35,72,NA,NA,NA,NA,NA
Megachilidae,Hoplitis papaveris,bees,121,107,44,22,120,-0.00976024915510568,0.00443001205765651,-0.195072275136139,-0.139760821852008,NA
Megachilidae,Hoplitis peniculifera,bees,0,0,0,1,2,NA,NA,NA,NA,NA
Megachilidae,Hoplitis perezi,bees,0,3,5,43,115,NA,NA,NA,NA,NA
Megachilidae,Hoplitis pici,bees,0,0,1,46,29,NA,NA,NA,NA,NA
Megachilidae,Hoplitis pomarina,bees,0,0,0,0,3,NA,NA,NA,NA,NA
Megachilidae,Hoplitis praestans,bees,3,2,9,18,89,NA,NA,NA,NA,NA
Megachilidae,Hoplitis princeps,bees,2,0,1,2,3,NA,NA,NA,NA,NA
Megachilidae,Hoplitis pulchella,bees,0,1,0,0,0,NA,NA,NA,NA,NA
Megachilidae,Hoplitis ravouxi,bees,80,90,230,116,166,NA,NA,NA,NA,NA
Megachilidae,Hoplitis robusta,bees,123,92,121,143,77,NA,-0.00399949444196063,NA,NA,-0.118196966914708
Megachilidae,Hoplitis saundersi,bees,0,0,0,7,4,NA,NA,NA,NA,NA
Megachilidae,Hoplitis saxialis,bees,0,0,0,0,14,NA,NA,NA,NA,NA
Megachilidae,Hoplitis serainae,bees,0,0,0,0,11,NA,NA,NA,NA,NA
Megachilidae,Hoplitis stecki,bees,4,0,0,3,63,0.580299101477449,-0.038096433385007,NA,NA,NA
Megachilidae,Hoplitis subbutea,bees,0,0,0,2,3,NA,NA,NA,NA,NA
Megachilidae,Hoplitis submanicata,bees,0,0,0,0,9,NA,NA,NA,NA,NA
Megachilidae,Hoplitis tenuispina,bees,0,0,0,3,9,NA,NA,NA,NA,NA
Megachilidae,Hoplitis teucrii,bees,0,0,0,1,1,NA,NA,NA,NA,NA
Megachilidae,Hoplitis tigrina,bees,0,0,0,8,9,NA,NA,NA,NA,NA
Megachilidae,Hoplitis tkalcuella,bees,0,0,0,3,11,NA,NA,NA,NA,NA
Megachilidae,Hoplitis tridentata,bees,35,22,58,189,465,NA,NA,NA,NA,NA
Megachilidae,Hoplitis tuberculata,bees,207,233,335,329,1041,NA,-0.00886505501870856,NA,-0.00537862696691376,-0.0352396407641917
Megachilidae,Hoplitis turcestanica,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Megachilidae,Hoplitis villosa,bees,135,49,106,223,319,-0.0167488785331983,0.0079735750777715,-0.0167126703347141,-0.0466353460783653,NA
Megachilidae,Hoplitis yermasoyiae,bees,0,0,2,46,244,0.396150485413105,NA,NA,NA,NA
Megachilidae,Hoplitis zaianorum,bees,0,0,0,0,11,NA,NA,NA,NA,NA
Megachilidae,Icteranthidium ferrugineum,bees,0,8,1,10,104,0.122437253692008,NA,NA,NA,NA
Megachilidae,Icteranthidium grohmanni,bees,15,12,32,44,104,0.0302127703404529,NA,NA,NA,NA
