family,scientificName,Group,1921-1940,1941-1960,1961-1980,1981-2000,2001-2020,mediterranean,alpine,atlantic,continental,boreal
Colletidae,Colletes conradti,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Colletidae,Colletes creticus,bees,0,0,11,19,12,-0.0906946466184425,NA,NA,NA,NA
Colletidae,Colletes cunicularius,bees,156,228,317,935,8468,NA,NA,NA,NA,NA
Colletidae,Colletes cyprius,bees,7,5,0,9,20,-0.0870504115438258,NA,NA,NA,NA
Colletidae,Colletes daviesanus,bees,261,657,1401,2262,5585,0.00665760292236226,-0.00869029203920668,0.0206274807614081,0.017988697991519,-0.00142031984244551
Colletidae,Colletes dinizi,bees,0,0,1,3,24,0.0582217823849104,NA,NA,NA,NA
Colletidae,Colletes dusmeti,bees,0,11,12,14,32,-0.0708092263722527,NA,NA,NA,NA
Colletidae,Colletes eous,bees,9,10,41,118,126,0.0201493469074388,NA,0.108605518361034,-0.00829745022529038,NA
Colletidae,Colletes escalerai,bees,0,0,1,1,4,NA,NA,NA,NA,NA
Colletidae,Colletes floralis,bees,117,53,84,221,604,0.0117797922038932,-0.018047603242739,-0.0292622081436557,2.00132983065646e-4,-0.03819802370609
Colletidae,Colletes fodiens,bees,99,242,267,856,1698,-0.00526394997283734,-0.0126909997183744,0.0268338499063358,-0.00983757838463121,-0.0238862452420446
Colletidae,Colletes foveolaris,bees,0,4,15,39,30,-0.0437095369844048,NA,NA,NA,NA
Colletidae,Colletes gallicus,bees,8,11,7,26,18,NA,NA,NA,NA,NA
Colletidae,Colletes graeffei,bees,0,2,10,15,33,NA,-0.0126814229545496,NA,0.286778089628052,NA
Colletidae,Colletes halophilus,bees,8,27,195,187,655,NA,NA,0.00671581776146477,NA,NA
Colletidae,Colletes hederae,bees,8,8,3,460,5641,NA,NA,NA,NA,NA
Colletidae,Colletes hethiticus,bees,0,0,2,2,0,NA,NA,NA,NA,NA
Colletidae,Colletes hylaeiformis,bees,22,17,31,82,74,NA,NA,NA,NA,NA
Colletidae,Colletes impunctatus,bees,35,92,82,166,402,NA,7.20563709311275e-5,-0.0185925708931026,0.0100515916880041,-0.0140823995575747
Colletidae,Colletes inexpectatus,bees,5,17,24,30,20,NA,NA,NA,-0.0204630574046396,NA
Colletidae,Colletes intricans,bees,0,2,0,0,1,NA,NA,NA,NA,NA
Colletidae,Colletes jansmiti,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Colletidae,Colletes kozlovi,bees,0,0,0,0,6,NA,NA,NA,NA,NA
Colletidae,Colletes ligatus,bees,0,8,11,9,15,0.00126479388955533,NA,NA,NA,NA
Colletidae,Colletes maidli,bees,18,4,32,72,57,NA,NA,NA,NA,NA
Colletidae,Colletes marginatus,bees,76,110,175,379,665,0.108392545448606,-0.058840497207984,-0.00811474328072519,-0.0348677830579199,-0.0700180544270353
Colletidae,Colletes merceti,bees,1,0,0,1,2,NA,NA,NA,NA,NA
Colletidae,Colletes meyeri,bees,1,0,3,18,1,0.00808799726905028,NA,NA,NA,NA
Colletidae,Colletes mlokossewiczi,bees,20,32,88,68,69,-0.0351047804555371,-0.0529066820328191,NA,0.0713690056732497,NA
Colletidae,Colletes nasutus,bees,4,24,29,11,15,NA,-0.0530965554166279,NA,-0.138654944115506,NA
Colletidae,Colletes nigricans,bees,39,99,110,177,334,0.0013810072371121,0.0057231945747032,0.0430616653150376,0.0019165662056104,NA
Colletidae,Colletes noskiewiczi,bees,1,1,7,6,6,0.0510779459791124,NA,NA,NA,NA
Colletidae,Colletes pannonicus,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Colletidae,Colletes perezi,bees,0,0,0,0,5,NA,NA,NA,NA,NA
Colletidae,Colletes pulchellus,bees,2,3,5,6,11,-0.00656697650554084,NA,NA,NA,NA
Colletidae,Colletes punctatus,bees,5,19,3,3,10,NA,NA,NA,NA,NA
Colletidae,Colletes schmidi,bees,0,1,3,11,4,-0.00736955246591141,NA,NA,NA,NA
Colletidae,Colletes senilis,bees,0,0,1,5,3,NA,NA,NA,NA,NA
Colletidae,Colletes sidemii,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Colletidae,Colletes sierrensis,bees,0,0,7,16,18,NA,0.433293285821494,NA,NA,NA
Colletidae,Colletes similis,bees,176,203,427,1029,2103,NA,NA,NA,NA,NA
Colletidae,Colletes squamulosus,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Colletidae,Colletes standfussi,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Colletidae,Colletes subnitens,bees,0,0,0,3,0,NA,NA,NA,NA,NA
Colletidae,Colletes succinctus,bees,329,294,584,1324,2843,-0.00874023015537097,-0.00339055275628201,0.0105927506479341,0.0130909909607749,-0.015114693003865
Colletidae,Colletes tardus,bees,10,0,0,0,0,NA,NA,NA,NA,NA
Colletidae,Colletes tuberculatus,bees,1,2,11,17,17,NA,NA,NA,NA,NA
Colletidae,Colletes tuberculiger,bees,2,2,8,2,3,-0.132996416922077,NA,NA,NA,NA
Colletidae,Colletes wacki,bees,0,0,0,0,2,NA,NA,NA,NA,NA
Colletidae,Colletes wolfi,bees,0,1,5,21,1,0.307388614847405,NA,NA,-0.0108768681374387,NA
Colletidae,Hylaeus absolutus,bees,0,2,5,29,1,NA,NA,NA,NA,NA
Colletidae,Hylaeus adriaticus,bees,1,0,46,40,15,-0.0226685434293622,NA,NA,NA,NA
Colletidae,Hylaeus alpinus,bees,15,15,67,276,266,NA,NA,NA,NA,NA
Colletidae,Hylaeus angustatus,bees,47,59,208,807,2383,-0.00172834103535111,0.0192820620075029,0.0211174056851973,0.00712476273482157,0.00784878837182781
Colletidae,Hylaeus annularis,bees,2,25,21,98,158,NA,NA,NA,NA,NA
Colletidae,Hylaeus annulatus,bees,136,208,305,1656,1722,NA,-3.44274726333981e-4,0.0118404022442889,0.0225517970096405,-0.0265311500564263
Colletidae,Hylaeus biarmicus,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Colletidae,Hylaeus bifasciatus,bees,12,19,1,10,16,-0.0297262037292456,NA,-0.168153158421055,-0.0499228308912438,NA
Colletidae,Hylaeus brachycephalus,bees,0,15,14,40,25,NA,NA,NA,NA,NA
Colletidae,Hylaeus brevicornis,bees,282,435,1127,2409,4203,-0.07403723319359,0.0270286953421881,-0.0325153313642227,0.021356757282857,0.00585072134202422
Colletidae,Hylaeus cardioscapus,bees,79,385,255,167,717,NA,0.0605108195349328,NA,0.0379337848628851,-0.0256446442927939
Colletidae,Hylaeus clypearis,bees,27,48,155,689,780,0.00638947453305113,0.0435111974525162,-0.0198986786179387,0.0109410994624834,NA
Colletidae,Hylaeus communis,bees,707,1234,3127,6601,15641,NA,NA,NA,NA,NA
Colletidae,Hylaeus conformis,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Colletidae,Hylaeus confusus,bees,455,808,1803,3522,8919,0.00151522428039145,0.0225054522622711,-0.00317283403749074,0.0144720535066946,0.00150973011446859
Colletidae,Hylaeus convergens,bees,0,0,1,9,3,-0.0144500571709242,NA,NA,NA,NA
Colletidae,Hylaeus coriaceus,bees,10,12,35,96,1,NA,NA,NA,NA,NA
Colletidae,Hylaeus cornutus,bees,28,23,174,579,690,-0.00349477627241278,0.0328538532345838,0.0499940472463393,0.0612175269752584,NA
Colletidae,Hylaeus crassanus,bees,2,2,12,9,27,NA,-0.0899251406815178,NA,NA,NA
Colletidae,Hylaeus deceptorius,bees,0,0,1,31,160,NA,NA,NA,NA,NA
Colletidae,Hylaeus decipiens,bees,7,21,5,3,9,-0.0149335753909676,-0.0680734947063064,NA,-0.0300283979595892,NA
Colletidae,Hylaeus difformis,bees,43,32,116,329,850,NA,NA,NA,NA,NA
Colletidae,Hylaeus dilatatus,bees,29,363,402,1581,2707,0.0236407251022198,0.0128497747468661,0.0258198435634823,0.0397075517572126,0.0388351350158903
Colletidae,Hylaeus duckei,bees,7,10,70,85,142,0.0551655316806133,0.0638388398228368,NA,0.030061346827427098,NA
Colletidae,Hylaeus euryscapus,bees,9,16,70,38,33,NA,NA,NA,NA,NA
Colletidae,Hylaeus friesei,bees,0,0,1,26,15,NA,NA,NA,NA,NA
Colletidae,Hylaeus garrulus,bees,0,2,4,7,4,NA,NA,NA,NA,NA
Colletidae,Hylaeus gibbus,bees,85,137,208,333,956,0.0352536480975279,0.0277230642792875,0.0156731856304774,-0.00194098309326333,NA
Colletidae,Hylaeus glacialis,bees,1,5,26,19,33,NA,0.169722361608725,NA,NA,NA
Colletidae,Hylaeus gracilicornis,bees,15,69,163,170,159,NA,-0.00804792880300177,NA,0.0140310887166585,-0.0557452346193912
Colletidae,Hylaeus gredleri,bees,31,82,206,1447,1755,NA,NA,NA,NA,NA
Colletidae,Hylaeus hellenicus,bees,0,0,0,33,0,NA,NA,NA,NA,NA
Colletidae,Hylaeus hyalinatus,bees,385,857,2353,3054,7101,-0.00526492910581721,0.024347114193011,0.00494396701677218,-0.00435533598400165,0.0062734958752717
Colletidae,Hylaeus hyperpunctatus,bees,3,3,56,46,2,-0.0331107727529827,NA,NA,NA,NA
Colletidae,Hylaeus hyrcanius,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Colletidae,Hylaeus ibericus,bees,0,0,5,97,0,NA,NA,NA,NA,NA
Colletidae,Hylaeus imparilis,bees,35,86,303,566,909,0.00367059853051097,-0.00864195011213092,NA,-0.00274587518417195,NA
Colletidae,Hylaeus incongruus,bees,157,230,274,450,1736,NA,NA,NA,NA,NA
Colletidae,Hylaeus intermedius,bees,3,4,3,31,104,NA,NA,NA,NA,NA
Colletidae,Hylaeus kahri,bees,14,21,50,311,307,0.056267326179827,0.0399157040951824,NA,0.0167924310495467,NA
Colletidae,Hylaeus koenigsmanni,bees,0,0,3,1,1,NA,NA,NA,NA,NA
Colletidae,Hylaeus leptocephalus,bees,47,54,184,230,357,-0.0175422896242584,0.00395636388299234,-0.00847400789795723,-0.00258632449066114,-0.00924017687893042
Colletidae,Hylaeus lineolatus,bees,7,25,90,404,464,0.0260652054904914,0.0347519135281882,NA,0.0341748438669316,NA
Colletidae,Hylaeus longimaculus,bees,0,0,92,109,90,0.064415025682945,NA,NA,NA,NA
Colletidae,Hylaeus mariannae,bees,0,0,0,0,5,NA,NA,NA,NA,NA
Colletidae,Hylaeus meridionalis,bees,1,7,52,94,197,-0.0573913556353684,0.0158522427753966,NA,NA,NA
Colletidae,Hylaeus moniae,bees,0,0,0,2,0,NA,NA,NA,NA,NA
Colletidae,Hylaeus nigrifacies,bees,2,6,29,158,83,-0.0585380570051082,0.0112332531920775,NA,0.118497771945748,NA
Colletidae,Hylaeus nigritus,bees,101,210,344,525,1627,-0.0254553276239486,-0.013933998651743,0.114699805918891,0.0172487403237119,0.135912776996384
Colletidae,Hylaeus nivaliformis,bees,0,0,30,20,25,NA,0.00119712602930021,NA,NA,NA
Colletidae,Hylaeus nivalis,bees,16,12,32,103,159,NA,0.0102818866553385,NA,NA,NA
Colletidae,Hylaeus paulus,bees,0,17,25,69,142,NA,0.138575911610748,NA,0.031072196955285,NA
Colletidae,Hylaeus pectoralis,bees,26,436,352,204,456,0.365781154110549,-0.0142516324276132,-0.00188614133137649,3.71371203257028e-4,-0.00716253203152419
Colletidae,Hylaeus penalaris,bees,0,0,2,29,9,NA,NA,NA,NA,NA
Colletidae,Hylaeus pfankuchi,bees,11,27,10,30,127,NA,0.0053836192983264,-0.0819951449889095,-0.0198892277749903,-0.0501193891303028
Colletidae,Hylaeus pictipes,bees,148,121,507,403,973,0.0335241832935479,0.00983457791256642,-0.0234132503539829,-0.0216149975542592,-0.0418286517138876
Colletidae,Hylaeus pictus,bees,0,15,26,108,66,0.380980372443232,NA,0.0111240308298499,NA,NA
Colletidae,Hylaeus pilosulus,bees,15,27,39,23,6,NA,NA,NA,NA,NA
Colletidae,Hylaeus punctatus,bees,92,41,331,754,1653,0.0252314028762298,0.0179680773463862,0.458918992263248,0.0208599725547142,NA
Colletidae,Hylaeus punctulatissimus,bees,75,91,194,132,475,NA,NA,NA,NA,NA
Colletidae,Hylaeus punctus,bees,0,0,4,31,71,NA,NA,NA,NA,NA
Colletidae,Hylaeus purpurissatus,bees,7,24,10,4,5,-0.304397372721678,NA,NA,NA,NA
Colletidae,Hylaeus pyrenaicus,bees,0,0,13,3,4,NA,-0.0199817781502021,NA,NA,NA
Colletidae,Hylaeus rinki,bees,52,128,221,310,826,NA,0.0233804081216851,-0.0241792342814772,0.00228673947632418,0.00253762176464819
Colletidae,Hylaeus rubicola,bees,0,0,3,7,25,NA,NA,NA,NA,NA
Colletidae,Hylaeus rugicollis,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Colletidae,Hylaeus scutellaris,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Colletidae,Hylaeus scutellatus,bees,0,0,3,4,4,NA,NA,NA,NA,NA
Colletidae,Hylaeus sidensis,bees,0,0,0,0,13,NA,NA,NA,NA,NA
Colletidae,Hylaeus signatus,bees,251,245,848,1167,3076,-0.0101121607698734,-0.00458771112587316,0.0324048582516008,0.0078488214675435,0.00593722826326755
Colletidae,Hylaeus sinuatus,bees,63,50,161,621,910,0.0565810084241465,0.0129412783903136,NA,0.0125264980219075,0.066961230080317
Colletidae,Hylaeus soror,bees,9,12,28,35,56,NA,NA,NA,NA,NA
Colletidae,Hylaeus styriacus,bees,48,48,66,485,732,NA,NA,NA,NA,NA
Colletidae,Hylaeus sulphuripes,bees,1,10,12,22,24,NA,NA,NA,NA,NA
Colletidae,Hylaeus taeniolatus,bees,12,18,128,264,637,0.0131929278277567,0.0394117297776476,NA,0.0278832131592286,NA
Colletidae,Hylaeus teruelus,bees,0,0,0,8,0,NA,NA,NA,NA,NA
Colletidae,Hylaeus trifidus,bees,0,0,0,3,109,-0.0377372054703075,NA,NA,NA,NA
Colletidae,Hylaeus trinotatus,bees,0,2,19,9,89,0.032172013038643,NA,NA,-0.0337690296548488,NA
Colletidae,Hylaeus tyrolensis,bees,16,8,21,47,84,0.0377327701420473,0.0220561038668643,NA,-0.00548490264578249,NA
Colletidae,Hylaeus variegatus,bees,264,217,297,951,1066,-0.0522989767361555,-0.0474986108171989,-0.00220196602381544,-0.00418372346347676,NA
Halictidae,Ceylalictus variegatus,bees,29,15,33,20,297,-0.0177892933108803,-0.030861831792135,0.0852292226744534,0.0506835759158581,NA
Halictidae,Dufourea alpina,bees,25,28,28,194,209,NA,0.0389415614835725,NA,NA,NA
Halictidae,Dufourea balearica,bees,0,0,0,0,24,NA,NA,NA,NA,NA
Halictidae,Dufourea coeruleocephala,bees,0,0,4,0,0,NA,NA,NA,NA,NA
Halictidae,Dufourea cypria,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Halictidae,Dufourea dentiventris,bees,198,381,707,383,1213,NA,0.00188885045540271,-0.0670468404564646,-0.030427954880263,-0.0215176879634015
Halictidae,Dufourea gaullei,bees,0,2,0,57,37,NA,NA,NA,NA,NA
Halictidae,Dufourea graeca,bees,0,0,2,24,6,NA,NA,NA,NA,NA
Halictidae,Dufourea halictula,bees,114,182,58,95,220,NA,NA,NA,NA,NA
Halictidae,Dufourea inermis,bees,71,76,454,63,114,NA,NA,NA,NA,NA
Halictidae,Dufourea iris,bees,0,0,0,11,0,NA,NA,NA,NA,NA
Halictidae,Dufourea longiglossa,bees,0,0,0,8,0,NA,NA,NA,NA,NA
Halictidae,Dufourea lusitanica,bees,0,3,0,0,3,NA,NA,NA,NA,NA
Halictidae,Dufourea merceti,bees,0,0,0,2,0,NA,NA,NA,NA,NA
Halictidae,Dufourea minuta,bees,86,76,224,93,177,NA,-0.0242580987083935,NA,-0.0455720225916979,0.00167882175217002
Halictidae,Dufourea paradoxa,bees,12,27,16,148,96,NA,0.016075131684994,NA,NA,NA
Halictidae,Dufourea similis,bees,0,0,0,0,8,NA,NA,NA,NA,NA
Halictidae,Dufourea styx,bees,0,0,1,20,0,NA,NA,NA,NA,NA
Halictidae,Dufourea trautmanni,bees,0,0,2,103,255,NA,NA,NA,NA,NA
Halictidae,Dufourea wolfi,bees,0,1,1,7,10,NA,NA,NA,NA,NA
Halictidae,Halictus adjikenticus,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Halictidae,Halictus alfkenellus,bees,0,0,1,2,0,NA,NA,NA,NA,NA
Halictidae,Halictus asperulus,bees,24,3,21,32,69,0.0289689795261236,-0.190479524114287,NA,-0.0711764492507654,NA
Halictidae,Halictus brunnescens,bees,23,25,36,36,124,-0.014188835667771,NA,NA,NA,NA
Halictidae,Halictus candiae,bees,0,0,2,0,1,NA,NA,NA,NA,NA
Halictidae,Halictus carinthiacus,bees,6,0,4,5,28,NA,0.00256541132209315,NA,0.125979891459766,NA
Halictidae,Halictus centaureae,bees,0,0,0,13,0,0.00134793433430246,NA,NA,NA,NA
Halictidae,Halictus cochlearitarsis,bees,15,2,24,8,36,NA,NA,NA,NA,NA
Halictidae,Halictus compressus,bees,15,28,13,10,193,NA,NA,NA,NA,NA
Halictidae,Halictus consobrinus,bees,0,0,26,8,0,NA,NA,NA,NA,NA
Halictidae,Halictus constantinensis,bees,0,2,0,0,0,NA,NA,NA,NA,NA
Halictidae,Halictus crenicornis,bees,1,25,170,36,113,-0.0254862235013303,NA,0.541743719984242,NA,NA
Halictidae,Halictus fatsensis,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Halictidae,Halictus fulvipes,bees,66,26,160,193,815,NA,NA,NA,NA,NA
Halictidae,Halictus fumatipennis,bees,0,0,0,13,8,NA,NA,NA,NA,NA
Halictidae,Halictus graecus,bees,0,0,4,2,10,NA,NA,NA,NA,NA
Halictidae,Halictus grossellus,bees,0,0,0,0,6,NA,NA,NA,NA,NA
Halictidae,Halictus gruenwaldti,bees,21,5,8,17,15,NA,NA,NA,NA,NA
Halictidae,Halictus holomelaenus,bees,0,0,4,3,8,NA,NA,NA,NA,NA
Halictidae,Halictus langobardicus,bees,25,24,43,108,449,NA,NA,NA,NA,NA
Halictidae,Halictus luganicus,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Halictidae,Halictus maculatus,bees,451,360,633,1185,2285,-0.0692071901193642,0.0258312002167916,-0.0185701084308118,-0.00714062706724867,0.0209147411181063
Halictidae,Halictus mediterranellus,bees,1,0,6,1,0,NA,NA,NA,NA,NA
Halictidae,Halictus nicosiae,bees,0,1,0,9,12,-0.100430514258437,NA,NA,NA,NA
Halictidae,Halictus patellatus,bees,19,19,53,30,106,NA,NA,NA,NA,NA
Halictidae,Halictus pentheri,bees,0,0,3,45,22,-0.00653382557300014,NA,NA,NA,NA
Halictidae,Halictus ponticus,bees,0,0,0,1,10,NA,NA,NA,NA,NA
Halictidae,Halictus pyrenaeus,bees,0,0,0,0,5,NA,NA,NA,NA,NA
Halictidae,Halictus quadricinctus,bees,185,177,151,399,648,NA,NA,NA,NA,NA
Halictidae,Halictus quadripartitus,bees,0,0,9,4,35,0.0111695717854838,NA,NA,NA,NA
Halictidae,Halictus resurgens,bees,0,3,1,7,185,-0.268773201875041,NA,NA,NA,NA
Halictidae,Halictus rubicundus,bees,1110,1124,2345,6793,13227,0.00555895664174299,0.016260581153848,-0.00451872812321951,0.0254734990136595,0.00106713894655853
Halictidae,Halictus sajoi,bees,2,3,18,6,20,NA,NA,NA,-0.0255642156809909,NA
Halictidae,Halictus scabiosae,bees,234,281,683,1075,8524,0.115431323594844,0.140071351249113,0.124840713716917,0.0949981808068611,NA
Halictidae,Halictus senilis,bees,0,0,0,3,0,NA,NA,NA,NA,NA
Halictidae,Halictus sexcinctus,bees,580,367,237,538,1392,NA,NA,NA,NA,NA
Halictidae,Halictus simplex,bees,211,110,340,1000,2772,-0.0834025358685764,0.0264040009139388,-0.0389475194475358,0.00530755999340964,NA
Halictidae,Halictus tetrazonianellus,bees,1,0,14,6,90,NA,NA,NA,NA,NA
Halictidae,Halictus tetrazonius,bees,2,1,13,9,49,0.00387427198445552,NA,NA,0.0513586816824753,NA
Halictidae,Halictus toparensis,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Halictidae,Halictus tridivisus,bees,0,0,2,12,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum acephaloides,bees,0,0,5,2,1,NA,NA,NA,NA,NA
Halictidae,Lasioglossum aegyptiellum,bees,1,5,56,19,69,-0.106159711630289,-0.0924695298827883,NA,NA,NA
Halictidae,Lasioglossum aeratum,bees,140,107,171,238,1108,NA,NA,NA,NA,NA
Halictidae,Lasioglossum akroundicum,bees,11,4,1,32,10,0.127333708047424,NA,NA,NA,NA
Halictidae,Lasioglossum albipes,bees,1194,1404,2590,6636,13378,-0.00942792340502889,0.0192303507441287,-0.0286983068587499,-0.0246119909735822,-0.00721689857712704
Halictidae,Lasioglossum albocinctum,bees,46,33,91,160,653,NA,NA,NA,NA,NA
Halictidae,Lasioglossum albovirens,bees,0,0,4,21,19,0.0226085589680183,NA,NA,NA,NA
Halictidae,Lasioglossum algericolellum,bees,3,0,0,35,128,0.0701866745952737,NA,NA,NA,NA
Halictidae,Lasioglossum algirum,bees,0,0,2,0,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum alinense,bees,1,0,0,1,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum alpigenum,bees,7,14,16,77,71,NA,0.00992636844556677,NA,NA,NA
Halictidae,Lasioglossum anellum,bees,6,0,51,46,45,-0.079229582504219,-0.092925319621102,NA,NA,NA
Halictidae,Lasioglossum angusticeps,bees,20,12,29,50,92,-6.96334758342804e-4,NA,-0.018771811317849,-0.0225257793988674,NA
Halictidae,Lasioglossum angustipes,bees,0,0,91,8,7,0.0665830653203649,-0.00824551574778351,NA,NA,NA
Halictidae,Lasioglossum annulipes,bees,1,0,0,0,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum aphrodite,bees,1,0,3,10,10,-0.0245127949786909,NA,NA,NA,NA
Halictidae,Lasioglossum apostoli,bees,0,0,9,20,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum ariadne,bees,0,0,2,1,2,NA,NA,NA,NA,NA
Halictidae,Lasioglossum articulare,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum asellum,bees,4,0,0,0,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum aureimontanum,bees,1,0,0,0,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum aureolum,bees,19,16,51,26,24,NA,NA,NA,NA,NA
Halictidae,Lasioglossum bavaricum,bees,2,7,39,96,57,NA,0.0194622472619777,NA,-0.0204826856028306,NA
Halictidae,Lasioglossum bicallosum,bees,0,0,2,0,5,NA,NA,NA,NA,NA
Halictidae,Lasioglossum bimaculatum,bees,16,0,43,88,254,-0.0251099535485652,0.091067780746764,NA,NA,NA
Halictidae,Lasioglossum bischoffi,bees,4,2,4,1,12,-0.367323139087081,NA,NA,NA,NA
Halictidae,Lasioglossum bluethgeni,bees,0,2,2,27,178,0.195709431300205,NA,0.00583127938455598,0.123359765909498,NA
Halictidae,Lasioglossum boreale,bees,0,0,64,2,82,NA,0.0493517402041015,NA,NA,NA
Halictidae,Lasioglossum brevicorne,bees,60,72,150,440,759,-0.0214223937617853,0.0500925394959853,-0.0535128268874005,-0.0272087964904017,-0.0287353859211926
Halictidae,Lasioglossum breviventre,bees,10,1,5,32,67,NA,0.0491725913316003,NA,-0.176182796294084,NA
Halictidae,Lasioglossum buccale,bees,35,33,70,91,71,NA,NA,NA,NA,NA
Halictidae,Lasioglossum calceatum,bees,1761,2072,4535,14039,28215,-0.00157319002603367,0.0198014980140618,8.0440846808892e-4,0.00657091476581599,0.00607745071445481
Halictidae,Lasioglossum callizonium,bees,24,15,57,85,197,0.0179882111294383,NA,0.200623955529864,NA,NA
Halictidae,Lasioglossum capitale,bees,9,1,21,58,40,0.0104239967347055,NA,NA,NA,NA
Halictidae,Lasioglossum castilianum,bees,0,0,3,0,5,NA,NA,NA,NA,NA
Halictidae,Lasioglossum clypeare,bees,9,18,26,48,77,-0.0380817483116751,0.0139474989151074,NA,-0.0072276611517343,NA
Halictidae,Lasioglossum clypeiferellum,bees,1,13,29,19,28,NA,NA,NA,NA,NA
Halictidae,Lasioglossum collopiense,bees,0,6,3,0,3,NA,NA,NA,NA,NA
Halictidae,Lasioglossum convexiusculum,bees,32,14,28,39,90,0.0229719047656611,0.033583703784572,NA,-0.0550895088289406,NA
Halictidae,Lasioglossum corsicanum,bees,0,1,3,0,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum corvinum,bees,11,3,39,55,66,NA,NA,NA,NA,NA
Halictidae,Lasioglossum costulatum,bees,101,70,59,213,391,NA,NA,NA,NA,NA
Halictidae,Lasioglossum crassepunctatum,bees,4,1,33,35,42,NA,NA,NA,NA,NA
Halictidae,Lasioglossum cristula,bees,0,1,6,30,87,NA,NA,NA,NA,NA
Halictidae,Lasioglossum cupromicans,bees,116,112,156,875,1173,0.0778893485639362,0.0466639211703533,-0.0168046638102354,0.049524500691948,NA
Halictidae,Lasioglossum damascenum,bees,5,0,20,26,43,-0.0827518047393668,NA,NA,NA,NA
Halictidae,Lasioglossum danuvium,bees,0,0,9,0,1,NA,NA,NA,NA,NA
Halictidae,Lasioglossum denislucum,bees,0,2,2,0,1,NA,NA,NA,NA,NA
Halictidae,Lasioglossum discus,bees,79,58,223,161,483,NA,NA,NA,NA,NA
Halictidae,Lasioglossum dolichocephalum,bees,0,0,10,0,20,-0.098565478619914,NA,NA,NA,NA
Halictidae,Lasioglossum duckei,bees,8,0,6,7,27,NA,NA,NA,NA,NA
Halictidae,Lasioglossum dusmeti,bees,5,0,7,10,16,-0.00921603953596577,NA,NA,NA,NA
Halictidae,Lasioglossum edessae,bees,0,0,1,0,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum elegans,bees,16,24,41,9,42,NA,NA,NA,NA,NA
Halictidae,Lasioglossum epipygiale,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Halictidae,Lasioglossum erraticum,bees,5,1,1,2,7,-0.202287354447686,NA,NA,NA,NA
Halictidae,Lasioglossum euboeense,bees,25,18,27,50,110,-0.0776756989569687,-0.0165908693928011,NA,-0.0787548833891063,NA
Halictidae,Lasioglossum eurasicum,bees,2,0,14,4,2,NA,NA,NA,NA,NA
Halictidae,Lasioglossum euxanthopus,bees,0,0,0,0,1,NA,NA,NA,NA,NA
Halictidae,Lasioglossum euxinicum,bees,0,0,4,0,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum fallax,bees,0,0,0,1,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum fratellum,bees,964,896,1534,3541,6614,NA,0.00968691696381746,-0.0198758830850677,-0.00280634705474697,0.00240892680343679
Halictidae,Lasioglossum fulvicorne,bees,631,968,2429,6934,10049,-0.0131191333258943,0.0208414583854817,-0.0179941865490189,-0.0584376506766523,-0.0251325999377801
Halictidae,Lasioglossum glabriusculum,bees,48,26,114,317,3272,NA,NA,NA,NA,NA
Halictidae,Lasioglossum glaciegenitum,bees,0,0,5,1,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum griseolum,bees,25,10,55,95,571,0.0456485413032012,0.0249432745368337,NA,-1.39336308601381e-4,NA
Halictidae,Lasioglossum haesitans,bees,0,0,1,1,11,NA,NA,NA,NA,NA
Halictidae,Lasioglossum hilare,bees,1,0,3,1,0,NA,NA,NA,NA,NA
Halictidae,Lasioglossum ibericum,bees,0,1,20,14,22,-0.0418570492302982,NA,NA,NA,NA
Halictidae,Lasioglossum imbecillum,bees,0,0,2,5,21,NA,NA,NA,NA,NA
Halictidae,Lasioglossum immunitum,bees,11,11,11,29,197,0.0162592485933533,NA,NA,NA,NA
Halictidae,Lasioglossum intermedium,bees,15,43,65,96,181,-0.0283720634901857,0.0160361525271401,-0.0320405517678876,0.0174589583710197,NA
