Genus,Specific,Species,taxo_group,European_Category
Dioxys,cinctus,Dioxys cinctus,bees,LC
Coelioxys,obtusus,Coelioxys obtusus,bees,VU
Pseudoanthidium,cribratum,Pseudoanthidium cribratum,bees,NA
Heriades,crenulata,Heriades crenulata,bees,LC
Anthidium,punctatum,Anthidium punctatum,bees,LC
Lasioglossum,smeathmanellum,Lasioglossum smeathmanellum,bees,LC
Osmia,maritima,Osmia maritima,bees,EN
Lasioglossum,albovirens,Lasioglossum albovirens,bees,NT
Chelostoma,incognitum,Chelostoma incognitum,bees,LC
Chelostoma,longifacies,Chelostoma longifacies,bees,LC
Chelostoma,aegaeicum,Chelostoma aegaeicum,bees,LC
Hoplitis,occidentalis,Hoplitis occidentalis,bees,LC
Hoplitis,monticola,Hoplitis monticola,bees,LC
Hoplitis,nicolaei,Hoplitis nicolaei,bees,LC
Hoplitis,serainae,Hoplitis serainae,bees,NA
Protosmia,montana,Protosmia montana,bees,NA
Hoplitis,albiscopa,Hoplitis albiscopa,bees,LC
Sphecodes,algeriensis,Sphecodes algeriensis,bees,LC
Sphecodes,anatolicus,Sphecodes anatolicus,bees,NT
Sphecodes,barbatus,Sphecodes barbatus,bees,NA
Lasioglossum,acephaloides,Lasioglossum acephaloides,bees,NT
Lasioglossum,alinense,Lasioglossum alinense,bees,NA
Lasioglossum,collopiense,Lasioglossum collopiense,bees,LC
Afranthidium,carduele_new,Afranthidium carduele_new,bees,LC
Chelostoma,rapunculi_new,Chelostoma rapunculi_new,bees,LC
Seladonia,gemmella,Seladonia gemmella,bees,LC
Seladonia,orientana,Seladonia orientana,bees,LC
Seladonia,phryganica,Seladonia phryganica,bees,LC
Seladonia,pulverea,Seladonia pulverea,bees,DD
Seladonia,smaragdula_new,Seladonia smaragdula_new,bees,LC
Seladonia,submediterranea,Seladonia submediterranea,bees,LC
Seladonia,tecta,Seladonia tecta,bees,DD
Hoplitis,antalyae,Hoplitis antalyae,bees,LC
Hoplitis,subbutea_new,Hoplitis subbutea_new,bees,LC
Hoplitis,turcestanica,Hoplitis turcestanica,bees,NA
Hoplitis,bisulca_new,Hoplitis bisulca_new,bees,LC
Hoplitis,mucida_new,Hoplitis mucida_new,bees,NA
Halictus,pentheri,Halictus pentheri,bees,NT
Halictus,subsenilis,Halictus subsenilis,bees,NA
Lasioglossum,andromeda,Lasioglossum andromeda,bees,NA
Lasioglossum,asellum,Lasioglossum asellum,bees,NA
Lasioglossum,epipygiale,Lasioglossum epipygiale,bees,NA
Lasioglossum,euxanthopus,Lasioglossum euxanthopus,bees,NA
Lasioglossum,gilanum,Lasioglossum gilanum,bees,NA
Lasioglossum,hethiticum,Lasioglossum hethiticum,bees,NA
Lasioglossum,kirgisicum,Lasioglossum kirgisicum,bees,NA
Lasioglossum,longirostre,Lasioglossum longirostre,bees,NA
Lasioglossum,medinai,Lasioglossum medinai,bees,LC
Lasioglossum,pressithorax,Lasioglossum pressithorax,bees,LC
Lasioglossum,prunellum,Lasioglossum prunellum,bees,NA
Lasioglossum,tungusicum,Lasioglossum tungusicum,bees,NA
Nomioides,chalybeatus,Nomioides chalybeatus,bees,NA
Nomioides,pulverosus,Nomioides pulverosus,bees,NA
Pseudapis,elegantissima,Pseudapis elegantissima,bees,NA
Anthidium,rotundum,Anthidium rotundum,bees,NA
Chelostoma,comosum,Chelostoma comosum,bees,DD
Eoanthidium,pasteelsi,Eoanthidium pasteelsi,bees,NA
Hoplitis,teucrii,Hoplitis teucrii,bees,NA
Megachile,anatolica,Megachile anatolica,bees,LC
Megachile,disjunctiformis,Megachile disjunctiformis,bees,NA
Megachile,inexspectata,Megachile inexspectata,bees,NA
Megachile,minutissima,Megachile minutissima,bees,NA
Megachile,otomita,Megachile otomita,bees,NA
Megachile,patellimana,Megachile patellimana,bees,NA
Megachile,sculpturalis,Megachile sculpturalis,bees,NA
Megachile,tenuistriga,Megachile tenuistriga,bees,LC
Osmia,disjuncta,Osmia disjuncta,bees,LC
Pseudoanthidium,kaspareki,Pseudoanthidium kaspareki,bees,DD
Pseudoanthidium,stigmaticorne,Pseudoanthidium stigmaticorne,bees,LC
Stelis,aculeata,Stelis aculeata,bees,NA
Stelis,denticulata,Stelis denticulata,bees,NA
Stelis,murina,Stelis murina,bees,DD
Stenoheriades,coelostoma,Stenoheriades coelostoma,bees,LC
Trachusa,balcanica,Trachusa balcanica,bees,LC
Trachusa,integra,Trachusa integra,bees,EN
Trachusa,varia,Trachusa varia,bees,DD
Eoanthidium,nasiculum,Eoanthidium nasiculum,bees,NA
Megachile,giraudi_new,Megachile giraudi_new,bees,LC
Megachile,leachella_new,Megachile leachella_new,bees,LC
Megachile,pusilla_new,Megachile pusilla_new,bees,LC
Megachile,albohirta_new,Megachile albohirta_new,bees,DD
Megachile,doriae,Megachile doriae,bees,NA
Megachile,versicolor_new,Megachile versicolor_new,bees,LC
Megachile,melanogaster_new,Megachile melanogaster_new,bees,LC
Osmia,leucopyga,Osmia leucopyga,bees,LC
Rhodanthidium,caturigense_new,Rhodanthidium caturigense_new,bees,LC
Anthidiellum,troodicum,Anthidiellum troodicum,bees,LC
Hoplitis,onychophora,Hoplitis onychophora,bees,NA
Hoplitis,anthocopoides_new,Hoplitis anthocopoides_new,bees,LC
Osmia,dimidiata_new,Osmia dimidiata_new,bees,LC
Lasioglossum,algericolellum,Lasioglossum algericolellum,bees,LC
Lasioglossum,pauxillum_new,Lasioglossum pauxillum_new,bees,LC
Lasioglossum,pseudoleptocephalum,Lasioglossum pseudoleptocephalum,bees,NT
Megachile,flavipes,Megachile flavipes,bees,NA
Megachile,saussurei,Megachile saussurei,bees,NA
Osmia,rufohirta_new,Osmia rufohirta_new,bees,LC
Osmia,nuda,Osmia nuda,bees,NA
Stenoheriades,maroccana,Stenoheriades maroccana,bees,LC
Lasioglossum,edessae,Lasioglossum edessae,bees,NA
Lasioglossum,fallax,Lasioglossum fallax,bees,NA
Lasioglossum,pallidum,Lasioglossum pallidum,bees,NA
Nomiapis,fugax,Nomiapis fugax,bees,NA
Anthidium,caspicum,Anthidium caspicum,bees,NA
Coelioxys,mielbergi,Coelioxys mielbergi,bees,NA
Nomiapis,rufiventris,Nomiapis rufiventris,bees,NA
Nomiapis,bispinosa_new,Nomiapis bispinosa_new,bees,LC
Megachile,syriaca,Megachile syriaca,bees,NA
Hoplitis,yermasoyiae_new,Hoplitis yermasoyiae_new,bees,LC
Seladonia,pici,Seladonia pici,bees,DD
Megachile,tecta,Megachile tecta,bees,NA
Hoplitis,caucasicola,Hoplitis caucasicola,bees,DD
