Genus,Specific,Species,taxo_group,European_Category
Bombus,veteranus,Bombus veteranus,bees,NT
Bombus,wurflenii,Bombus wurflenii,bees,LC
Bombus,zonatus,Bombus zonatus,bees,EN
Bombus,armeniacus,Bombus armeniacus,bees,EN
Bombus,barbutellus,Bombus barbutellus,bees,LC
Bombus,cullumanus,Bombus cullumanus,bees,CR
Amegilla,albigena,Amegilla albigena,bees,LC
Biastes,brevicornis,Biastes brevicornis,bees,LC
Thyreus,affinis,Thyreus affinis,bees,LC
Pasites,maculatus,Pasites maculatus,bees,LC
Parammobatodes,maroccanus,Parammobatodes maroccanus,bees,NA
Ammobatoides,abdominalis,Ammobatoides abdominalis,bees,EN
Eucera,aequata,Eucera aequata,bees,LC
Tetralonia,malvae,Tetralonia malvae,bees,LC
Melecta,aegyptiaca,Melecta aegyptiaca,bees,DD
Tetralonia,alticincta,Tetralonia alticincta,bees,LC
Epeoloides,coecutiens,Epeoloides coecutiens,bees,LC
Eucera,morio,Eucera morio,bees,EN
Tarsalia,ancyliformis,Tarsalia ancyliformis,bees,LC
Ammobates,armeniacus,Ammobates armeniacus,bees,VU
Nomada,carnifex,Nomada carnifex,bees,LC
Chiasmognathus,orientanus,Chiasmognathus orientanus,bees,NT
Ancyla,asiatica,Ancyla asiatica,bees,NA
Schmiedeknechtia,oraniensis,Schmiedeknechtia oraniensis,bees,NA
Anthophora,aestivalis,Anthophora aestivalis,bees,LC
Triepeolus,tristis,Triepeolus tristis,bees,VU
Tetralonia,strigata,Tetralonia strigata,bees,LC
Eucera,digitata,Eucera digitata,bees,LC
Anthophora,rogenhoferi,Anthophora rogenhoferi,bees,LC
Eucera,squamosa,Eucera squamosa,bees,LC
Eucera,nigrifacies,Eucera nigrifacies,bees,LC
Nomada,umbrosa,Nomada umbrosa,bees,LC
Melecta,guichardi,Melecta guichardi,bees,DD
Nomada,trapeziformis,Nomada trapeziformis,bees,CR
Ammobates,rufiventris,Ammobates rufiventris,bees,DD
Nomada,cruenta,Nomada cruenta,bees,NT
Tetralonia,nana,Tetralonia nana,bees,LC
Melecta,obscura,Melecta obscura,bees,LC
Nomada,conjungens,Nomada conjungens,bees,LC
Thyreus,scutellaris,Thyreus scutellaris,bees,DD
Nomada,pulchra,Nomada pulchra,bees,EN
Eucera,excisa,Eucera excisa,bees,CR
Nomada,rubriventris,Nomada rubriventris,bees,DD
Nomada,alboguttata,Nomada alboguttata,bees,LC
Anthophora,retusa,Anthophora retusa,bees,LC
Eucera,proxima,Eucera proxima,bees,LC
Nomada,tenella,Nomada tenella,bees,EN
Nomada,flavopicta,Nomada flavopicta,bees,LC
Melecta,duodecimmaculata,Melecta duodecimmaculata,bees,NT
Nomada,symphyti,Nomada symphyti,bees,NT
Anthophora,quadrimaculata,Anthophora quadrimaculata,bees,LC
Eucera,parnassia,Eucera parnassia,bees,LC
Nomada,leucophthalma,Nomada leucophthalma,bees,LC
Amegilla,fasciata,Amegilla fasciata,bees,LC
Epeolus,tarsalis,Epeolus tarsalis,bees,LC
Amegilla,savignyi,Amegilla savignyi,bees,LC
Amegilla,garrula,Amegilla garrula,bees,LC
Eucera,fasciata,Eucera fasciata,bees,LC
Eucera,lanuginosa,Eucera lanuginosa,bees,LC
Nomada,stoeckherti,Nomada stoeckherti,bees,LC
Eucera,maroccana,Eucera maroccana,bees,LC
Anthophora,pubescens,Anthophora pubescens,bees,LC
Eucera,transitoria,Eucera transitoria,bees,NA
Nomada,dolosa,Nomada dolosa,bees,LC
Nomada,rostrata,Nomada rostrata,bees,NT
Nomada,sabulosa,Nomada sabulosa,bees,NA
Nomada,cristata,Nomada cristata,bees,LC
Epeolus,schummeli,Epeolus schummeli,bees,NT
Anthophora,balneorum,Anthophora balneorum,bees,LC
Eucera,pannonica,Eucera pannonica,bees,LC
Eucera,kullenbergi,Eucera kullenbergi,bees,LC
Megachile,roeweri,Megachile roeweri,bees,LC
Nomada,pruinosa,Nomada pruinosa,bees,LC
Anthophora,plumipes,Anthophora plumipes,bees,LC
Eucera,curvitarsis,Eucera curvitarsis,bees,LC
Nomada,serricornis,Nomada serricornis,bees,LC
Nomada,sexfasciata,Nomada sexfasciata,bees,LC
Ancyla,cretensis,Ancyla cretensis,bees,DD
Eucera,paraclypeata,Eucera paraclypeata,bees,LC
Eucera,cypria,Eucera cypria,bees,LC
Nomada,basalis,Nomada basalis,bees,LC
Nomada,agrestis,Nomada agrestis,bees,LC
Nomada,trispinosa,Nomada trispinosa,bees,LC
Anthophora,bimaculata,Anthophora bimaculata,bees,LC
Nomada,maculicornis,Nomada maculicornis,bees,LC
Nomada,guttulata,Nomada guttulata,bees,LC
Tetralonia,fulvescens,Tetralonia fulvescens,bees,LC
Nomada,ruficornis,Nomada ruficornis,bees,LC
Nomada,mavromoustakisi,Nomada mavromoustakisi,bees,LC
Nomada,erythrocephala,Nomada erythrocephala,bees,VU
Eucera,punctulata,Eucera punctulata,bees,LC
Nomada,rufipes,Nomada rufipes,bees,LC
Anthophora,socia,Anthophora socia,bees,LC
Nomada,pastoralis,Nomada pastoralis,bees,NA
Anthophora,podagra,Anthophora podagra,bees,LC
Nomada,fallax,Nomada fallax,bees,LC
Eucera,nigrescens,Eucera nigrescens,bees,LC
Nomada,babiyi,Nomada babiyi,bees,LC
Eucera,numida,Eucera numida,bees,LC
Eucera,pollinosa,Eucera pollinosa,bees,LC
Nomada,castellana,Nomada castellana,bees,LC
Nomada,cypria,Nomada cypria,bees,LC
Eucera,obliterata,Eucera obliterata,bees,LC
Nomada,pectoralis,Nomada pectoralis,bees,LC
Eucera,dalmatica,Eucera dalmatica,bees,LC
Eucera,puncticollis,Eucera puncticollis,bees,LC
Nomada,flavilabris,Nomada flavilabris,bees,EN
Eucera,hungarica,Eucera hungarica,bees,LC
Anthophora,leucophaea,Anthophora leucophaea,bees,LC
Ammobates,similis,Ammobates similis,bees,DD
Eucera,nigrilabris,Eucera nigrilabris,bees,LC
Eucera,distinguenda,Eucera distinguenda,bees,NA
Nomada,nobilis,Nomada nobilis,bees,LC
Nomada,fucata,Nomada fucata,bees,LC
Eucera,clypeata,Eucera clypeata,bees,LC
Nomada,linsenmaieri,Nomada linsenmaieri,bees,LC
Nomada,confinis,Nomada confinis,bees,EN
Eucera,commixta,Eucera commixta,bees,NA
Anthophora,affinis,Anthophora affinis,bees,LC
Epeolus,aureovestitus,Epeolus aureovestitus,bees,NT
Anthophora,calcarata,Anthophora calcarata,bees,LC
Eucera,albofasciata,Eucera albofasciata,bees,LC
Thyreus,truncatus,Thyreus truncatus,bees,LC
Tetralonia,iberica,Tetralonia iberica,bees,LC
Nomada,glaberrima,Nomada glaberrima,bees,LC
Nomada,eos,Nomada eos,bees,LC
Nomada,mutabilis,Nomada mutabilis,bees,LC
Nomada,platythorax,Nomada platythorax,bees,DD
Thyreus,orbatus,Thyreus orbatus,bees,LC
Nomada,limassolica,Nomada limassolica,bees,LC
Megachile,semicircularis,Megachile semicircularis,bees,LC
Anthophora,senescens,Anthophora senescens,bees,LC
Nomada,bouceki,Nomada bouceki,bees,EN
Anthophora,agama,Anthophora agama,bees,LC
Amegilla,andresi,Amegilla andresi,bees,DD
Tetralonia,glauca,Tetralonia glauca,bees,LC
Biastes,emarginatus,Biastes emarginatus,bees,LC
Eucera,palaestinae,Eucera palaestinae,bees,LC
Eucera,microsoma,Eucera microsoma,bees,LC
Nomada,propinqua,Nomada propinqua,bees,LC
Thyreus,ramosus,Thyreus ramosus,bees,LC
Nomada,caspia,Nomada caspia,bees,LC
Nomada,nausicaa,Nomada nausicaa,bees,LC
Epeolus,julliani,Epeolus julliani,bees,LC
Eucera,notata,Eucera notata,bees,LC
Habropoda,zonatula,Habropoda zonatula,bees,LC
Eucera,brachycera,Eucera brachycera,bees,EN
Nomada,villosa,Nomada villosa,bees,NT
Anthophora,romandii,Anthophora romandii,bees,LC
Nomada,incisa,Nomada incisa,bees,EN
Eucera,caspica,Eucera caspica,bees,LC
Tetralonia,salicariae,Tetralonia salicariae,bees,LC
Anthophora,pedata,Anthophora pedata,bees,DD
Eucera,nigripes,Eucera nigripes,bees,NA
Thyreus,tricuspis,Thyreus tricuspis,bees,NA
Tetralonia,pollinosa,Tetralonia pollinosa,bees,LC
Eucera,plumigera,Eucera plumigera,bees,LC
Eucera,laxiscopa,Eucera laxiscopa,bees,LC
Eucera,helvola,Eucera helvola,bees,LC
Nomada,rubiginosa,Nomada rubiginosa,bees,LC
Ammobatoides,scriptus,Ammobatoides scriptus,bees,LC
Eucera,gaullei,Eucera gaullei,bees,LC
Nomada,melanopyga,Nomada melanopyga,bees,EN
Eucera,collaris,Eucera collaris,bees,LC
Anthophora,furcata,Anthophora furcata,bees,LC
Nomada,italica,Nomada italica,bees,EN
Ancyla,nitida,Ancyla nitida,bees,NA
Eucera,tricincta,Eucera tricincta,bees,LC
Nomada,fuscicornis,Nomada fuscicornis,bees,LC
Nomada,argentea,Nomada argentea,bees,DD
Melecta,tuberculata,Melecta tuberculata,bees,DD
Ancyla,holtzi,Ancyla holtzi,bees,NT
Eucera,barbiventris,Eucera barbiventris,bees,LC
Nomada,tridentirostris,Nomada tridentirostris,bees,LC
Amegilla,velocissima,Amegilla velocissima,bees,DD
Eucera,dimidiata,Eucera dimidiata,bees,LC
Melecta,funeraria,Melecta funeraria,bees,LC
Eucera,ebmeri,Eucera ebmeri,bees,LC
Nomada,bifasciata,Nomada bifasciata,bees,LC
Nomada,calimorpha,Nomada calimorpha,bees,EN
Ammobates,punctatus,Ammobates punctatus,bees,NT
Nomada,flavinervis,Nomada flavinervis,bees,LC
Eucera,vittulata,Eucera vittulata,bees,LC
Eucera,pollinaris,Eucera pollinaris,bees,NT
Nomada,sanguinea,Nomada sanguinea,bees,LC
Melecta,italica,Melecta italica,bees,DD
Eucera,interrupta,Eucera interrupta,bees,LC
Nomada,diacantha,Nomada diacantha,bees,LC
Eucera,vulpes,Eucera vulpes,bees,LC
Nomada,dira,Nomada dira,bees,LC
Nomada,flavoguttata,Nomada flavoguttata,bees,LC
Nomada,facilis,Nomada facilis,bees,LC
Eucera,hispana,Eucera hispana,bees,LC
Nomada,rhenana,Nomada rhenana,bees,VU
Nomada,moeschleri,Nomada moeschleri,bees,LC
Eucera,mediterranea,Eucera mediterranea,bees,LC
Eucera,penicillata,Eucera penicillata,bees,LC
Ammobates,opacus,Ammobates opacus,bees,DD
Eucera,vernalis,Eucera vernalis,bees,NA
Nomada,flavigenis,Nomada flavigenis,bees,DD
Tetralonia,vicina,Tetralonia vicina,bees,LC
Anthophora,fulvitarsis,Anthophora fulvitarsis,bees,NT
Eucera,syriaca,Eucera syriaca,bees,LC
Nomada,glaucopis,Nomada glaucopis,bees,LC
Eucera,pseudeucnemidea,Eucera pseudeucnemidea,bees,LC
Tetralonia,lanzarotensis,Tetralonia lanzarotensis,bees,LC
Nomada,mauritanica,Nomada mauritanica,bees,LC
Nomada,hera,Nomada hera,bees,LC
Nomada,femoralis,Nomada femoralis,bees,LC
Anthophora,fulvipes,Anthophora fulvipes,bees,LC
Epeolus,variegatus,Epeolus variegatus,bees,LC
Melecta,leucorhyncha,Melecta leucorhyncha,bees,DD
Nomada,furvoides,Nomada furvoides,bees,LC
Nomada,imperialis,Nomada imperialis,bees,LC
Nomada,lucidula,Nomada lucidula,bees,NT
Nomada,beaumonti,Nomada beaumonti,bees,LC
Nomada,pallispinosa,Nomada pallispinosa,bees,LC
Nomada,stigma,Nomada stigma,bees,LC
Eucera,oraniensis,Eucera oraniensis,bees,LC
Amegilla,quadrifasciata,Amegilla quadrifasciata,bees,LC
Ammobates,vinctus,Ammobates vinctus,bees,EN
Melecta,albifrons,Melecta albifrons,bees,LC
Nomada,hungarica,Nomada hungarica,bees,NT
Eucera,elongatula,Eucera elongatula,bees,LC
Tetralonia,cinctella,Tetralonia cinctella,bees,LC
Nomada,bispinosa,Nomada bispinosa,bees,VU
Nomada,connectens,Nomada connectens,bees,LC
Nomada,striata,Nomada striata,bees,LC
Nomada,panzeri,Nomada panzeri,bees,LC
Melecta,prophanta,Melecta prophanta,bees,DD
Nomada,coxalis,Nomada coxalis,bees,NA
Nomada,duplex,Nomada duplex,bees,LC
Nomada,succincta,Nomada succincta,bees,LC
Anthophora,crassipes,Anthophora crassipes,bees,LC
Melecta,fulgida,Melecta fulgida,bees,LC
Nomada,furva,Nomada furva,bees,LC
Nomada,distinguenda,Nomada distinguenda,bees,LC
Nomada,blepharipes,Nomada blepharipes,bees,EN
Tetralonia,julliani,Tetralonia julliani,bees,LC
Eucera,rufipes,Eucera rufipes,bees,LC
Eucera,velutina,Eucera velutina,bees,DD
Eucera,algira,Eucera algira,bees,LC
Nomada,integra,Nomada integra,bees,LC
Thyreus,elegans,Thyreus elegans,bees,DD
Anthophora,ventilabris,Anthophora ventilabris,bees,NA
Anthophora,dufourii,Anthophora dufourii,bees,LC
Ammobates,oraniensis,Ammobates oraniensis,bees,NT
Thyreus,hirtus,Thyreus hirtus,bees,LC
Habropoda,tarsata,Habropoda tarsata,bees,LC
Anthophora,hispanica,Anthophora hispanica,bees,LC
Nomada,obscura,Nomada obscura,bees,LC
Biastes,truncatus,Biastes truncatus,bees,VU
Ammobates,verhoeffi,Ammobates verhoeffi,bees,NA
Anthophora,dispar,Anthophora dispar,bees,LC
Anthophora,nigriceps,Anthophora nigriceps,bees,LC
Anthophora,crinipes,Anthophora crinipes,bees,LC
Nomada,insignipes,Nomada insignipes,bees,LC
Melecta,mundula,Melecta mundula,bees,NA
Amegilla,ochroleuca,Amegilla ochroleuca,bees,LC
Tetralonia,ruficornis,Tetralonia ruficornis,bees,DD
Anthophora,quadricolor,Anthophora quadricolor,bees,DD
Nomada,rubricollis,Nomada rubricollis,bees,LC
Nomada,posthuma,Nomada posthuma,bees,LC
Thyreus,picaron,Thyreus picaron,bees,LC
Anthophora,borealis,Anthophora borealis,bees,CR
Ammobates,muticus,Ammobates muticus,bees,LC
Nomada,discrepans,Nomada discrepans,bees,LC
Eucera,spectabilis,Eucera spectabilis,bees,NA
Eucera,furfurea,Eucera furfurea,bees,LC
Anthophora,ferruginea,Anthophora ferruginea,bees,NT
Melecta,luctuosa,Melecta luctuosa,bees,LC
Tetralonia,inulae,Tetralonia inulae,bees,LC
Eucera,cineraria,Eucera cineraria,bees,LC
Melecta,grandis,Melecta grandis,bees,DD
Nomada,emarginata,Nomada emarginata,bees,EN
Nomada,nigrovaria,Nomada nigrovaria,bees,LC
Anthophora,femorata,Anthophora femorata,bees,LC
Anthophora,robusta,Anthophora robusta,bees,VU
Nomada,opaca,Nomada opaca,bees,NT
Thyreus,histrionicus,Thyreus histrionicus,bees,LC
Melecta,baerii,Melecta baerii,bees,DD
Eucera,seminuda,Eucera seminuda,bees,LC
Nomada,lathburiana,Nomada lathburiana,bees,LC
Nomada,litigiosa,Nomada litigiosa,bees,DD
Nomada,mutica,Nomada mutica,bees,LC
Nomada,panurgina,Nomada panurgina,bees,LC
Eucera,mastrucata,Eucera mastrucata,bees,NA
Nomada,obtusifrons,Nomada obtusifrons,bees,NT
Nomada,thersites,Nomada thersites,bees,EN
Nomada,oculata,Nomada oculata,bees,LC
Eucera,caerulescens,Eucera caerulescens,bees,LC
Ammobatoides,luctuosus,Ammobatoides luctuosus,bees,VU
Melecta,festiva,Melecta festiva,bees,LC
Nomada,gribodoi,Nomada gribodoi,bees,LC
Eucera,bidentata,Eucera bidentata,bees,LC
Tetralonia,scabiosae,Tetralonia scabiosae,bees,LC
Nomada,cherkesiana,Nomada cherkesiana,bees,LC
Nomada,marshamella,Nomada marshamella,bees,LC
Nomada,sybarita,Nomada sybarita,bees,EN
Melecta,guilochei,Melecta guilochei,bees,DD
Tetralonia,graja,Tetralonia graja,bees,LC
Eucera,pythagoras,Eucera pythagoras,bees,LC
Nomada,scheuchli,Nomada scheuchli,bees,LC
Tetralonia,dentata,Tetralonia dentata,bees,LC
Anthophora,rutilans,Anthophora rutilans,bees,LC
Nomada,fenestrata,Nomada fenestrata,bees,EN
Nomada,unispinosa,Nomada unispinosa,bees,DD
Anthophora,atroalba,Anthophora atroalba,bees,LC
Nomada,braunsiana,Nomada braunsiana,bees,LC
Tarsalia,hirtipes,Tarsalia hirtipes,bees,NA
Nomada,pygidialis,Nomada pygidialis,bees,LC
Anthophora,fulvodimidiata,Anthophora fulvodimidiata,bees,LC
Parammobatodes,minutus,Parammobatodes minutus,bees,EN
Eucera,parvicornis,Eucera parvicornis,bees,NT
Nomada,kohli,Nomada kohli,bees,LC
Nomada,zonata,Nomada zonata,bees,LC
Anthophora,plagiata,Anthophora plagiata,bees,NT
Ammobates,sanguineus,Ammobates sanguineus,bees,DD
Nomada,pleurosticta,Nomada pleurosticta,bees,LC
Ammobates,mavromoustakisi,Ammobates mavromoustakisi,bees,DD
Nomada,mocsaryi,Nomada mocsaryi,bees,NT
Amegilla,salviae,Amegilla salviae,bees,NT
Nomada,goodeniana,Nomada goodeniana,bees,LC
Apis,mellifera,Apis mellifera,bees,NT
Nomada,accentifera,Nomada accentifera,bees,NT
Nomada,immaculata,Nomada immaculata,bees,LC
Nomada,kervilleana,Nomada kervilleana,bees,LC
Nomada,lateritia,Nomada lateritia,bees,NA
Nomada,laticrus,Nomada laticrus,bees,EN
Nomada,cadiza,Nomada cadiza,bees,DD
Amegilla,nigricornis,Amegilla nigricornis,bees,NA
Anthophora,albosignata,Anthophora albosignata,bees,NA
Anthophora,altaica,Anthophora altaica,bees,DD
Anthophora,cincrea,Anthophora cincrea,bees,DD
Anthophora,deserticola,Anthophora deserticola,bees,DD
Anthophora,dubia,Anthophora dubia,bees,DD
Anthophora,gracilipes,Anthophora gracilipes,bees,NA
Anthophora,harmalae,Anthophora harmalae,bees,NA
Anthophora,ireos,Anthophora ireos,bees,NA
Anthophora,ponomarevae,Anthophora ponomarevae,bees,DD
Anthophora,senilis,Anthophora senilis,bees,CR
Anthophora,vernalis,Anthophora vernalis,bees,NA
Anthophora,mucida,Anthophora mucida,bees,LC
Anthophora,monacha,Anthophora monacha,bees,DD
Ancyla,nigricornis,Ancyla nigricornis,bees,DD
Ancyla,oraniensis,Ancyla oraniensis,bees,NA
Ancyla,orientalica,Ancyla orientalica,bees,DD
Bombus,balteatus_new,Bombus balteatus_new,bees,NT
Bombus,hyperboreus_new,Bombus hyperboreus_new,bees,VU
Xylocopa,nigrita,Xylocopa nigrita,bees,NA
Bombus,pyrrhopygus_new,Bombus pyrrhopygus_new,bees,VU
Ammobates,biastoides,Ammobates biastoides,bees,DD
Anthophora,orientalis_new,Anthophora orientalis_new,bees,DD
Anthophora,atriceps_new,Anthophora atriceps_new,bees,LC
Bombus,laesus_new,Bombus laesus_new,bees,VU
Bombus,vestalis_new,Bombus vestalis_new,bees,LC
Bombus,muscorum_new,Bombus muscorum_new,bees,VU
Bombus,hortorum_new,Bombus hortorum_new,bees,LC
Eucera,intermedia,Eucera intermedia,bees,NA
Anthophora,balassogloi,Anthophora balassogloi,bees,NA
Anthophora,crysocnemis,Anthophora crysocnemis,bees,DD
Anthophora,raddei,Anthophora raddei,bees,NA
Anthophora,testaceipes,Anthophora testaceipes,bees,NA
Epeolus,bischoffi,Epeolus bischoffi,bees,DD
Epeolus,ibericus,Epeolus ibericus,bees,DD
Eucera,breviceps,Eucera breviceps,bees,NT
Eucera,dafnii,Eucera dafnii,bees,LC
Eucera,flavicornis,Eucera flavicornis,bees,NT
Melecta,amanda,Melecta amanda,bees,DD
Nomada,acutispina,Nomada acutispina,bees,DD
Nomada,aeginaica,Nomada aeginaica,bees,DD
Nomada,breviceps,Nomada breviceps,bees,DD
Nomada,collarae,Nomada collarae,bees,EN
Nomada,crenulata,Nomada crenulata,bees,LC
Nomada,ebmeri,Nomada ebmeri,bees,LC
Nomada,filicornis,Nomada filicornis,bees,LC
Nomada,guichardi,Nomada guichardi,bees,VU
Nomada,lapillula,Nomada lapillula,bees,LC
Nomada,lutea,Nomada lutea,bees,NA
Nomada,luteipes,Nomada luteipes,bees,NA
Nomada,nigrifrons,Nomada nigrifrons,bees,NA
Nomada,nigrilabris,Nomada nigrilabris,bees,LC
Nomada,nigrospina,Nomada nigrospina,bees,LC
Nomada,opaciformis,Nomada opaciformis,bees,NA
Nomada,oralis,Nomada oralis,bees,NA
Nomada,ottomanensis,Nomada ottomanensis,bees,NA
Nomada,piliventris,Nomada piliventris,bees,NA
Nomada,pilosa,Nomada pilosa,bees,NA
Nomada,pyrgosica,Nomada pyrgosica,bees,LC
Nomada,radoszkowskii,Nomada radoszkowskii,bees,NA
Nomada,tarsalis,Nomada tarsalis,bees,NA
Nomada,tuberculifera,Nomada tuberculifera,bees,DD
Nomada,unica,Nomada unica,bees,LC
Nomada,warnckei,Nomada warnckei,bees,NA
Xylocopa,pubescens,Xylocopa pubescens,bees,LC
Xylocopa,virginica,Xylocopa virginica,bees,NA
Dasypoda,morawitzi,Dasypoda morawitzi,bees,LC
Dasypoda,toroki,Dasypoda toroki,bees,NA
Nomada,numida_new,Nomada numida_new,bees,NT
Anthophora,cinerascens,Anthophora cinerascens,bees,LC
Bombus,lucorum_new,Bombus lucorum_new,bees,LC
Bombus,terrestris_new,Bombus terrestris_new,bees,LC
Eucera,alborufa,Eucera alborufa,bees,NA
Melecta,alcestis,Melecta alcestis,bees,NA
Melecta,eversmanni,Melecta eversmanni,bees,DD
Melitta,sibirica,Melitta sibirica,bees,NA
Nomada,dubia,Nomada dubia,bees,DD
Nomada,sheppardana_new,Nomada sheppardana_new,bees,LC
Nomada,minuscula,Nomada minuscula,bees,LC
Nomada,moravitzii,Nomada moravitzii,bees,NA
Nomada,rubricosa,Nomada rubricosa,bees,NA
Nomada,fulvicornis_new,Nomada fulvicornis_new,bees,LC
Nomada,tormentillae,Nomada tormentillae,bees,NT
Nomada,roberjeotiana_new,Nomada roberjeotiana_new,bees,VU
Bombus,lapponicus_new,Bombus lapponicus_new,bees,NT
Eucera,rufa_new,Eucera rufa_new,bees,LC
Eucera,confinis,Eucera confinis,bees,LC
Eucera,longicornis_new,Eucera longicornis_new,bees,LC
Eucera,obscura,Eucera obscura,bees,LC
Eucera,taurica_new,Eucera taurica_new,bees,LC
Eucera,taurea,Eucera taurea,bees,LC
Eucera,terminata,Eucera terminata,bees,LC
Dasypoda,panzeri,Dasypoda panzeri,bees,LC
Anthophora,astragali,Anthophora astragali,bees,NA
Anthophora,segnis,Anthophora segnis,bees,NA
Eucera,atriceps,Eucera atriceps,bees,NA
Eucera,ferghanica,Eucera ferghanica,bees,NA
Eucera,tristis,Eucera tristis,bees,DD
Melecta,diacantha,Melecta diacantha,bees,DD
Nomada,ecarinata,Nomada ecarinata,bees,NA
Nomada,mitaii,Nomada mitaii,bees,NA
Nomada,yarrowi,Nomada yarrowi,bees,NA
Eucera,ruficollis,Eucera ruficollis,bees,LC
Anthophora,canescens_new,Anthophora canescens_new,bees,LC
Eucera,melectoides,Eucera melectoides,bees,LC
Eucera,grisea,Eucera grisea,bees,LC
Bombus,monticola_new,Bombus monticola_new,bees,LC
Colletes,abeillei,Colletes abeillei,bees,LC
Colletes,acutiformis,Colletes acutiformis,bees,DD
Colletes,acutus,Colletes acutus,bees,LC
Colletes,albomaculatus,Colletes albomaculatus,bees,NT
Colletes,anchusae,Colletes anchusae,bees,EN
Colletes,brevigena,Colletes brevigena,bees,LC
Colletes,canescens,Colletes canescens,bees,DD
Colletes,carinatus,Colletes carinatus,bees,LC
Colletes,cariniger,Colletes cariniger,bees,LC
Colletes,caskanus,Colletes caskanus,bees,DD
Colletes,caspicus,Colletes caspicus,bees,EN
Colletes,chengtehensis,Colletes chengtehensis,bees,VU
Colletes,collaris,Colletes collaris,bees,EN
Colletes,cunicularius,Colletes cunicularius,bees,LC
Colletes,daviesanus,Colletes daviesanus,bees,LC
Colletes,dusmeti,Colletes dusmeti,bees,LC
Colletes,eous,Colletes eous,bees,LC
Colletes,escalerai,Colletes escalerai,bees,NA
Colletes,floralis,Colletes floralis,bees,NT
Colletes,fodiens,Colletes fodiens,bees,NT
Colletes,foveolaris,Colletes foveolaris,bees,LC
Colletes,gallicus,Colletes gallicus,bees,LC
Colletes,graeffei,Colletes graeffei,bees,EN
Colletes,hethiticus,Colletes hethiticus,bees,DD
Colletes,hylaeiformis,Colletes hylaeiformis,bees,LC
Colletes,impunctatus,Colletes impunctatus,bees,NT
Colletes,inexpectatus,Colletes inexpectatus,bees,LC
Colletes,intricans,Colletes intricans,bees,NA
Colletes,ligatus,Colletes ligatus,bees,LC
Colletes,maidli,Colletes maidli,bees,LC
Colletes,marginatus,Colletes marginatus,bees,LC
Colletes,meyeri,Colletes meyeri,bees,EN
Colletes,mlokossewiczi,Colletes mlokossewiczi,bees,LC
Colletes,nasutus,Colletes nasutus,bees,EN
Colletes,nigricans,Colletes nigricans,bees,LC
Colletes,noskiewiczi,Colletes noskiewiczi,bees,LC
Colletes,perezi,Colletes perezi,bees,LC
Colletes,punctatus,Colletes punctatus,bees,EN
Colletes,senilis,Colletes senilis,bees,DD
Colletes,similis,Colletes similis,bees,LC
Colletes,squamulosus,Colletes squamulosus,bees,NA
Colletes,succinctus,Colletes succinctus,bees,LC
Colletes,tuberculatus,Colletes tuberculatus,bees,LC
Camptopoeum,friesei,Camptopoeum friesei,bees,LC
Camptopoeum,frontale,Camptopoeum frontale,bees,LC
Camptopoeum,variegatum,Camptopoeum variegatum,bees,NT
Clavipanurgus,sculpturatus,Clavipanurgus sculpturatus,bees,DD
Melitturga,caudata,Melitturga caudata,bees,LC
Melitturga,clavicornis,Melitturga clavicornis,bees,VU
Melitturga,praestans,Melitturga praestans,bees,NT
Melitturga,spinosa,Melitturga spinosa,bees,DD
Melitturga,taurica,Melitturga taurica,bees,NA
Panurginus,albopilosus,Panurginus albopilosus,bees,LC
Panurginus,herzi,Panurginus herzi,bees,LC
Panurginus,labiatus,Panurginus labiatus,bees,LC
Panurginus,lactipennis,Panurginus lactipennis,bees,LC
Panurginus,romani,Panurginus romani,bees,LC
Panurgus,banksianus,Panurgus banksianus,bees,LC
Panurgus,calcaratus,Panurgus calcaratus,bees,LC
Panurgus,canarius,Panurgus canarius,bees,LC
Panurgus,cephalotes,Panurgus cephalotes,bees,LC
Panurgus,dargius,Panurgus dargius,bees,LC
Panurgus,perezi,Panurgus perezi,bees,LC
Panurgus,pici,Panurgus pici,bees,NA
Hylaeus,absolutus,Hylaeus absolutus,bees,DD
Andrena,pusilla,Andrena pusilla,bees,LC
Andrena,magna,Andrena magna,bees,EN
Andrena,rufizona,Andrena rufizona,bees,NT
Andrena,mistrensis,Andrena mistrensis,bees,DD
Andrena,nigriceps,Andrena nigriceps,bees,NT
Andrena,sillata,Andrena sillata,bees,DD
Andrena,stoeckhertella,Andrena stoeckhertella,bees,CR
Hylaeus,difformis,Hylaeus difformis,bees,LC
Andrena,metallescens,Andrena metallescens,bees,CR
Andrena,combinata,Andrena combinata,bees,LC
Andrena,taprobana,Andrena taprobana,bees,DD
Andrena,pyrozonata,Andrena pyrozonata,bees,DD
Andrena,ventricosa,Andrena ventricosa,bees,LC
Andrena,glidia,Andrena glidia,bees,DD
Andrena,delphiensis,Andrena delphiensis,bees,NT
Andrena,transitoria,Andrena transitoria,bees,VU
Andrena,fertoni,Andrena fertoni,bees,LC
Andrena,neocypriaca,Andrena neocypriaca,bees,LC
Andrena,atrotegularis,Andrena atrotegularis,bees,DD
Andrena,pallitarsis,Andrena pallitarsis,bees,VU
Andrena,rosae,Andrena rosae,bees,LC
Andrena,nobilis,Andrena nobilis,bees,NT
Andrena,pontica,Andrena pontica,bees,DD
Hylaeus,confusus,Hylaeus confusus,bees,LC
Hylaeus,bifasciatus,Hylaeus bifasciatus,bees,NT
Andrena,westensis,Andrena westensis,bees,LC
